Options:
Model:                           MultiState
Tree File Name:                  an.treeS_hh_new.nex
Data File Name:                  hh.txt
Log File Name:                   hh.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            3477853148
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      1010000
Burn in:                         10000
MCMC ML Start:                   False
Schedule File:                   hh.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     2
Base frequency (PI's):           None
Pis used in ancestral state estimation:      Yes
Character Symbols:               0,1
Using a covarion model:          False
Normalise Q Matrix:              False
Restrictions:
    q01                          None
    q10                          None
Prior Information:
    Prior Categories:            100
    Priors
        q01 - Hyper Prior exp (0.00,0.05) 
        q10 - Hyper Prior exp (0.00,0.05) 
Tree Information
     Trees:                      1000
     Taxa:                       120
     Sites:                      1
     States:                     2
Iteration	Lh	Tree No	q01	q10	Root P(0)	Root P(1)	q01 - Mean	q10 - Mean	
618000	-70.067549	524	0.061014	0.055264	0.000459	0.999541	0.024946	0.038102	
619000	-66.834454	330	0.057187	0.098826	0.001200	0.998800	0.027174	0.040937	
620000	-68.137913	379	0.108040	0.010717	0.259338	0.740662	0.037190	0.016453	
621000	-68.067421	593	0.116873	0.018749	0.217665	0.782335	0.047087	0.007755	
622000	-70.444843	923	0.098591	0.006871	0.531108	0.468892	0.025137	0.007358	
623000	-65.821370	256	0.125170	0.000796	0.990039	0.009961	0.031097	0.033958	
624000	-67.868004	681	0.129775	0.007870	0.578180	0.421820	0.030836	0.006522	
625000	-66.164217	500	0.127284	0.122101	0.070678	0.929322	0.035880	0.043367	
626000	-65.076029	123	0.075952	0.131992	0.002484	0.997516	0.028222	0.042405	
627000	-65.694692	251	0.147949	0.055818	0.569539	0.430461	0.036824	0.029817	
628000	-68.710716	307	0.048819	0.083610	0.001325	0.998675	0.037483	0.044929	
629000	-68.016912	878	0.135272	0.005738	0.633409	0.366591	0.041457	0.045464	
630000	-66.533392	167	0.088535	0.113314	0.015915	0.984085	0.044234	0.037759	
631000	-67.876598	143	0.091386	0.092914	0.042164	0.957836	0.042716	0.040996	
632000	-67.218435	630	0.149979	0.006395	0.689741	0.310259	0.030324	0.037214	
633000	-65.792370	740	0.172550	0.031900	0.556927	0.443073	0.046311	0.016337	
634000	-65.384447	44	0.144542	0.058890	0.261729	0.738271	0.045084	0.016796	
635000	-67.050806	574	0.057744	0.168606	0.002962	0.997038	0.047435	0.048037	
636000	-66.161125	846	0.151870	0.075769	0.354715	0.645285	0.046427	0.040474	
637000	-66.217291	522	0.142835	0.037518	0.290797	0.709203	0.042684	0.019690	
638000	-67.590850	429	0.192548	0.028637	0.604727	0.395273	0.048194	0.047342	
639000	-70.272570	242	0.071209	0.047671	0.006705	0.993295	0.017995	0.035918	
640000	-69.231884	131	0.109691	0.079615	0.064071	0.935929	0.049044	0.046411	
641000	-68.276270	794	0.112252	0.063198	0.111311	0.888689	0.043711	0.023481	
642000	-66.085981	548	0.087893	0.124691	0.005597	0.994403	0.022082	0.043133	
643000	-68.685853	572	0.096178	0.024974	0.087489	0.912511	0.030005	0.033873	
644000	-66.090853	741	0.162897	0.035233	0.628869	0.371131	0.049779	0.027677	
645000	-67.459590	808	0.075874	0.081832	0.023058	0.976942	0.048495	0.048373	
646000	-67.145192	841	0.124481	0.048316	0.175338	0.824662	0.047888	0.040374	
647000	-66.420566	706	0.126037	0.142952	0.100375	0.899625	0.041923	0.033827	
648000	-66.125342	92	0.141683	0.056434	0.410876	0.589124	0.033792	0.027563	
649000	-66.874657	110	0.154335	0.016516	0.527973	0.472027	0.049067	0.034424	
650000	-66.434822	429	0.072025	0.134573	0.007670	0.992330	0.044683	0.040627	
651000	-67.708426	253	0.108104	0.086829	0.042765	0.957235	0.032478	0.026561	
652000	-66.134213	737	0.081705	0.103985	0.001761	0.998239	0.029004	0.021508	
653000	-66.375847	594	0.149120	0.017851	0.506441	0.493559	0.045456	0.031241	
654000	-65.893530	858	0.080693	0.147836	0.003002	0.996998	0.046205	0.048289	
655000	-65.698753	421	0.079277	0.122532	0.000984	0.999016	0.032905	0.034971	
656000	-66.596151	531	0.140780	0.090281	0.202425	0.797575	0.034370	0.027126	
657000	-69.333315	634	0.048933	0.083553	0.002108	0.997892	0.038842	0.016245	
658000	-67.133429	141	0.154454	0.012615	0.661389	0.338611	0.049791	0.008136	
659000	-66.115426	97	0.152881	0.039793	0.360374	0.639626	0.039500	0.006490	
660000	-68.195978	863	0.125426	0.005030	0.606792	0.393208	0.049846	0.001723	
661000	-65.806802	206	0.157730	0.026404	0.563107	0.436893	0.047509	0.048414	
662000	-68.755030	630	0.124362	0.001614	0.788786	0.211214	0.037870	0.001999	
663000	-67.077726	943	0.140824	0.027296	0.387193	0.612807	0.030694	0.029924	
664000	-68.272447	599	0.173293	0.004902	0.826604	0.173396	0.042115	0.044085	
665000	-67.492612	553	0.048474	0.120635	0.003034	0.996966	0.030022	0.037188	
666000	-67.841833	591	0.096009	0.076592	0.012942	0.987058	0.049076	0.015374	
667000	-66.788973	97	0.074408	0.100461	0.020704	0.979296	0.037952	0.041058	
668000	-66.524750	771	0.100086	0.132063	0.006798	0.993202	0.036770	0.044336	
669000	-66.537769	327	0.155072	0.017242	0.505987	0.494013	0.029867	0.025987	
670000	-68.449011	524	0.097133	0.025892	0.106539	0.893461	0.049034	0.014458	
671000	-66.212494	551	0.136897	0.038754	0.250408	0.749592	0.035296	0.033695	
672000	-66.081293	735	0.145747	0.064920	0.263838	0.736162	0.041499	0.026966	
673000	-68.390444	100	0.078914	0.076269	0.002589	0.997411	0.035695	0.033670	
674000	-65.707479	8	0.100465	0.133342	0.019982	0.980018	0.034295	0.027780	
675000	-67.254095	398	0.153803	0.035099	0.366195	0.633805	0.045750	0.038963	
676000	-66.507742	89	0.094283	0.094837	0.008077	0.991923	0.046812	0.032858	
677000	-67.083270	256	0.094216	0.012637	0.830163	0.169837	0.043709	0.008221	
678000	-66.663757	564	0.127090	0.029472	0.221279	0.778721	0.040527	0.007608	
679000	-67.357944	387	0.128625	0.034532	0.243325	0.756675	0.046182	0.038137	
680000	-67.075612	49	0.071966	0.087248	0.001671	0.998329	0.047877	0.041332	
681000	-67.412013	181	0.058282	0.102283	0.001644	0.998356	0.033249	0.043697	
682000	-66.253985	938	0.119088	0.033912	0.242815	0.757185	0.034031	0.036194	
683000	-68.052377	306	0.059292	0.063964	0.000402	0.999598	0.020430	0.042959	
684000	-66.905722	144	0.158796	0.032499	0.435596	0.564404	0.047840	0.040427	
685000	-67.293051	308	0.106576	0.058578	0.079973	0.920027	0.042257	0.027072	
686000	-67.272619	812	0.121272	0.068666	0.134323	0.865677	0.049517	0.039110	
687000	-68.409654	290	0.141070	0.004395	0.722278	0.277722	0.044733	0.004332	
688000	-67.678819	264	0.138138	0.036566	0.303246	0.696754	0.023454	0.023329	
689000	-67.424811	949	0.051122	0.143092	0.004330	0.995670	0.027420	0.043089	
690000	-67.429775	531	0.110495	0.044767	0.148823	0.851177	0.036349	0.036920	
691000	-67.680781	193	0.105871	0.031401	0.168799	0.831201	0.038666	0.014899	
692000	-68.007830	572	0.073957	0.076874	0.001569	0.998431	0.030534	0.046311	
693000	-66.638692	813	0.147083	0.116441	0.121213	0.878787	0.033777	0.035078	
694000	-67.478672	336	0.043170	0.167554	0.000407	0.999593	0.043079	0.038720	
695000	-66.986879	953	0.152055	0.014050	0.523608	0.476392	0.049799	0.031808	
696000	-66.952492	120	0.175841	0.058170	0.459555	0.540445	0.034413	0.020808	
697000	-72.560753	733	0.099714	0.000295	0.874815	0.125185	0.048611	0.037143	
698000	-67.208748	791	0.156398	0.006867	0.739550	0.260450	0.046646	0.025077	
699000	-66.560520	448	0.120407	0.059447	0.139059	0.860941	0.019943	0.014115	
700000	-67.878811	520	0.093466	0.021781	0.261839	0.738161	0.023763	0.037397	
701000	-68.047482	634	0.055304	0.193291	0.003849	0.996151	0.024311	0.038007	
702000	-66.708873	89	0.142281	0.041786	0.291228	0.708772	0.039411	0.037620	
703000	-66.978929	871	0.196907	0.030629	0.600469	0.399531	0.031957	0.046216	
704000	-68.228471	98	0.150244	0.002062	0.871112	0.128888	0.040244	0.018128	
705000	-69.853774	806	0.086517	0.028361	0.054814	0.945186	0.046190	0.044459	
706000	-66.123254	669	0.125558	0.132638	0.063585	0.936415	0.047768	0.048710	
707000	-66.766572	239	0.073026	0.137993	0.001392	0.998608	0.036438	0.043685	
708000	-67.011342	611	0.138698	0.051646	0.284767	0.715233	0.047560	0.048765	
709000	-65.979094	858	0.151441	0.074983	0.314783	0.685217	0.035939	0.034246	
710000	-67.632175	403	0.052644	0.084875	0.001345	0.998655	0.037643	0.040669	
711000	-65.240048	123	0.135761	0.028825	0.590803	0.409197	0.046688	0.042419	
712000	-67.786072	545	0.040636	0.131094	0.005851	0.994149	0.034225	0.036600	
713000	-66.365146	687	0.162960	0.005693	0.850665	0.149335	0.044626	0.020612	
714000	-66.896479	372	0.127271	0.036103	0.236599	0.763401	0.035710	0.028399	
715000	-66.998000	64	0.140642	0.004874	0.691266	0.308734	0.049628	0.016073	
716000	-65.890577	411	0.188213	0.041100	0.648322	0.351678	0.044811	0.028715	
717000	-66.132350	950	0.075543	0.111587	0.010950	0.989050	0.038361	0.036704	
718000	-67.505425	243	0.108993	0.021992	0.223463	0.776537	0.037933	0.008663	
719000	-66.480636	564	0.082104	0.092817	0.004649	0.995351	0.044213	0.047529	
720000	-70.767183	617	0.103576	0.007476	0.290788	0.709212	0.048430	0.045676	
721000	-67.403422	160	0.153295	0.026374	0.400549	0.599451	0.030820	0.007448	
722000	-68.391306	334	0.093517	0.048235	0.070190	0.929810	0.033198	0.045118	
723000	-66.983007	977	0.189669	0.038355	0.568820	0.431180	0.035381	0.040049	
724000	-65.711401	693	0.154742	0.055953	0.325058	0.674942	0.049447	0.036122	
725000	-65.194894	661	0.174829	0.079175	0.597782	0.402218	0.043777	0.045607	
726000	-68.611579	251	0.086722	0.066769	0.132763	0.867237	0.022357	0.043060	
727000	-67.478142	346	0.123766	0.002747	0.877930	0.122070	0.043034	0.027314	
728000	-66.786539	265	0.122303	0.025378	0.353167	0.646833	0.047432	0.030806	
729000	-66.034917	346	0.176289	0.038441	0.579168	0.420832	0.027596	0.028885	
730000	-66.714069	37	0.115436	0.040582	0.248853	0.751147	0.046312	0.043740	
731000	-66.893865	18	0.129014	0.021569	0.302800	0.697200	0.044694	0.040515	
732000	-66.113703	781	0.163403	0.081403	0.325598	0.674402	0.032671	0.046154	
733000	-67.061006	242	0.110781	0.071769	0.068842	0.931158	0.049313	0.020878	
734000	-68.421437	429	0.113139	0.040395	0.125477	0.874523	0.031624	0.045368	
735000	-68.557133	507	0.177128	0.008220	0.986404	0.013596	0.046475	0.022213	
736000	-66.974568	179	0.067803	0.131631	0.000133	0.999867	0.043866	0.036777	
737000	-69.258563	757	0.214694	0.021095	0.726052	0.273948	0.037077	0.032214	
738000	-67.442611	241	0.058029	0.086555	0.000372	0.999628	0.040827	0.046219	
739000	-66.917524	332	0.147320	0.015410	0.480230	0.519770	0.026613	0.036925	
740000	-69.131968	40	0.034143	0.102138	0.000011	0.999989	0.020033	0.033213	
741000	-67.339722	113	0.125442	0.060165	0.172024	0.827976	0.027460	0.048593	
742000	-66.373808	96	0.069508	0.094824	0.003929	0.996071	0.048827	0.035396	
743000	-68.146137	134	0.189233	0.029409	0.588511	0.411489	0.043447	0.033936	
744000	-69.118816	449	0.073933	0.065415	0.100390	0.899610	0.027071	0.033962	
745000	-66.570970	936	0.160558	0.032379	0.445658	0.554342	0.045756	0.032706	
746000	-65.468684	936	0.086513	0.141158	0.005535	0.994465	0.039643	0.031419	
747000	-66.264257	939	0.159427	0.020117	0.534839	0.465161	0.049185	0.033315	
748000	-66.839875	32	0.146486	0.010235	0.552952	0.447048	0.035538	0.036703	
749000	-67.266399	88	0.229436	0.084642	0.562723	0.437277	0.049778	0.034189	
750000	-67.012482	39	0.169208	0.225714	0.101696	0.898304	0.031555	0.044913	
751000	-67.307251	362	0.051613	0.085566	0.004602	0.995398	0.036945	0.031220	
752000	-66.798581	618	0.089160	0.078020	0.013754	0.986246	0.045373	0.048336	
753000	-68.735991	1	0.111121	0.013982	0.379742	0.620258	0.039855	0.014197	
754000	-65.770744	953	0.098595	0.128350	0.012752	0.987248	0.048582	0.029596	
755000	-65.502078	758	0.138751	0.063222	0.502050	0.497950	0.043280	0.032911	
756000	-67.592843	37	0.072386	0.077691	0.001887	0.998113	0.041002	0.032514	
757000	-69.639536	939	0.090490	0.010655	0.141560	0.858440	0.030003	0.029158	
758000	-67.079948	863	0.143138	0.011955	0.542354	0.457646	0.027583	0.023425	
759000	-65.196509	413	0.155377	0.031942	0.610206	0.389794	0.034649	0.043221	
760000	-68.372209	391	0.035237	0.132046	0.000132	0.999868	0.028217	0.040737	
761000	-66.442264	994	0.186926	0.082959	0.410532	0.589468	0.045180	0.029251	
762000	-68.069067	306	0.088768	0.034365	0.058378	0.941622	0.042545	0.042240	
763000	-67.280928	696	0.105152	0.034529	0.148807	0.851193	0.043898	0.020941	
764000	-67.629993	726	0.060334	0.109183	0.012141	0.987859	0.040020	0.049483	
765000	-69.336803	92	0.230767	0.006276	0.936606	0.063394	0.049526	0.014577	
766000	-66.047415	64	0.141148	0.069158	0.232029	0.767971	0.049851	0.042276	
767000	-66.421344	13	0.191218	0.049801	0.494545	0.505455	0.043426	0.038046	
768000	-65.527807	8	0.138005	0.066669	0.215189	0.784811	0.048562	0.041828	
769000	-71.300640	385	0.094787	0.017387	0.099073	0.900927	0.041825	0.006648	
770000	-66.443451	140	0.075876	0.150990	0.001536	0.998464	0.036392	0.041745	
771000	-68.599687	430	0.098222	0.061881	0.044821	0.955179	0.016376	0.027285	
772000	-66.851956	707	0.135481	0.010429	0.475399	0.524601	0.048111	0.019787	
773000	-67.788491	661	0.043464	0.087755	0.003042	0.996958	0.037329	0.035153	
774000	-66.311852	923	0.076578	0.154750	0.001620	0.998380	0.022131	0.045780	
775000	-67.362131	558	0.072332	0.093152	0.006694	0.993306	0.036806	0.035986	
776000	-66.108137	23	0.112900	0.137660	0.007507	0.992493	0.045248	0.049343	
777000	-66.036921	176	0.124807	0.126787	0.024407	0.975593	0.043115	0.035146	
778000	-67.357391	492	0.144902	0.018195	0.434384	0.565616	0.043482	0.035129	
779000	-66.379790	263	0.100841	0.080824	0.034547	0.965453	0.042341	0.049377	
780000	-66.728965	785	0.164993	0.048702	0.384898	0.615102	0.048993	0.048138	
781000	-66.483814	756	0.112533	0.049172	0.109077	0.890923	0.025618	0.036449	
782000	-68.676694	256	0.077912	0.056781	0.355333	0.644667	0.046875	0.037008	
783000	-65.620018	670	0.135695	0.046231	0.450684	0.549316	0.048762	0.045396	
784000	-65.760478	987	0.177549	0.088006	0.416369	0.583631	0.047101	0.043307	
785000	-67.127225	741	0.128920	0.005460	0.858526	0.141474	0.037578	0.036192	
786000	-67.886010	939	0.100290	0.059571	0.073050	0.926950	0.037591	0.032916	
787000	-66.566709	192	0.070836	0.100729	0.004504	0.995496	0.049193	0.034959	
788000	-66.655018	748	0.186615	0.030078	0.591533	0.408467	0.036647	0.031887	
789000	-66.863411	294	0.080188	0.115559	0.007652	0.992348	0.030048	0.036211	
790000	-67.044115	624	0.069321	0.131287	0.004932	0.995068	0.047827	0.048409	
791000	-67.298107	549	0.068483	0.098753	0.009171	0.990829	0.036926	0.041287	
792000	-65.115728	123	0.166458	0.046283	0.592876	0.407124	0.037612	0.031814	
793000	-67.446518	642	0.160218	0.006498	0.739573	0.260427	0.036796	0.028578	
794000	-71.619420	817	0.080871	0.024593	0.063686	0.936314	0.037035	0.039249	
795000	-68.822566	873	0.088968	0.065054	0.015003	0.984997	0.044602	0.049918	
796000	-66.649498	404	0.122571	0.083780	0.108200	0.891800	0.044326	0.030498	
797000	-70.219689	140	0.097078	0.007511	0.235650	0.764350	0.035845	0.033510	
798000	-70.327753	265	0.088764	0.004920	0.489990	0.510010	0.041417	0.020500	
799000	-67.703311	271	0.192945	0.016315	0.720199	0.279801	0.037846	0.006144	
800000	-66.430536	910	0.155586	0.015243	0.648761	0.351239	0.046590	0.043610	
801000	-68.751232	168	0.219558	0.013047	0.843220	0.156780	0.036370	0.015802	
802000	-67.377532	51	0.164457	0.012916	0.642936	0.357064	0.043515	0.022216	
803000	-67.082788	732	0.057573	0.101291	0.004087	0.995913	0.049164	0.038230	
804000	-68.539193	886	0.117142	0.028641	0.170946	0.829054	0.025818	0.020485	
805000	-67.055537	394	0.111738	0.065030	0.094694	0.905306	0.047549	0.033568	
806000	-67.110771	556	0.118121	0.010124	0.353986	0.646014	0.036384	0.010477	
807000	-66.460970	67	0.093525	0.117804	0.017074	0.982926	0.021379	0.025219	
808000	-66.261272	84	0.091957	0.099444	0.003541	0.996459	0.034307	0.037874	
809000	-66.615384	175	0.194691	0.061914	0.561987	0.438013	0.041633	0.047124	
810000	-66.447664	649	0.145115	0.021656	0.406077	0.593923	0.038494	0.023841	
811000	-66.344432	912	0.132879	0.140181	0.039530	0.960470	0.035608	0.043274	
812000	-67.131918	913	0.138886	0.019638	0.388720	0.611280	0.033521	0.033706	
813000	-67.491029	675	0.131566	0.030235	0.253728	0.746272	0.031719	0.033516	
814000	-66.390581	134	0.063910	0.148144	0.006866	0.993134	0.019484	0.035374	
815000	-66.805960	27	0.122218	0.012168	0.376312	0.623688	0.039632	0.018727	
816000	-66.847264	706	0.115662	0.003698	0.952336	0.047664	0.049305	0.043323	
817000	-67.071328	863	0.158139	0.010075	0.673219	0.326781	0.026698	0.043507	
818000	-67.304270	65	0.156714	0.126500	0.134454	0.865546	0.037066	0.045826	
819000	-66.345832	572	0.142634	0.068207	0.226628	0.773372	0.041267	0.045342	
820000	-66.026734	823	0.111312	0.048656	0.390612	0.609388	0.040756	0.019367	
821000	-67.148129	91	0.145658	0.055387	0.266215	0.733785	0.043706	0.037076	
822000	-66.491166	28	0.085773	0.109642	0.018358	0.981642	0.024290	0.048126	
823000	-66.788565	432	0.063193	0.087237	0.008704	0.991296	0.039220	0.046234	
824000	-67.994777	666	0.153831	0.001673	0.896475	0.103525	0.023456	0.039376	
825000	-67.224096	544	0.107132	0.020534	0.390603	0.609397	0.048260	0.011675	
826000	-67.005018	93	0.129101	0.048276	0.322918	0.677082	0.047410	0.031610	
827000	-67.270440	44	0.107472	0.014296	0.214003	0.785997	0.038632	0.015080	
828000	-66.744611	122	0.151500	0.006873	0.746540	0.253460	0.042180	0.009728	
829000	-67.727289	764	0.109364	0.046588	0.237307	0.762693	0.039864	0.018102	
830000	-66.063842	927	0.160969	0.029758	0.444580	0.555420	0.038777	0.032139	
831000	-64.912708	618	0.091026	0.144275	0.008875	0.991125	0.046712	0.034511	
832000	-67.151001	647	0.121820	0.016200	0.323187	0.676813	0.048990	0.028330	
833000	-66.783632	991	0.135813	0.043866	0.241373	0.758627	0.047832	0.036468	
834000	-66.700102	339	0.125715	0.004090	0.942216	0.057784	0.046309	0.023389	
835000	-66.385018	425	0.085967	0.162172	0.006986	0.993014	0.047533	0.043273	
836000	-69.592780	267	0.082218	0.040745	0.043508	0.956492	0.030524	0.044209	
837000	-66.577932	889	0.082919	0.135472	0.003114	0.996886	0.032207	0.035416	
838000	-71.723808	109	0.110540	0.003044	0.526194	0.473806	0.045002	0.008818	
839000	-67.502756	379	0.089315	0.068766	0.010940	0.989060	0.043786	0.030842	
840000	-66.807129	243	0.064029	0.099225	0.000271	0.999729	0.034811	0.033464	
841000	-68.479671	839	0.075519	0.081396	0.026885	0.973115	0.044029	0.036479	
842000	-65.842200	378	0.136882	0.027238	0.331763	0.668237	0.046209	0.032203	
843000	-65.886299	618	0.142694	0.083459	0.226345	0.773655	0.042013	0.043837	
844000	-67.189628	942	0.100851	0.090476	0.014021	0.985979	0.017521	0.046005	
845000	-69.251535	9	0.045235	0.085908	0.000050	0.999950	0.037156	0.043027	
846000	-67.236512	787	0.113625	0.023528	0.162322	0.837678	0.032440	0.016362	
847000	-67.360485	50	0.046254	0.122668	0.000451	0.999549	0.048748	0.033690	
848000	-67.631314	44	0.089496	0.057048	0.034045	0.965955	0.037564	0.024923	
849000	-66.424395	958	0.079915	0.182861	0.017170	0.982830	0.046598	0.045778	
850000	-68.835680	511	0.238957	0.077403	0.612593	0.387407	0.041168	0.031925	
851000	-66.871034	770	0.169350	0.032749	0.508690	0.491310	0.032423	0.040182	
852000	-67.831597	791	0.131996	0.005536	0.644114	0.355886	0.047203	0.018271	
853000	-66.787383	327	0.158568	0.012236	0.598087	0.401913	0.047663	0.026064	
854000	-68.003773	382	0.101108	0.029365	0.243072	0.756928	0.047838	0.037890	
855000	-65.728128	701	0.081923	0.150897	0.001002	0.998998	0.040541	0.026702	
856000	-68.382819	331	0.042529	0.175542	0.000290	0.999710	0.037278	0.049168	
857000	-67.577661	169	0.195699	0.028766	0.602234	0.397766	0.028670	0.046890	
858000	-65.571007	556	0.162299	0.038611	0.413383	0.586617	0.049620	0.041921	
859000	-65.918591	106	0.163429	0.038433	0.456060	0.543940	0.032833	0.036895	
860000	-66.566470	41	0.172078	0.037783	0.438088	0.561912	0.042269	0.048523	
861000	-70.107698	951	0.098825	0.012763	0.159158	0.840842	0.049901	0.023585	
862000	-66.766291	847	0.168467	0.073324	0.362978	0.637022	0.046987	0.026734	
863000	-67.408417	668	0.142097	0.028930	0.325347	0.674653	0.049053	0.045818	
864000	-66.580013	468	0.132261	0.179379	0.047389	0.952611	0.036380	0.049154	
865000	-68.189012	599	0.114437	0.023965	0.157967	0.842033	0.038608	0.039064	
866000	-67.469103	295	0.143927	0.091964	0.178827	0.821173	0.048408	0.048832	
867000	-69.390790	747	0.034923	0.135036	0.006955	0.993045	0.042336	0.037897	
868000	-67.285999	63	0.142518	0.006369	0.676860	0.323140	0.049635	0.023347	
869000	-68.212353	399	0.122696	0.035769	0.188273	0.811727	0.042703	0.016718	
870000	-66.438199	65	0.104162	0.135610	0.005217	0.994783	0.027789	0.043071	
871000	-67.822830	778	0.155149	0.005360	0.761896	0.238104	0.038331	0.044882	
872000	-67.093452	222	0.079572	0.098609	0.006833	0.993167	0.024200	0.032604	
873000	-66.103642	254	0.062902	0.149875	0.005304	0.994696	0.046708	0.040897	
874000	-68.291699	930	0.118958	0.015918	0.304507	0.695493	0.035765	0.017519	
875000	-67.014486	283	0.123274	0.043482	0.249137	0.750863	0.033427	0.036186	
876000	-67.859401	167	0.178336	0.008554	0.747272	0.252728	0.043752	0.028835	
877000	-66.498533	352	0.144711	0.044495	0.314723	0.685277	0.039266	0.049861	
878000	-65.843577	498	0.065166	0.143982	0.005646	0.994354	0.048918	0.049262	
879000	-67.520782	960	0.098130	0.064473	0.076614	0.923386	0.046613	0.044783	
880000	-66.879219	432	0.117495	0.034618	0.162011	0.837989	0.045298	0.012337	
881000	-66.698190	388	0.106992	0.052764	0.105044	0.894956	0.042616	0.044527	
882000	-66.086659	566	0.148998	0.082207	0.255241	0.744759	0.043652	0.042291	
883000	-69.067727	847	0.035316	0.094679	0.002186	0.997814	0.036098	0.036756	
884000	-68.627626	89	0.133250	0.004215	0.670925	0.329075	0.043125	0.009738	
885000	-67.838156	114	0.114037	0.016948	0.350924	0.649076	0.018347	0.035984	
886000	-68.361992	316	0.160102	0.001885	0.896318	0.103682	0.030015	0.016277	
887000	-67.095718	422	0.157153	0.015886	0.515602	0.484398	0.037033	0.038411	
888000	-70.049845	971	0.115828	0.003982	0.507297	0.492703	0.029397	0.001639	
889000	-67.946274	724	0.169753	0.001059	0.956352	0.043648	0.045650	0.020216	
890000	-68.987944	177	0.146844	0.004059	0.758191	0.241809	0.038094	0.008524	
891000	-68.690820	313	0.076374	0.078173	0.002500	0.997500	0.032885	0.043601	
892000	-68.469767	599	0.058171	0.093451	0.001876	0.998124	0.032709	0.028252	
893000	-66.147748	821	0.158080	0.033738	0.442722	0.557278	0.039707	0.037939	
894000	-66.826751	863	0.122459	0.061355	0.149362	0.850638	0.037404	0.038899	
895000	-67.485067	165	0.179173	0.006849	0.794078	0.205922	0.024868	0.016180	
896000	-66.561921	186	0.136757	0.027314	0.339612	0.660388	0.036457	0.034609	
897000	-67.263018	441	0.120159	0.082028	0.091628	0.908372	0.049991	0.038306	
898000	-66.709513	157	0.056268	0.128407	0.009769	0.990231	0.042050	0.046568	
899000	-67.420799	492	0.158552	0.015941	0.552580	0.447420	0.036310	0.037650	
900000	-67.174304	647	0.116201	0.023329	0.225410	0.774590	0.034288	0.045444	
901000	-67.359267	226	0.180078	0.022514	0.603405	0.396595	0.042949	0.033948	
902000	-66.934674	912	0.051700	0.126477	0.002833	0.997167	0.047139	0.026594	
903000	-67.519458	167	0.159975	0.011143	0.603031	0.396969	0.036721	0.035823	
904000	-66.152659	63	0.098124	0.138992	0.003104	0.996896	0.039288	0.026746	
905000	-67.782630	350	0.050420	0.093541	0.001342	0.998658	0.012818	0.038337	
906000	-68.552968	970	0.064244	0.073227	0.006001	0.993999	0.028296	0.039660	
907000	-67.226353	141	0.115717	0.059245	0.171694	0.828306	0.046447	0.035971	
908000	-67.981880	5	0.119665	0.009652	0.354503	0.645497	0.046680	0.026148	
909000	-68.564147	929	0.109169	0.057995	0.166338	0.833662	0.033235	0.035076	
910000	-67.350133	977	0.152306	0.009131	0.645317	0.354683	0.042664	0.020622	
911000	-66.364265	8	0.105044	0.032852	0.109598	0.890402	0.048258	0.028833	
912000	-66.364362	50	0.093986	0.101163	0.005056	0.994944	0.043999	0.048687	
913000	-66.705075	60	0.175215	0.055815	0.432909	0.567091	0.048080	0.043883	
914000	-68.576280	681	0.045917	0.099147	0.001989	0.998011	0.019523	0.042354	
915000	-66.651488	802	0.138120	0.021808	0.372739	0.627261	0.043806	0.032567	
916000	-67.896053	894	0.107590	0.006407	0.851179	0.148821	0.044777	0.040344	
917000	-67.233691	576	0.070751	0.175941	0.011325	0.988675	0.037918	0.043104	
918000	-65.774088	336	0.155599	0.050226	0.815908	0.184092	0.045012	0.045151	
919000	-65.239105	256	0.160642	0.006811	0.937237	0.062763	0.037976	0.036956	
920000	-67.436035	325	0.181685	0.012429	0.742447	0.257553	0.045794	0.015158	
921000	-66.916262	340	0.147528	0.100380	0.194780	0.805220	0.039601	0.047585	
922000	-68.277412	474	0.112566	0.016135	0.214905	0.785095	0.049320	0.024143	
923000	-70.427584	502	0.082609	0.039216	0.051654	0.948346	0.043054	0.018580	
924000	-68.014491	675	0.050738	0.106638	0.007523	0.992477	0.040812	0.030449	
925000	-66.321712	27	0.205658	0.100825	0.467360	0.532640	0.042437	0.041776	
926000	-67.052924	261	0.140184	0.034606	0.300852	0.699148	0.047370	0.044516	
927000	-66.996309	733	0.075882	0.119399	0.003880	0.996120	0.049341	0.039742	
928000	-67.193519	111	0.145898	0.021516	0.414220	0.585780	0.037120	0.008589	
929000	-66.768826	743	0.112288	0.150239	0.061907	0.938093	0.046547	0.043482	
930000	-67.383539	255	0.116001	0.025580	0.224858	0.775142	0.046023	0.024543	
931000	-66.688909	821	0.100638	0.090106	0.017356	0.982644	0.039661	0.035744	
932000	-67.467682	534	0.109945	0.087891	0.028135	0.971865	0.033114	0.028351	
933000	-68.477853	755	0.059927	0.085091	0.005448	0.994552	0.025227	0.035965	
934000	-66.037905	899	0.149190	0.034647	0.372106	0.627894	0.047002	0.030556	
935000	-66.033955	975	0.054551	0.138624	0.003452	0.996548	0.020830	0.033758	
936000	-66.767056	823	0.056212	0.109656	0.001311	0.998689	0.046385	0.038044	
937000	-66.084753	133	0.155528	0.046506	0.373398	0.626602	0.043331	0.046679	
938000	-66.627653	287	0.073829	0.116480	0.004544	0.995456	0.029543	0.033906	
