Options:
Model:                           Discrete: Dependent
Tree File Name:                  an.treeS_hh_new.nex
Data File Name:                  hh_alt_pol.bin2.txt
Log File Name:                   DEP_pol2_alt.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            3967388577
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      10100000
Burn in:                         100000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Zero Rates:                      Yes
Schedule File:                   DEP_pol2_alt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     8
Base frequency (PI's):           None
Pis used in ancestral state estimation:      Yes
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Restrictions:
    q12                          RJ MCMC
    q13                          RJ MCMC
    q21                          RJ MCMC
    q24                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q42                          RJ MCMC
    q43                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - Hyper Prior exp (0.00,0.50) 
Tree Information
     Trees:                      1000
     Taxa:                       120
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	Dep / InDep	q12	q13	q21	q24	q31	q34	q42	q43	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	RJRates - Mean	
1236000	-129.047709	111	1	1	'0 0 0 0 0 0 Z 0 	D	0.153329	0.153329	0.153329	0.153329	0.153329	0.153329	0.000000	0.153329	0.214822	0.033917	0.645028	0.106233	0.422723	
1237000	-129.082209	472	1	2	'0 0 0 0 Z Z 0 0 	D	0.212699	0.212699	0.212699	0.212699	0.000000	0.000000	0.212699	0.212699	0.349001	0.225564	0.000000	0.425434	0.342863	
1238000	-128.380619	731	1	2	'0 0 0 0 Z Z 0 0 	D	0.205149	0.205149	0.205149	0.205149	0.000000	0.000000	0.205149	0.205149	0.358825	0.216659	0.000000	0.424516	0.389778	
1239000	-129.717607	15	1	3	'Z 0 0 0 Z Z 0 0 	D	0.000000	0.249613	0.249613	0.249613	0.000000	0.000000	0.249613	0.249613	0.000000	0.389937	0.000000	0.610063	0.456175	
1240000	-128.419236	158	1	1	'0 0 0 0 Z 0 0 0 	D	0.162786	0.162786	0.162786	0.162786	0.000000	0.162786	0.162786	0.162786	0.864178	0.024994	0.063974	0.046854	0.228477	
1241000	-128.487576	300	1	1	'0 0 0 0 0 Z 0 0 	D	0.145118	0.145118	0.145118	0.145118	0.145118	0.000000	0.145118	0.145118	0.187856	0.074978	0.318155	0.419010	0.431911	
1242000	-127.687511	556	1	1	'0 0 0 0 0 Z 0 0 	D	0.148792	0.148792	0.148792	0.148792	0.148792	0.000000	0.148792	0.148792	0.178693	0.048665	0.275962	0.496679	0.235359	
1243000	-124.334244	31	2	1	'1 1 0 1 1 Z 0 0 	D	0.081592	0.081592	0.275275	0.081592	0.081592	0.000000	0.275275	0.275275	0.000149	0.004124	0.000190	0.995537	0.493051	
1244000	-132.887005	702	1	2	'0 0 0 0 Z 0 Z 0 	I	0.108533	0.108533	0.108533	0.108533	0.000000	0.108533	0.000000	0.108533	0.945677	0.054288	0.000032	0.000002	0.149212	
1245000	-127.336550	496	1	0	'0 0 0 0 0 0 0 0 	I	0.122724	0.122724	0.122724	0.122724	0.122724	0.122724	0.122724	0.122724	0.025482	0.000702	0.947702	0.026114	0.062862	
1246000	-128.635996	827	1	3	'Z 0 0 0 Z Z 0 0 	D	0.000000	0.177523	0.177523	0.177523	0.000000	0.000000	0.177523	0.177523	0.000000	0.231109	0.000000	0.768891	0.133891	
1247000	-122.752826	794	2	1	'Z 0 1 0 0 0 1 1 	D	0.000000	0.059416	0.252571	0.059416	0.059416	0.059416	0.252571	0.252571	0.005443	0.006388	0.510824	0.477346	0.219083	
1248000	-129.269994	993	1	0	'0 0 0 0 0 0 0 0 	I	0.152507	0.152507	0.152507	0.152507	0.152507	0.152507	0.152507	0.152507	0.086740	0.003836	0.870906	0.038518	0.117831	
1249000	-128.013265	986	1	1	'0 0 0 0 0 Z 0 0 	D	0.167539	0.167539	0.167539	0.167539	0.167539	0.000000	0.167539	0.167539	0.233004	0.069649	0.255689	0.441659	0.494208	
1250000	-128.500236	369	1	2	'0 0 0 0 Z Z 0 0 	D	0.179249	0.179249	0.179249	0.179249	0.000000	0.000000	0.179249	0.179249	0.485153	0.152967	0.000000	0.361881	0.185801	
1251000	-128.688523	241	1	2	'0 0 0 0 Z Z 0 0 	D	0.210432	0.210432	0.210432	0.210432	0.000000	0.000000	0.210432	0.210432	0.362808	0.218737	0.000000	0.418455	0.303791	
1252000	-129.314287	921	1	2	'0 0 0 0 Z Z 0 0 	D	0.178238	0.178238	0.178238	0.178238	0.000000	0.000000	0.178238	0.178238	0.407274	0.139862	0.000000	0.452864	0.271654	
1253000	-129.258005	481	1	3	'Z 0 0 0 Z Z 0 0 	D	0.000000	0.201135	0.201135	0.201135	0.000000	0.000000	0.201135	0.201135	0.000000	0.316536	0.000000	0.683464	0.338852	
1254000	-130.696109	334	1	1	'0 0 0 Z 0 0 0 0 	D	0.112357	0.112357	0.112357	0.000000	0.112357	0.112357	0.112357	0.112357	0.019995	0.000138	0.948728	0.031140	0.137941	
1255000	-128.332055	427	1	1	'0 0 0 0 0 Z 0 0 	D	0.152329	0.152329	0.152329	0.152329	0.152329	0.000000	0.152329	0.152329	0.200788	0.053317	0.334214	0.411682	0.358650	
1256000	-128.915205	16	1	3	'Z 0 0 0 Z Z 0 0 	D	0.000000	0.218102	0.218102	0.218102	0.000000	0.000000	0.218102	0.218102	0.000000	0.367528	0.000000	0.632472	0.351176	
1257000	-128.713240	910	1	1	'0 0 0 0 0 Z 0 0 	D	0.196938	0.196938	0.196938	0.196938	0.196938	0.000000	0.196938	0.196938	0.226054	0.133609	0.249048	0.391289	0.223468	
1258000	-127.931675	372	1	2	'0 0 0 0 Z Z 0 0 	D	0.174423	0.174423	0.174423	0.174423	0.000000	0.000000	0.174423	0.174423	0.391274	0.120936	0.000000	0.487791	0.259868	
1259000	-127.727065	171	2	0	'0 0 1 0 1 1 1 1 	D	0.174568	0.174568	0.050600	0.174568	0.050600	0.050600	0.050600	0.050600	0.641599	0.002576	0.354538	0.001287	0.183932	
1260000	-130.066540	430	1	1	'0 0 0 Z 0 0 0 0 	D	0.196778	0.196778	0.196778	0.000000	0.196778	0.196778	0.196778	0.196778	0.029933	0.000346	0.881982	0.087739	0.243014	
1261000	-128.687413	797	1	2	'0 0 0 0 Z Z 0 0 	D	0.151976	0.151976	0.151976	0.151976	0.000000	0.000000	0.151976	0.151976	0.436101	0.110088	0.000000	0.453811	0.369218	
1262000	-123.794000	466	2	2	'Z 0 1 0 0 Z 1 1 	D	0.000000	0.060063	0.229887	0.060063	0.060063	0.000000	0.229887	0.229887	0.000000	0.002882	0.000000	0.997118	0.312973	
1263000	-127.876973	392	1	3	'0 0 0 0 Z Z Z 0 	D	0.162022	0.162022	0.162022	0.162022	0.000000	0.000000	0.000000	0.162022	0.814994	0.185004	0.000000	0.000002	0.081209	
1264000	-128.565661	642	1	0	'0 0 0 0 0 0 0 0 	I	0.155150	0.155150	0.155150	0.155150	0.155150	0.155150	0.155150	0.155150	0.134852	0.014556	0.767722	0.082870	0.119583	
1265000	-128.191118	779	1	2	'0 0 0 0 Z Z 0 0 	D	0.152100	0.152100	0.152100	0.152100	0.000000	0.000000	0.152100	0.152100	0.450562	0.111324	0.000000	0.438114	0.143800	
1266000	-130.752524	292	1	3	'0 Z 0 0 Z Z 0 0 	D	0.314793	0.000000	0.314793	0.314793	0.000000	0.000000	0.314793	0.314793	0.022884	0.178406	0.000000	0.798711	0.229726	
1267000	-129.913947	802	1	1	'0 0 0 0 Z 0 0 0 	D	0.149299	0.149299	0.149299	0.149299	0.000000	0.149299	0.149299	0.149299	0.774864	0.036590	0.121124	0.067422	0.106983	
1268000	-128.567015	152	1	1	'0 0 0 0 0 Z 0 0 	D	0.219969	0.219969	0.219969	0.219969	0.219969	0.000000	0.219969	0.219969	0.272027	0.154786	0.214746	0.358442	0.407325	
1269000	-128.854228	713	1	1	'0 0 0 0 0 Z 0 0 	D	0.144580	0.144580	0.144580	0.144580	0.144580	0.000000	0.144580	0.144580	0.168794	0.060537	0.311484	0.459186	0.472338	
1270000	-125.145793	582	2	2	'Z 0 1 0 Z 0 1 1 	D	0.000000	0.057793	0.323872	0.057793	0.000000	0.057793	0.323872	0.323872	0.001987	0.001592	0.624860	0.371560	0.203949	
1271000	-130.756722	923	1	0	'0 0 0 0 0 0 0 0 	I	0.208919	0.208919	0.208919	0.208919	0.208919	0.208919	0.208919	0.208919	0.266459	0.036155	0.614066	0.083320	0.249265	
1272000	-132.884749	978	1	1	'0 Z 0 0 0 0 0 0 	D	0.159146	0.000000	0.159146	0.159146	0.159146	0.159146	0.159146	0.159146	0.000054	0.004307	0.835516	0.160123	0.231150	
1273000	-132.944569	791	1	2	'0 0 0 0 0 0 Z Z 	D	0.145541	0.145541	0.145541	0.145541	0.145541	0.145541	0.000000	0.000000	0.286995	0.002674	0.710331	0.000000	0.258624	
1274000	-130.283458	669	1	1	'0 0 0 0 Z 0 0 0 	D	0.154648	0.154648	0.154648	0.154648	0.000000	0.154648	0.154648	0.154648	0.763238	0.082776	0.093781	0.060206	0.117186	
1275000	-133.007987	740	1	2	'0 0 0 0 Z Z 0 0 	D	0.103263	0.103263	0.103263	0.103263	0.000000	0.000000	0.103263	0.103263	0.411100	0.049389	0.000000	0.539511	0.499311	
1276000	-129.026644	779	1	1	'0 0 0 0 0 Z 0 0 	D	0.244815	0.244815	0.244815	0.244815	0.244815	0.000000	0.244815	0.244815	0.257424	0.205284	0.170835	0.366456	0.292309	
1277000	-129.080099	74	1	0	'0 0 0 0 0 0 0 0 	I	0.130289	0.130289	0.130289	0.130289	0.130289	0.130289	0.130289	0.130289	0.071211	0.005279	0.859770	0.063739	0.380236	
1278000	-129.405097	119	1	1	'0 0 0 0 0 Z 0 0 	D	0.140833	0.140833	0.140833	0.140833	0.140833	0.000000	0.140833	0.140833	0.162854	0.026509	0.348676	0.461961	0.491616	
1279000	-127.767335	992	1	0	'0 0 0 0 0 0 0 0 	I	0.146524	0.146524	0.146524	0.146524	0.146524	0.146524	0.146524	0.146524	0.096767	0.012135	0.791802	0.099296	0.420457	
1280000	-130.337112	736	1	1	'0 0 0 0 Z 0 0 0 	D	0.154012	0.154012	0.154012	0.154012	0.000000	0.154012	0.154012	0.154012	0.727178	0.100400	0.104923	0.067499	0.371474	
1281000	-130.509412	981	1	1	'0 0 0 Z 0 0 0 0 	D	0.199546	0.199546	0.199546	0.000000	0.199546	0.199546	0.199546	0.199546	0.019004	0.000059	0.903113	0.077824	0.315187	
1282000	-128.312845	144	1	1	'0 0 0 0 0 Z 0 0 	D	0.153338	0.153338	0.153338	0.153338	0.153338	0.000000	0.153338	0.153338	0.144197	0.030951	0.245300	0.579552	0.285410	
1283000	-130.938212	227	1	4	'Z 0 0 0 Z Z Z 0 	I	0.000000	0.192563	0.192563	0.192563	0.000000	0.000000	0.000000	0.192563	0.000000	0.999997	0.000000	0.000003	0.323723	
1284000	-128.495581	256	1	0	'0 0 0 0 0 0 0 0 	I	0.161816	0.161816	0.161816	0.161816	0.161816	0.161816	0.161816	0.161816	0.297982	0.033897	0.599882	0.068239	0.214106	
1285000	-129.953128	893	1	1	'0 0 0 0 0 Z 0 0 	D	0.227260	0.227260	0.227260	0.227260	0.227260	0.000000	0.227260	0.227260	0.228981	0.200514	0.192277	0.378227	0.191593	
1286000	-127.655581	382	1	0	'0 0 0 0 0 0 0 0 	I	0.098149	0.098149	0.098149	0.098149	0.098149	0.098149	0.098149	0.098149	0.014872	0.000150	0.975145	0.009833	0.346570	
1287000	-128.467363	570	1	3	'Z 0 0 0 Z Z 0 0 	D	0.000000	0.213948	0.213948	0.213948	0.000000	0.000000	0.213948	0.213948	0.000000	0.356199	0.000000	0.643801	0.262746	
1288000	-129.880623	949	1	3	'Z 0 0 0 Z Z 0 0 	D	0.000000	0.184866	0.184866	0.184866	0.000000	0.000000	0.184866	0.184866	0.000000	0.258114	0.000000	0.741886	0.117395	
1289000	-128.372917	774	1	3	'Z 0 0 0 Z Z 0 0 	D	0.000000	0.201295	0.201295	0.201295	0.000000	0.000000	0.201295	0.201295	0.000000	0.287182	0.000000	0.712818	0.093339	
1290000	-130.679444	146	1	2	'0 0 0 0 0 Z 0 Z 	D	0.218007	0.218007	0.218007	0.218007	0.218007	0.000000	0.218007	0.000000	0.420485	0.011129	0.568296	0.000090	0.412712	
1291000	-130.746813	699	1	1	'0 0 0 Z 0 0 0 0 	D	0.151441	0.151441	0.151441	0.000000	0.151441	0.151441	0.151441	0.151441	0.020065	0.000136	0.902218	0.077581	0.183695	
1292000	-126.591800	688	1	0	'0 0 0 0 0 0 0 0 	I	0.120826	0.120826	0.120826	0.120826	0.120826	0.120826	0.120826	0.120826	0.108058	0.014161	0.776080	0.101702	0.419560	
1293000	-127.647944	756	1	2	'0 0 0 0 Z Z 0 0 	D	0.154099	0.154099	0.154099	0.154099	0.000000	0.000000	0.154099	0.154099	0.638662	0.054254	0.000000	0.307084	0.282422	
1294000	-130.253809	218	1	1	'0 0 0 0 Z 0 0 0 	D	0.185331	0.185331	0.185331	0.185331	0.000000	0.185331	0.185331	0.185331	0.743297	0.076061	0.103007	0.077635	0.272829	
1295000	-128.287898	823	1	1	'0 0 0 0 0 0 Z 0 	D	0.155903	0.155903	0.155903	0.155903	0.155903	0.155903	0.000000	0.155903	0.321131	0.031414	0.619210	0.028245	0.184033	
1296000	-129.307678	268	1	1	'0 0 0 0 0 0 Z 0 	D	0.135870	0.135870	0.135870	0.135870	0.135870	0.135870	0.000000	0.135870	0.171505	0.014315	0.749473	0.064707	0.182166	
1297000	-126.485644	834	1	0	'0 0 0 0 0 0 0 0 	I	0.119587	0.119587	0.119587	0.119587	0.119587	0.119587	0.119587	0.119587	0.043382	0.002344	0.905348	0.048925	0.226841	
1298000	-129.937769	141	1	1	'0 0 0 0 0 0 0 Z 	D	0.113493	0.113493	0.113493	0.113493	0.113493	0.113493	0.113493	0.000000	0.026735	0.000027	0.973238	0.000000	0.213174	
1299000	-127.185545	171	1	1	'0 0 0 0 Z 0 0 0 	D	0.148977	0.148977	0.148977	0.148977	0.000000	0.148977	0.148977	0.148977	0.863264	0.050064	0.034926	0.051747	0.245791	
1300000	-127.853560	688	1	3	'0 0 0 0 Z Z Z 0 	D	0.178843	0.178843	0.178843	0.178843	0.000000	0.000000	0.000000	0.178843	0.708103	0.291896	0.000000	0.000001	0.365142	
1301000	-129.711320	999	1	1	'0 0 0 0 0 Z 0 0 	D	0.161309	0.161309	0.161309	0.161309	0.161309	0.000000	0.161309	0.161309	0.178160	0.077599	0.258348	0.485893	0.123601	
1302000	-128.305372	346	1	1	'0 0 0 0 Z 0 0 0 	D	0.147233	0.147233	0.147233	0.147233	0.000000	0.147233	0.147233	0.147233	0.855892	0.020373	0.074725	0.049010	0.107464	
1303000	-129.091920	701	1	1	'0 0 0 0 0 Z 0 0 	D	0.229157	0.229157	0.229157	0.229157	0.229157	0.000000	0.229157	0.229157	0.253727	0.172801	0.179732	0.393740	0.443609	
1304000	-127.757714	44	1	2	'0 0 0 0 Z Z 0 0 	D	0.165165	0.165165	0.165165	0.165165	0.000000	0.000000	0.165165	0.165165	0.429024	0.116235	0.000000	0.454741	0.239785	
1305000	-129.528477	196	1	2	'0 0 0 0 Z 0 Z 0 	I	0.175738	0.175738	0.175738	0.175738	0.000000	0.175738	0.000000	0.175738	0.911495	0.088501	0.000003	0.000000	0.197838	
1306000	-131.872445	673	1	2	'0 0 0 0 Z Z 0 0 	D	0.271950	0.271950	0.271950	0.271950	0.000000	0.000000	0.271950	0.271950	0.278717	0.348098	0.000000	0.373185	0.361201	
1307000	-129.340092	88	1	1	'0 0 0 0 Z 0 0 0 	D	0.153371	0.153371	0.153371	0.153371	0.000000	0.153371	0.153371	0.153371	0.771058	0.032502	0.131226	0.065214	0.096204	
1308000	-128.999206	986	1	1	'0 0 0 0 0 Z 0 0 	D	0.226012	0.226012	0.226012	0.226012	0.226012	0.000000	0.226012	0.226012	0.257173	0.171316	0.197489	0.374022	0.327362	
1309000	-128.852329	118	1	2	'0 0 0 0 Z Z 0 0 	D	0.196663	0.196663	0.196663	0.196663	0.000000	0.000000	0.196663	0.196663	0.365395	0.221212	0.000000	0.413393	0.165497	
1310000	-128.014894	352	1	1	'0 0 0 0 0 Z 0 0 	D	0.133161	0.133161	0.133161	0.133161	0.133161	0.000000	0.133161	0.133161	0.101548	0.034161	0.145746	0.718545	0.183537	
1311000	-127.492237	662	1	0	'0 0 0 0 0 0 0 0 	I	0.158542	0.158542	0.158542	0.158542	0.158542	0.158542	0.158542	0.158542	0.110713	0.006404	0.834608	0.048275	0.080372	
1312000	-130.491718	393	1	2	'0 0 0 0 Z 0 Z 0 	I	0.145624	0.145624	0.145624	0.145624	0.000000	0.145624	0.000000	0.145624	0.914492	0.085501	0.000006	0.000001	0.163185	
1313000	-127.403601	456	1	0	'0 0 0 0 0 0 0 0 	I	0.122091	0.122091	0.122091	0.122091	0.122091	0.122091	0.122091	0.122091	0.052816	0.001207	0.924837	0.021140	0.058522	
1314000	-132.320745	60	1	3	'0 0 0 0 Z Z 0 Z 	D	0.241176	0.241176	0.241176	0.241176	0.000000	0.000000	0.241176	0.000000	0.984098	0.015856	0.000000	0.000047	0.332461	
1315000	-131.470175	408	1	2	'0 0 0 Z Z 0 0 0 	D	0.271562	0.271562	0.271562	0.000000	0.000000	0.271562	0.271562	0.271562	0.089755	0.005303	0.643301	0.261641	0.277370	
1316000	-129.069514	308	1	1	'0 0 0 0 0 Z 0 0 	D	0.180736	0.180736	0.180736	0.180736	0.180736	0.000000	0.180736	0.180736	0.213387	0.099244	0.248465	0.438904	0.134896	
1317000	-128.533770	717	2	3	'Z 1 1 0 Z Z 0 1 	D	0.000000	0.202784	0.202784	0.188928	0.000000	0.000000	0.188928	0.202784	0.000000	0.280279	0.000000	0.719721	0.457944	
1318000	-129.042947	592	1	1	'0 0 0 0 0 Z 0 0 	D	0.147290	0.147290	0.147290	0.147290	0.147290	0.000000	0.147290	0.147290	0.133831	0.027571	0.209920	0.628678	0.345162	
1319000	-130.516323	850	1	1	'0 0 0 0 Z 0 0 0 	D	0.206516	0.206516	0.206516	0.206516	0.000000	0.206516	0.206516	0.206516	0.756921	0.089921	0.076146	0.077012	0.237935	
1320000	-127.416368	211	1	2	'0 0 0 0 Z Z 0 0 	D	0.183764	0.183764	0.183764	0.183764	0.000000	0.000000	0.183764	0.183764	0.386676	0.146111	0.000000	0.467212	0.256924	
1321000	-129.708684	873	1	3	'0 0 0 0 Z Z Z 0 	D	0.177300	0.177300	0.177300	0.177300	0.000000	0.000000	0.000000	0.177300	0.688239	0.311759	0.000000	0.000002	0.263237	
1322000	-125.493490	283	2	3	'Z 1 0 1 Z Z 0 1 	D	0.000000	0.115646	0.252449	0.115646	0.000000	0.000000	0.252449	0.115646	0.000000	0.031478	0.000000	0.968522	0.307474	
1323000	-130.080621	418	1	1	'0 0 0 0 0 0 0 Z 	D	0.156294	0.156294	0.156294	0.156294	0.156294	0.156294	0.156294	0.000000	0.184719	0.002391	0.812880	0.000011	0.116134	
1324000	-128.500662	938	1	2	'0 0 0 0 Z Z 0 0 	D	0.138018	0.138018	0.138018	0.138018	0.000000	0.000000	0.138018	0.138018	0.492502	0.073712	0.000000	0.433786	0.055898	
1325000	-129.145728	667	1	1	'0 0 0 0 0 0 Z 0 	D	0.133372	0.133372	0.133372	0.133372	0.133372	0.133372	0.000000	0.133372	0.146452	0.007149	0.812548	0.033851	0.405572	
1326000	-128.792087	963	1	3	'Z 0 0 0 Z Z 0 0 	D	0.000000	0.180238	0.180238	0.180238	0.000000	0.000000	0.180238	0.180238	0.000000	0.225200	0.000000	0.774800	0.308977	
1327000	-128.645507	960	1	1	'0 0 0 0 0 0 Z 0 	D	0.137884	0.137884	0.137884	0.137884	0.137884	0.137884	0.000000	0.137884	0.206956	0.016421	0.743194	0.033429	0.430536	
1328000	-128.441707	662	1	2	'0 0 0 0 Z Z 0 0 	D	0.157265	0.157265	0.157265	0.157265	0.000000	0.000000	0.157265	0.157265	0.479894	0.097412	0.000000	0.422694	0.262941	
1329000	-127.271290	236	1	0	'0 0 0 0 0 0 0 0 	I	0.102429	0.102429	0.102429	0.102429	0.102429	0.102429	0.102429	0.102429	0.025031	0.000765	0.945306	0.028898	0.351446	
1330000	-127.375228	449	1	1	'0 0 0 0 0 Z 0 0 	D	0.213740	0.213740	0.213740	0.213740	0.213740	0.000000	0.213740	0.213740	0.273435	0.184051	0.255184	0.287330	0.303199	
1331000	-128.300945	44	1	2	'0 0 0 0 Z Z 0 0 	D	0.217860	0.217860	0.217860	0.217860	0.000000	0.000000	0.217860	0.217860	0.345533	0.222502	0.000000	0.431965	0.298187	
1332000	-128.349193	660	1	1	'0 0 0 0 0 0 Z 0 	D	0.144949	0.144949	0.144949	0.144949	0.144949	0.144949	0.000000	0.144949	0.407109	0.064316	0.501686	0.026889	0.101866	
1333000	-128.904300	572	1	1	'0 0 0 0 0 Z 0 0 	D	0.158869	0.158869	0.158869	0.158869	0.158869	0.000000	0.158869	0.158869	0.203605	0.045757	0.288739	0.461899	0.398493	
1334000	-130.498047	416	1	4	'0 0 0 0 Z Z Z Z 	D	0.173005	0.173005	0.173005	0.173005	0.000000	0.000000	0.000000	0.000000	0.985836	0.014164	0.000000	0.000000	0.388965	
1335000	-127.801675	362	1	0	'0 0 0 0 0 0 0 0 	I	0.109727	0.109727	0.109727	0.109727	0.109727	0.109727	0.109727	0.109727	0.028158	0.001135	0.933094	0.037613	0.240269	
1336000	-128.028527	343	1	0	'0 0 0 0 0 0 0 0 	I	0.102394	0.102394	0.102394	0.102394	0.102394	0.102394	0.102394	0.102394	0.024579	0.000659	0.949291	0.025471	0.139009	
1337000	-128.440751	938	1	1	'0 0 0 0 Z 0 0 0 	D	0.126318	0.126318	0.126318	0.126318	0.000000	0.126318	0.126318	0.126318	0.819322	0.012041	0.120389	0.048247	0.228664	
1338000	-131.768098	931	1	2	'0 0 0 0 Z Z 0 0 	D	0.120476	0.120476	0.120476	0.120476	0.000000	0.000000	0.120476	0.120476	0.434997	0.050106	0.000000	0.514897	0.277680	
1339000	-127.899575	158	1	0	'0 0 0 0 0 0 0 0 	I	0.096401	0.096401	0.096401	0.096401	0.096401	0.096401	0.096401	0.096401	0.013652	0.000091	0.979738	0.006519	0.418673	
1340000	-130.714419	448	1	2	'0 0 0 0 0 Z 0 Z 	D	0.197740	0.197740	0.197740	0.197740	0.197740	0.000000	0.197740	0.000000	0.345325	0.008669	0.645918	0.000088	0.111257	
1341000	-128.458426	986	1	2	'0 0 0 0 Z Z 0 0 	D	0.194057	0.194057	0.194057	0.194057	0.000000	0.000000	0.194057	0.194057	0.424662	0.178262	0.000000	0.397075	0.316158	
1342000	-130.374551	551	1	3	'0 0 0 0 Z Z Z 0 	D	0.152109	0.152109	0.152109	0.152109	0.000000	0.000000	0.000000	0.152109	0.775477	0.224521	0.000000	0.000002	0.122456	
1343000	-131.330237	126	1	2	'Z 0 0 0 0 Z 0 0 	I	0.000000	0.174575	0.174575	0.174575	0.174575	0.000000	0.174575	0.174575	0.000000	0.238846	0.000000	0.761154	0.131237	
1344000	-128.317652	977	2	3	'Z Z 0 1 Z 1 0 0 	D	0.000000	0.000000	0.194222	0.055656	0.000000	0.055656	0.194222	0.194222	0.000000	0.000334	0.696682	0.302984	0.109266	
1345000	-128.373922	145	1	2	'0 0 0 0 Z Z 0 0 	D	0.173038	0.173038	0.173038	0.173038	0.000000	0.000000	0.173038	0.173038	0.386450	0.182630	0.000000	0.430920	0.406932	
1346000	-128.080618	604	1	1	'0 0 0 Z 0 0 0 0 	D	0.160152	0.160152	0.160152	0.000000	0.160152	0.160152	0.160152	0.160152	0.014760	0.000038	0.956588	0.028613	0.480303	
1347000	-129.071856	977	1	1	'0 0 0 Z 0 0 0 0 	D	0.158585	0.158585	0.158585	0.000000	0.158585	0.158585	0.158585	0.158585	0.022685	0.000186	0.925989	0.051140	0.173843	
1348000	-127.455942	683	1	2	'0 0 0 0 Z Z 0 0 	D	0.163620	0.163620	0.163620	0.163620	0.000000	0.000000	0.163620	0.163620	0.448573	0.113175	0.000000	0.438252	0.160439	
1349000	-129.930344	129	1	3	'0 0 0 0 Z Z Z 0 	D	0.176003	0.176003	0.176003	0.176003	0.000000	0.000000	0.000000	0.176003	0.730858	0.269141	0.000000	0.000001	0.368886	
1350000	-128.925415	578	1	1	'0 0 0 0 0 0 Z 0 	D	0.165750	0.165750	0.165750	0.165750	0.165750	0.165750	0.000000	0.165750	0.249322	0.024602	0.675207	0.050869	0.483030	
1351000	-128.833398	662	1	1	'0 0 0 Z 0 0 0 0 	D	0.167331	0.167331	0.167331	0.000000	0.167331	0.167331	0.167331	0.167331	0.015616	0.000041	0.935974	0.048368	0.432345	
1352000	-129.051378	907	1	1	'0 0 0 0 0 0 0 Z 	D	0.121500	0.121500	0.121500	0.121500	0.121500	0.121500	0.121500	0.000000	0.027692	0.000133	0.972175	0.000000	0.087505	
1353000	-131.544225	474	1	4	'Z Z 0 0 Z Z 0 0 	D	0.000000	0.000000	0.251806	0.251806	0.000000	0.000000	0.251806	0.251806	0.000000	0.026326	0.000000	0.973674	0.200322	
1354000	-129.574817	279	1	3	'Z 0 0 0 Z Z 0 0 	D	0.000000	0.238743	0.238743	0.238743	0.000000	0.000000	0.238743	0.238743	0.000000	0.378665	0.000000	0.621335	0.258235	
1355000	-128.178373	444	1	1	'0 0 0 0 0 Z 0 0 	D	0.186300	0.186300	0.186300	0.186300	0.186300	0.000000	0.186300	0.186300	0.236011	0.107560	0.252043	0.404387	0.435866	
1356000	-128.229358	564	1	0	'0 0 0 0 0 0 0 0 	I	0.098127	0.098127	0.098127	0.098127	0.098127	0.098127	0.098127	0.098127	0.010174	0.000353	0.956312	0.033161	0.090826	
1357000	-128.528595	971	2	3	'Z 0 0 1 Z Z 1 0 	D	0.000000	0.212147	0.212147	0.153855	0.000000	0.000000	0.153855	0.212147	0.000000	0.271754	0.000000	0.728246	0.449017	
1358000	-128.812518	115	1	1	'0 0 0 0 0 Z 0 0 	D	0.138950	0.138950	0.138950	0.138950	0.138950	0.000000	0.138950	0.138950	0.112229	0.040655	0.229352	0.617764	0.340810	
1359000	-129.694124	838	1	1	'0 0 0 0 Z 0 0 0 	D	0.203484	0.203484	0.203484	0.203484	0.000000	0.203484	0.203484	0.203484	0.779418	0.063185	0.080705	0.076692	0.387893	
1360000	-128.744936	630	1	0	'0 0 0 0 0 0 0 0 	I	0.124519	0.124519	0.124519	0.124519	0.124519	0.124519	0.124519	0.124519	0.047990	0.001377	0.924125	0.026508	0.136830	
1361000	-125.959031	577	2	2	'0 0 1 Z Z 0 1 0 	D	0.178650	0.178650	0.305584	0.000000	0.000000	0.178650	0.305584	0.178650	0.007447	0.000073	0.839112	0.153367	0.479724	
1362000	-128.103442	537	1	0	'0 0 0 0 0 0 0 0 	I	0.122699	0.122699	0.122699	0.122699	0.122699	0.122699	0.122699	0.122699	0.012153	0.000171	0.973943	0.013733	0.075295	
1363000	-129.217098	26	1	3	'Z 0 0 0 Z Z 0 0 	D	0.000000	0.156369	0.156369	0.156369	0.000000	0.000000	0.156369	0.156369	0.000000	0.149352	0.000000	0.850648	0.130026	
1364000	-126.866707	771	1	0	'0 0 0 0 0 0 0 0 	I	0.115192	0.115192	0.115192	0.115192	0.115192	0.115192	0.115192	0.115192	0.021616	0.000435	0.958640	0.019308	0.451800	
