Options:
Model:                           Discrete: Dependent
Tree File Name:                  an.treeS_hh_new.nex
Data File Name:                  hh_alt_pol.bin2.txt
Log File Name:                   DEP_pol2_alt.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            3967388577
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      10100000
Burn in:                         100000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Zero Rates:                      Yes
Schedule File:                   DEP_pol2_alt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     8
Base frequency (PI's):           None
Pis used in ancestral state estimation:      Yes
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Restrictions:
    q12                          RJ MCMC
    q13                          RJ MCMC
    q21                          RJ MCMC
    q24                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q42                          RJ MCMC
    q43                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - Hyper Prior exp (0.00,0.50) 
Tree Information
     Trees:                      1000
     Taxa:                       120
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	Dep / InDep	q12	q13	q21	q24	q31	q34	q42	q43	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	RJRates - Mean	
8264000	-128.055677	496	1	1	'0 0 0 0 0 Z 0 0 	D	0.144728	0.144728	0.144728	0.144728	0.144728	0.000000	0.144728	0.144728	0.163457	0.028131	0.262505	0.545907	0.406499	
8265000	-128.781931	430	1	1	'0 0 0 0 Z 0 0 0 	D	0.132012	0.132012	0.132012	0.132012	0.000000	0.132012	0.132012	0.132012	0.851522	0.040031	0.075078	0.033370	0.373323	
8266000	-130.663614	957	1	2	'0 0 0 0 Z Z 0 0 	D	0.255741	0.255741	0.255741	0.255741	0.000000	0.000000	0.255741	0.255741	0.320457	0.275360	0.000000	0.404182	0.374553	
8267000	-129.858255	877	1	3	'0 0 0 0 Z Z Z 0 	D	0.161001	0.161001	0.161001	0.161001	0.000000	0.000000	0.000000	0.161001	0.681057	0.318941	0.000000	0.000001	0.138466	
8268000	-135.306108	205	1	4	'Z 0 0 0 Z Z Z 0 	I	0.000000	0.234700	0.234700	0.234700	0.000000	0.000000	0.000000	0.234700	0.000000	0.999998	0.000000	0.000001	0.330347	
8269000	-126.915421	617	1	0	'0 0 0 0 0 0 0 0 	I	0.147462	0.147462	0.147462	0.147462	0.147462	0.147462	0.147462	0.147462	0.075418	0.003400	0.881447	0.039735	0.171282	
8270000	-131.866809	394	1	1	'0 0 0 0 0 0 0 Z 	D	0.186023	0.186023	0.186023	0.186023	0.186023	0.186023	0.186023	0.000000	0.271586	0.008166	0.720144	0.000104	0.037466	
8271000	-130.524916	7	1	0	'0 0 0 0 0 0 0 0 	I	0.190669	0.190669	0.190669	0.190669	0.190669	0.190669	0.190669	0.190669	0.238521	0.048550	0.592358	0.120572	0.164847	
8272000	-125.447417	756	1	0	'0 0 0 0 0 0 0 0 	I	0.128861	0.128861	0.128861	0.128861	0.128861	0.128861	0.128861	0.128861	0.038782	0.000690	0.943739	0.016789	0.442313	
8273000	-130.565717	96	1	1	'0 0 0 Z 0 0 0 0 	D	0.193877	0.193877	0.193877	0.000000	0.193877	0.193877	0.193877	0.193877	0.039105	0.000531	0.850469	0.109896	0.318957	
8274000	-127.999622	925	1	2	'0 0 0 0 Z Z 0 0 	D	0.183928	0.183928	0.183928	0.183928	0.000000	0.000000	0.183928	0.183928	0.518537	0.117638	0.000000	0.363825	0.383553	
8275000	-130.963876	39	1	3	'0 Z 0 0 Z Z 0 0 	D	0.291301	0.000000	0.291301	0.291301	0.000000	0.000000	0.291301	0.291301	0.002496	0.083302	0.000000	0.914202	0.136075	
8276000	-129.722782	249	1	3	'Z 0 0 0 Z Z 0 0 	D	0.000000	0.183132	0.183132	0.183132	0.000000	0.000000	0.183132	0.183132	0.000000	0.256544	0.000000	0.743456	0.363797	
8277000	-128.041094	606	1	3	'0 0 0 0 Z Z Z 0 	D	0.176554	0.176554	0.176554	0.176554	0.000000	0.000000	0.000000	0.176554	0.703447	0.296552	0.000000	0.000002	0.084669	
8278000	-129.862380	332	1	1	'0 0 0 0 0 Z 0 0 	D	0.128030	0.128030	0.128030	0.128030	0.128030	0.000000	0.128030	0.128030	0.124704	0.017608	0.289674	0.568014	0.270016	
8279000	-128.760956	283	1	3	'Z 0 0 0 Z Z 0 0 	D	0.000000	0.180640	0.180640	0.180640	0.000000	0.000000	0.180640	0.180640	0.000000	0.237959	0.000000	0.762041	0.279888	
8280000	-129.150457	824	1	2	'0 0 0 0 Z Z 0 0 	D	0.188922	0.188922	0.188922	0.188922	0.000000	0.000000	0.188922	0.188922	0.325579	0.245662	0.000000	0.428760	0.399566	
8281000	-129.135449	807	1	3	'Z 0 0 0 Z Z 0 0 	D	0.000000	0.225112	0.225112	0.225112	0.000000	0.000000	0.225112	0.225112	0.000000	0.352228	0.000000	0.647772	0.278431	
8282000	-129.066121	330	1	1	'0 0 0 0 0 Z 0 0 	D	0.164437	0.164437	0.164437	0.164437	0.164437	0.000000	0.164437	0.164437	0.219086	0.059382	0.298126	0.423406	0.219217	
8283000	-129.310701	793	1	3	'0 0 0 0 Z Z Z 0 	D	0.162204	0.162204	0.162204	0.162204	0.000000	0.000000	0.000000	0.162204	0.496890	0.503109	0.000000	0.000001	0.387383	
8284000	-130.929766	453	1	3	'0 Z 0 0 Z Z 0 0 	D	0.307049	0.000000	0.307049	0.307049	0.000000	0.000000	0.307049	0.307049	0.004894	0.110035	0.000000	0.885071	0.280233	
8285000	-123.415694	556	2	2	'Z 1 0 1 Z 1 0 0 	D	0.000000	0.085345	0.282708	0.085345	0.000000	0.085345	0.282708	0.282708	0.003004	0.003025	0.679489	0.314482	0.128246	
8286000	-129.291536	845	1	0	'0 0 0 0 0 0 0 0 	I	0.115166	0.115166	0.115166	0.115166	0.115166	0.115166	0.115166	0.115166	0.023014	0.000447	0.957914	0.018624	0.136690	
8287000	-129.103663	441	1	3	'0 0 0 0 Z Z Z 0 	D	0.149103	0.149103	0.149103	0.149103	0.000000	0.000000	0.000000	0.149103	0.861938	0.138061	0.000000	0.000001	0.363988	
8288000	-131.095571	234	1	3	'0 0 0 0 Z 0 Z Z 	D	0.159207	0.159207	0.159207	0.159207	0.000000	0.159207	0.000000	0.000000	0.992881	0.007117	0.000002	0.000000	0.484545	
8289000	-128.255980	427	1	1	'0 0 0 0 0 Z 0 0 	D	0.156491	0.156491	0.156491	0.156491	0.156491	0.000000	0.156491	0.156491	0.207443	0.058496	0.329350	0.404711	0.224193	
8290000	-129.338928	446	1	1	'0 0 0 0 0 Z 0 0 	D	0.138842	0.138842	0.138842	0.138842	0.138842	0.000000	0.138842	0.138842	0.189332	0.039017	0.276342	0.495309	0.208758	
8291000	-126.047014	950	2	3	'Z 1 1 0 Z Z 0 1 	D	0.000000	0.214904	0.214904	0.116862	0.000000	0.000000	0.116862	0.214904	0.000000	0.260421	0.000000	0.739579	0.388110	
8292000	-130.999919	663	1	1	'0 0 0 Z 0 0 0 0 	D	0.123822	0.123822	0.123822	0.000000	0.123822	0.123822	0.123822	0.123822	0.017694	0.000107	0.938745	0.043454	0.245247	
8293000	-127.058477	49	1	0	'0 0 0 0 0 0 0 0 	I	0.098981	0.098981	0.098981	0.098981	0.098981	0.098981	0.098981	0.098981	0.006452	0.000088	0.980136	0.013324	0.058145	
8294000	-127.931740	176	1	0	'0 0 0 0 0 0 0 0 	I	0.135367	0.135367	0.135367	0.135367	0.135367	0.135367	0.135367	0.135367	0.046734	0.001331	0.925567	0.026368	0.430118	
8295000	-129.586616	394	1	1	'0 0 0 0 0 0 0 Z 	D	0.110789	0.110789	0.110789	0.110789	0.110789	0.110789	0.110789	0.000000	0.027918	0.000180	0.971901	0.000001	0.457297	
8296000	-130.812038	885	1	3	'0 0 0 0 Z Z Z 0 	D	0.208174	0.208174	0.208174	0.208174	0.000000	0.000000	0.000000	0.208174	0.649204	0.350795	0.000000	0.000001	0.285741	
8297000	-129.776829	760	1	1	'0 0 0 0 0 0 0 Z 	D	0.116994	0.116994	0.116994	0.116994	0.116994	0.116994	0.116994	0.000000	0.023360	0.000109	0.976531	0.000000	0.494855	
8298000	-126.795970	292	2	3	'Z 0 0 1 Z Z 1 0 	D	0.000000	0.241275	0.241275	0.099047	0.000000	0.000000	0.099047	0.241275	0.000000	0.274453	0.000000	0.725546	0.126558	
8299000	-129.353145	994	1	1	'0 0 0 0 Z 0 0 0 	D	0.162698	0.162698	0.162698	0.162698	0.000000	0.162698	0.162698	0.162698	0.768992	0.075581	0.095313	0.060115	0.254248	
8300000	-128.391146	738	1	0	'0 0 0 0 0 0 0 0 	I	0.118657	0.118657	0.118657	0.118657	0.118657	0.118657	0.118657	0.118657	0.043647	0.001138	0.930953	0.024262	0.111871	
8301000	-129.441039	414	1	0	'0 0 0 0 0 0 0 0 	I	0.181796	0.181796	0.181796	0.181796	0.181796	0.181796	0.181796	0.181796	0.194462	0.019900	0.712705	0.072933	0.278404	
8302000	-128.893993	759	1	2	'0 0 0 0 Z Z 0 0 	D	0.201597	0.201597	0.201597	0.201597	0.000000	0.000000	0.201597	0.201597	0.345748	0.221279	0.000000	0.432974	0.142597	
8303000	-129.065282	414	1	0	'0 0 0 0 0 0 0 0 	I	0.088063	0.088063	0.088063	0.088063	0.088063	0.088063	0.088063	0.088063	0.013823	0.000233	0.969574	0.016370	0.074296	
8304000	-125.801421	604	2	0	'0 0 1 0 1 0 1 1 	I	0.105280	0.105280	0.122433	0.105280	0.122433	0.105280	0.122433	0.122433	0.016130	0.000251	0.968571	0.015049	0.237845	
8305000	-126.656963	219	2	2	'1 1 0 Z Z 1 0 1 	D	0.142601	0.142601	0.328130	0.000000	0.000000	0.142601	0.328130	0.142601	0.002625	0.000017	0.922071	0.075287	0.187282	
8306000	-130.801686	561	1	3	'0 0 0 0 Z Z Z 0 	D	0.200938	0.200938	0.200938	0.200938	0.000000	0.000000	0.000000	0.200938	0.668893	0.331105	0.000000	0.000001	0.161856	
8307000	-129.220641	357	1	1	'0 0 0 0 0 Z 0 0 	D	0.166372	0.166372	0.166372	0.166372	0.166372	0.000000	0.166372	0.166372	0.169421	0.112055	0.209102	0.509422	0.071191	
8308000	-130.260640	251	1	1	'0 0 0 0 0 Z 0 0 	D	0.259705	0.259705	0.259705	0.259705	0.259705	0.000000	0.259705	0.259705	0.248938	0.252647	0.164254	0.334161	0.299444	
8309000	-127.233056	619	1	1	'0 0 0 0 0 Z 0 0 	D	0.173189	0.173189	0.173189	0.173189	0.173189	0.000000	0.173189	0.173189	0.221002	0.095526	0.237137	0.446335	0.053413	
8310000	-128.437761	559	1	3	'Z 0 0 0 Z Z 0 0 	D	0.000000	0.226384	0.226384	0.226384	0.000000	0.000000	0.226384	0.226384	0.000000	0.365352	0.000000	0.634648	0.182446	
8311000	-130.286358	725	1	2	'0 0 0 0 Z 0 Z 0 	I	0.115075	0.115075	0.115075	0.115075	0.000000	0.115075	0.000000	0.115075	0.966104	0.033883	0.000013	0.000000	0.079602	
8312000	-129.260463	196	1	2	'0 0 0 0 Z 0 Z 0 	I	0.166193	0.166193	0.166193	0.166193	0.000000	0.166193	0.000000	0.166193	0.922887	0.077108	0.000004	0.000000	0.259968	
8313000	-131.807281	557	1	4	'0 0 0 0 Z Z Z Z 	D	0.182066	0.182066	0.182066	0.182066	0.000000	0.000000	0.000000	0.000000	0.987965	0.012035	0.000000	0.000000	0.090668	
8314000	-128.941442	762	1	1	'0 0 0 0 0 0 Z 0 	D	0.134905	0.134905	0.134905	0.134905	0.134905	0.134905	0.000000	0.134905	0.149862	0.006882	0.815586	0.027669	0.328947	
8315000	-128.232789	858	1	2	'0 0 0 0 Z Z 0 0 	D	0.183604	0.183604	0.183604	0.183604	0.000000	0.000000	0.183604	0.183604	0.346449	0.206110	0.000000	0.447441	0.392499	
8316000	-130.184330	555	1	1	'0 0 0 0 0 0 Z 0 	D	0.149459	0.149459	0.149459	0.149459	0.149459	0.149459	0.000000	0.149459	0.221834	0.026090	0.696002	0.056074	0.470683	
8317000	-128.435312	779	1	2	'0 0 0 0 Z Z 0 0 	D	0.218272	0.218272	0.218272	0.218272	0.000000	0.000000	0.218272	0.218272	0.348110	0.221996	0.000000	0.429893	0.142657	
8318000	-128.845770	223	1	3	'Z 0 0 0 Z Z 0 0 	D	0.000000	0.181040	0.181040	0.181040	0.000000	0.000000	0.181040	0.181040	0.000000	0.240797	0.000000	0.759203	0.174399	
8319000	-128.852871	638	1	1	'0 0 0 0 0 0 Z 0 	D	0.113046	0.113046	0.113046	0.113046	0.113046	0.113046	0.000000	0.113046	0.185557	0.008049	0.779269	0.027125	0.094714	
8320000	-128.033041	428	1	3	'Z 0 0 0 Z Z 0 0 	D	0.000000	0.200498	0.200498	0.200498	0.000000	0.000000	0.200498	0.200498	0.000000	0.257966	0.000000	0.742034	0.228267	
8321000	-131.813446	348	1	1	'0 0 0 0 Z 0 0 0 	D	0.216786	0.216786	0.216786	0.216786	0.000000	0.216786	0.216786	0.216786	0.772916	0.081343	0.069470	0.076271	0.405790	
8322000	-129.584602	698	1	0	'0 0 0 0 0 0 0 0 	I	0.187796	0.187796	0.187796	0.187796	0.187796	0.187796	0.187796	0.187796	0.229465	0.021118	0.686259	0.063158	0.165097	
8323000	-128.351051	838	1	2	'0 0 0 0 Z Z 0 0 	D	0.167605	0.167605	0.167605	0.167605	0.000000	0.000000	0.167605	0.167605	0.462433	0.118762	0.000000	0.418804	0.302695	
8324000	-129.751105	165	1	2	'0 0 0 0 Z Z 0 0 	D	0.138659	0.138659	0.138659	0.138659	0.000000	0.000000	0.138659	0.138659	0.563992	0.063268	0.000000	0.372740	0.137651	
8325000	-128.572449	161	1	1	'0 0 0 0 0 Z 0 0 	D	0.116471	0.116471	0.116471	0.116471	0.116471	0.000000	0.116471	0.116471	0.038990	0.009279	0.078451	0.873280	0.192251	
8326000	-128.615530	78	1	2	'0 0 0 0 Z Z 0 0 	D	0.180948	0.180948	0.180948	0.180948	0.000000	0.000000	0.180948	0.180948	0.446723	0.152223	0.000000	0.401054	0.222383	
8327000	-129.154450	437	1	1	'0 0 0 0 0 Z 0 0 	D	0.211581	0.211581	0.211581	0.211581	0.211581	0.000000	0.211581	0.211581	0.215202	0.143448	0.195937	0.445413	0.358183	
8328000	-129.660292	30	1	4	'Z Z 0 0 Z Z 0 0 	D	0.000000	0.000000	0.236209	0.236209	0.000000	0.000000	0.236209	0.236209	0.000000	0.009303	0.000000	0.990697	0.401616	
8329000	-128.875105	6	1	2	'0 0 0 0 Z Z 0 0 	D	0.196211	0.196211	0.196211	0.196211	0.000000	0.000000	0.196211	0.196211	0.382731	0.171957	0.000000	0.445312	0.130327	
8330000	-128.368647	120	1	1	'0 0 0 0 0 Z 0 0 	D	0.197275	0.197275	0.197275	0.197275	0.197275	0.000000	0.197275	0.197275	0.247155	0.125702	0.266171	0.360973	0.468244	
8331000	-129.837038	535	1	2	'0 0 0 0 Z 0 Z 0 	I	0.151582	0.151582	0.151582	0.151582	0.000000	0.151582	0.000000	0.151582	0.886494	0.113498	0.000007	0.000001	0.251684	
8332000	-128.706393	211	1	1	'0 0 0 0 Z 0 0 0 	D	0.168995	0.168995	0.168995	0.168995	0.000000	0.168995	0.168995	0.168995	0.750839	0.046829	0.121342	0.080990	0.458583	
8333000	-128.406927	192	1	0	'0 0 0 0 0 0 0 0 	I	0.108509	0.108509	0.108509	0.108509	0.108509	0.108509	0.108509	0.108509	0.018111	0.000381	0.961292	0.020217	0.127835	
8334000	-132.339585	390	1	4	'Z Z 0 0 Z Z 0 0 	D	0.000000	0.000000	0.238029	0.238029	0.000000	0.000000	0.238029	0.238029	0.000000	0.044743	0.000000	0.955257	0.126912	
8335000	-129.335464	923	1	1	'0 0 0 0 0 0 Z 0 	D	0.143895	0.143895	0.143895	0.143895	0.143895	0.143895	0.000000	0.143895	0.230290	0.019628	0.728724	0.021358	0.334311	
8336000	-128.601159	49	1	3	'0 0 0 0 Z Z Z 0 	D	0.183182	0.183182	0.183182	0.183182	0.000000	0.000000	0.000000	0.183182	0.737148	0.262851	0.000000	0.000001	0.298849	
8337000	-128.233568	122	1	1	'0 0 0 0 0 Z 0 0 	D	0.194452	0.194452	0.194452	0.194452	0.194452	0.000000	0.194452	0.194452	0.249473	0.130566	0.233999	0.385962	0.419400	
8338000	-129.529266	2	1	3	'0 0 0 0 Z Z Z 0 	D	0.170912	0.170912	0.170912	0.170912	0.000000	0.000000	0.000000	0.170912	0.734092	0.265906	0.000000	0.000001	0.113471	
8339000	-130.100510	852	1	2	'0 0 0 0 Z Z 0 0 	D	0.165786	0.165786	0.165786	0.165786	0.000000	0.000000	0.165786	0.165786	0.501839	0.090506	0.000000	0.407655	0.223695	
8340000	-128.763532	188	1	3	'Z 0 0 0 Z Z 0 0 	D	0.000000	0.204697	0.204697	0.204697	0.000000	0.000000	0.204697	0.204697	0.000000	0.312257	0.000000	0.687743	0.455997	
8341000	-128.937513	350	1	1	'0 0 0 0 0 Z 0 0 	D	0.241159	0.241159	0.241159	0.241159	0.241159	0.000000	0.241159	0.241159	0.254143	0.202189	0.192872	0.350796	0.348655	
8342000	-131.216037	12	1	1	'0 0 0 0 0 0 0 Z 	D	0.159624	0.159624	0.159624	0.159624	0.159624	0.159624	0.159624	0.000000	0.169248	0.004576	0.826120	0.000056	0.253178	
8343000	-128.240934	270	1	1	'0 0 0 0 0 Z 0 0 	D	0.147973	0.147973	0.147973	0.147973	0.147973	0.000000	0.147973	0.147973	0.153370	0.038421	0.272475	0.535734	0.113670	
8344000	-127.803347	895	1	2	'0 0 0 0 Z Z 0 0 	D	0.171165	0.171165	0.171165	0.171165	0.000000	0.000000	0.171165	0.171165	0.387124	0.156645	0.000000	0.456231	0.471825	
8345000	-129.547673	215	1	1	'0 0 0 0 0 Z 0 0 	D	0.124973	0.124973	0.124973	0.124973	0.124973	0.000000	0.124973	0.124973	0.159215	0.031171	0.378792	0.430823	0.171428	
8346000	-128.178260	638	1	1	'0 0 0 0 0 Z 0 0 	D	0.195573	0.195573	0.195573	0.195573	0.195573	0.000000	0.195573	0.195573	0.250843	0.126385	0.288616	0.334156	0.110697	
8347000	-130.875946	401	1	3	'0 0 0 0 Z Z 0 Z 	D	0.179230	0.179230	0.179230	0.179230	0.000000	0.000000	0.179230	0.000000	0.986913	0.013030	0.000000	0.000057	0.238241	
8348000	-131.312938	361	1	2	'0 0 0 0 0 Z 0 Z 	D	0.198051	0.198051	0.198051	0.198051	0.198051	0.000000	0.198051	0.000000	0.375915	0.027554	0.595766	0.000765	0.340184	
8349000	-128.522581	215	1	1	'0 0 0 0 0 Z 0 0 	D	0.200129	0.200129	0.200129	0.200129	0.200129	0.000000	0.200129	0.200129	0.258891	0.125851	0.277201	0.338056	0.118496	
8350000	-128.950014	471	1	1	'0 0 0 0 0 Z 0 0 	D	0.165836	0.165836	0.165836	0.165836	0.165836	0.000000	0.165836	0.165836	0.203055	0.061477	0.288986	0.446482	0.031546	
8351000	-127.569199	907	1	3	'Z 0 0 0 Z Z 0 0 	D	0.000000	0.225215	0.225215	0.225215	0.000000	0.000000	0.225215	0.225215	0.000000	0.329451	0.000000	0.670549	0.420045	
8352000	-133.476571	48	1	4	'Z 0 0 0 Z Z Z 0 	I	0.000000	0.229553	0.229553	0.229553	0.000000	0.000000	0.000000	0.229553	0.000000	0.999998	0.000000	0.000002	0.456185	
8353000	-129.846224	930	1	3	'Z 0 0 0 Z Z 0 0 	D	0.000000	0.244262	0.244262	0.244262	0.000000	0.000000	0.244262	0.244262	0.000000	0.383437	0.000000	0.616563	0.446304	
8354000	-128.584667	264	1	0	'0 0 0 0 0 0 0 0 	I	0.121746	0.121746	0.121746	0.121746	0.121746	0.121746	0.121746	0.121746	0.030428	0.000929	0.939958	0.028685	0.266257	
8355000	-128.398882	130	1	3	'0 0 0 0 Z Z Z 0 	D	0.163248	0.163248	0.163248	0.163248	0.000000	0.000000	0.000000	0.163248	0.594280	0.405718	0.000000	0.000001	0.090352	
8356000	-129.888198	872	1	3	'0 0 0 0 Z Z Z 0 	D	0.137292	0.137292	0.137292	0.137292	0.000000	0.000000	0.000000	0.137292	0.873657	0.126341	0.000000	0.000002	0.054069	
8357000	-127.769434	319	1	0	'0 0 0 0 0 0 0 0 	I	0.146633	0.146633	0.146633	0.146633	0.146633	0.146633	0.146633	0.146633	0.084504	0.004958	0.860074	0.050464	0.195098	
8358000	-129.505833	19	1	1	'0 0 0 0 Z 0 0 0 	D	0.130347	0.130347	0.130347	0.130347	0.000000	0.130347	0.130347	0.130347	0.832527	0.025716	0.097035	0.044722	0.327490	
8359000	-128.894198	223	1	1	'0 0 0 0 0 Z 0 0 	D	0.235077	0.235077	0.235077	0.235077	0.235077	0.000000	0.235077	0.235077	0.233597	0.193448	0.194471	0.378484	0.303356	
8360000	-127.830954	619	1	2	'0 0 0 0 Z Z 0 0 	D	0.164658	0.164658	0.164658	0.164658	0.000000	0.000000	0.164658	0.164658	0.492815	0.161344	0.000000	0.345841	0.174299	
8361000	-128.429566	525	1	0	'0 0 0 0 0 0 0 0 	I	0.157605	0.157605	0.157605	0.157605	0.157605	0.157605	0.157605	0.157605	0.149110	0.014080	0.764609	0.072201	0.266257	
8362000	-127.585849	683	1	3	'Z 0 0 0 Z Z 0 0 	D	0.000000	0.202979	0.202979	0.202979	0.000000	0.000000	0.202979	0.202979	0.000000	0.284662	0.000000	0.715338	0.366820	
8363000	-127.879637	238	1	0	'0 0 0 0 0 0 0 0 	I	0.153239	0.153239	0.153239	0.153239	0.153239	0.153239	0.153239	0.153239	0.095342	0.004244	0.862044	0.038370	0.174267	
8364000	-129.123081	445	1	3	'0 0 0 0 Z Z Z 0 	D	0.204714	0.204714	0.204714	0.204714	0.000000	0.000000	0.000000	0.204714	0.682035	0.317964	0.000000	0.000001	0.227570	
8365000	-128.021097	145	1	0	'0 0 0 0 0 0 0 0 	I	0.150648	0.150648	0.150648	0.150648	0.150648	0.150648	0.150648	0.150648	0.126570	0.006206	0.826689	0.040535	0.088117	
8366000	-129.279470	491	1	3	'Z 0 0 0 Z Z 0 0 	D	0.000000	0.195687	0.195687	0.195687	0.000000	0.000000	0.195687	0.195687	0.000000	0.289394	0.000000	0.710606	0.276273	
8367000	-130.700709	25	1	2	'Z 0 0 0 0 Z 0 0 	I	0.000000	0.157257	0.157257	0.157257	0.157257	0.000000	0.157257	0.157257	0.000000	0.129813	0.000000	0.870187	0.356195	
8368000	-127.189439	63	1	0	'0 0 0 0 0 0 0 0 	I	0.111777	0.111777	0.111777	0.111777	0.111777	0.111777	0.111777	0.111777	0.018629	0.000312	0.964891	0.016168	0.411296	
8369000	-128.063412	446	1	0	'0 0 0 0 0 0 0 0 	I	0.139970	0.139970	0.139970	0.139970	0.139970	0.139970	0.139970	0.139970	0.077668	0.004478	0.867815	0.050038	0.077562	
8370000	-128.361021	811	1	1	'0 0 0 0 0 Z 0 0 	D	0.152488	0.152488	0.152488	0.152488	0.152488	0.000000	0.152488	0.152488	0.170196	0.057271	0.284879	0.487654	0.241471	
8371000	-130.262391	167	1	1	'0 0 0 0 0 0 Z 0 	D	0.171329	0.171329	0.171329	0.171329	0.171329	0.171329	0.000000	0.171329	0.260264	0.042392	0.605111	0.092233	0.323835	
8372000	-127.361029	111	1	1	'0 0 0 0 0 Z 0 0 	D	0.173426	0.173426	0.173426	0.173426	0.173426	0.000000	0.173426	0.173426	0.245846	0.088405	0.296523	0.369226	0.420253	
8373000	-127.640580	339	1	1	'0 0 0 0 Z 0 0 0 	D	0.174136	0.174136	0.174136	0.174136	0.000000	0.174136	0.174136	0.174136	0.816462	0.069365	0.046106	0.068067	0.391189	
8374000	-128.335997	323	1	1	'0 0 0 0 0 Z 0 0 	D	0.148483	0.148483	0.148483	0.148483	0.148483	0.000000	0.148483	0.148483	0.210333	0.039230	0.293462	0.456975	0.297460	
8375000	-129.205835	826	1	1	'0 0 0 0 Z 0 0 0 	D	0.127473	0.127473	0.127473	0.127473	0.000000	0.127473	0.127473	0.127473	0.781629	0.025677	0.130237	0.062457	0.323188	
8376000	-130.125936	137	1	1	'0 0 0 Z 0 0 0 0 	D	0.121014	0.121014	0.121014	0.000000	0.121014	0.121014	0.121014	0.121014	0.006419	0.000010	0.959634	0.033937	0.114550	
8377000	-130.090854	569	1	1	'0 0 0 0 0 0 Z 0 	D	0.164907	0.164907	0.164907	0.164907	0.164907	0.164907	0.000000	0.164907	0.269628	0.049718	0.579459	0.101195	0.314386	
8378000	-128.149752	416	1	0	'0 0 0 0 0 0 0 0 	I	0.105058	0.105058	0.105058	0.105058	0.105058	0.105058	0.105058	0.105058	0.013626	0.000284	0.965933	0.020156	0.053102	
8379000	-128.808454	628	1	1	'0 0 0 0 0 0 Z 0 	D	0.137994	0.137994	0.137994	0.137994	0.137994	0.137994	0.000000	0.137994	0.174373	0.009345	0.789444	0.026837	0.102967	
8380000	-130.037947	271	1	2	'0 0 0 0 Z Z 0 0 	D	0.231696	0.231696	0.231696	0.231696	0.000000	0.000000	0.231696	0.231696	0.360190	0.250834	0.000000	0.388976	0.177183	
8381000	-128.155192	360	1	0	'0 0 0 0 0 0 0 0 	I	0.158403	0.158403	0.158403	0.158403	0.158403	0.158403	0.158403	0.158403	0.119030	0.010123	0.802587	0.068260	0.387045	
8382000	-129.674612	574	1	2	'0 0 0 Z Z 0 0 0 	D	0.222371	0.222371	0.222371	0.000000	0.000000	0.222371	0.222371	0.222371	0.046416	0.000850	0.752909	0.199825	0.167417	
8383000	-130.960671	205	1	1	'0 0 0 0 0 0 Z 0 	D	0.147902	0.147902	0.147902	0.147902	0.147902	0.147902	0.000000	0.147902	0.211034	0.024382	0.694884	0.069700	0.392549	
8384000	-128.661319	421	1	3	'0 0 0 0 Z Z Z 0 	D	0.156320	0.156320	0.156320	0.156320	0.000000	0.000000	0.000000	0.156320	0.748497	0.251501	0.000000	0.000002	0.333648	
8385000	-129.026535	193	1	0	'0 0 0 0 0 0 0 0 	I	0.165900	0.165900	0.165900	0.165900	0.165900	0.165900	0.165900	0.165900	0.145968	0.010490	0.786984	0.056557	0.259901	
8386000	-128.028853	574	1	1	'0 0 0 Z 0 0 0 0 	D	0.164193	0.164193	0.164193	0.000000	0.164193	0.164193	0.164193	0.164193	0.022495	0.000175	0.925648	0.051681	0.310322	
8387000	-130.905990	299	1	3	'0 0 0 0 Z Z 0 Z 	D	0.175429	0.175429	0.175429	0.175429	0.000000	0.000000	0.175429	0.000000	0.966140	0.033399	0.000000	0.000461	0.146087	
8388000	-128.944042	533	1	1	'0 0 0 0 0 Z 0 0 	D	0.179337	0.179337	0.179337	0.179337	0.179337	0.000000	0.179337	0.179337	0.194100	0.103427	0.239644	0.462829	0.366367	
8389000	-129.338829	599	1	1	'0 0 0 0 0 0 Z 0 	D	0.153890	0.153890	0.153890	0.153890	0.153890	0.153890	0.000000	0.153890	0.203628	0.020800	0.709978	0.065594	0.086917	
8390000	-127.415494	196	1	0	'0 0 0 0 0 0 0 0 	I	0.103905	0.103905	0.103905	0.103905	0.103905	0.103905	0.103905	0.103905	0.021372	0.000523	0.954744	0.023361	0.374952	
8391000	-131.873958	330	1	1	'0 0 0 0 Z 0 0 0 	D	0.216484	0.216484	0.216484	0.216484	0.000000	0.216484	0.216484	0.216484	0.765329	0.102814	0.061366	0.070491	0.459461	
8392000	-127.622968	659	1	1	'0 0 0 0 0 Z 0 0 	D	0.183001	0.183001	0.183001	0.183001	0.183001	0.000000	0.183001	0.183001	0.218069	0.144620	0.245401	0.391910	0.113932	
