Options:
Model:                           Discrete: Dependent
Tree File Name:                  an.treeS_hh_new.nex
Data File Name:                  hh_pol.bin3.txt
Log File Name:                   DEP_pol3.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            1503661017
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      10100000
Burn in:                         100000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Zero Rates:                      Yes
Schedule File:                   DEP_pol3.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     8
Base frequency (PI's):           None
Pis used in ancestral state estimation:      Yes
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Restrictions:
    q12                          RJ MCMC
    q13                          RJ MCMC
    q21                          RJ MCMC
    q24                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q42                          RJ MCMC
    q43                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - Hyper Prior exp (0.00,0.50) 
Tree Information
     Trees:                      1000
     Taxa:                       120
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	Dep / InDep	q12	q13	q21	q24	q31	q34	q42	q43	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	RJRates - Mean	
1498000	-119.950004	252	1	2	'0 0 0 0 0 Z 0 Z 	D	0.179609	0.179609	0.179609	0.179609	0.179609	0.000000	0.179609	0.000000	0.070897	0.000058	0.929045	0.000000	0.341254	
1499000	-114.569673	394	1	1	'0 0 0 0 0 Z 0 0 	D	0.130763	0.130763	0.130763	0.130763	0.130763	0.000000	0.130763	0.130763	0.068361	0.001591	0.912663	0.017385	0.276834	
1500000	-116.163245	613	1	1	'0 0 0 0 0 Z 0 0 	D	0.169867	0.169867	0.169867	0.169867	0.169867	0.000000	0.169867	0.169867	0.096868	0.001739	0.889310	0.012082	0.159795	
1501000	-116.191040	714	1	1	'0 0 0 0 0 Z 0 0 	D	0.149985	0.149985	0.149985	0.149985	0.149985	0.000000	0.149985	0.149985	0.083139	0.001845	0.900640	0.014376	0.098315	
1502000	-115.803815	379	1	1	'0 0 0 0 0 Z 0 0 	D	0.142950	0.142950	0.142950	0.142950	0.142950	0.000000	0.142950	0.142950	0.068642	0.000659	0.924847	0.005852	0.073046	
1503000	-117.680395	742	1	2	'0 0 0 0 Z Z 0 0 	D	0.140143	0.140143	0.140143	0.140143	0.000000	0.000000	0.140143	0.140143	0.964770	0.024888	0.000028	0.010314	0.267188	
1504000	-114.569858	293	1	1	'0 0 0 0 0 Z 0 0 	D	0.149902	0.149902	0.149902	0.149902	0.149902	0.000000	0.149902	0.149902	0.066647	0.000575	0.928263	0.004515	0.075986	
1505000	-116.380702	274	1	3	'0 0 0 0 Z Z Z 0 	D	0.127842	0.127842	0.127842	0.127842	0.000000	0.000000	0.000000	0.127842	0.990226	0.009760	0.000014	0.000000	0.337805	
1506000	-114.625903	507	1	1	'0 0 0 0 0 Z 0 0 	D	0.154723	0.154723	0.154723	0.154723	0.154723	0.000000	0.154723	0.154723	0.317063	0.002100	0.675988	0.004849	0.163550	
1507000	-117.853616	814	1	1	'0 0 0 0 0 Z 0 0 	D	0.172379	0.172379	0.172379	0.172379	0.172379	0.000000	0.172379	0.172379	0.136379	0.008050	0.815126	0.040445	0.304493	
1508000	-114.103174	660	1	2	'0 0 0 0 Z Z 0 0 	D	0.134826	0.134826	0.134826	0.134826	0.000000	0.000000	0.134826	0.134826	0.948415	0.029608	0.000001	0.021976	0.102933	
1509000	-116.884416	556	1	1	'0 0 0 0 0 Z 0 0 	D	0.149338	0.149338	0.149338	0.149338	0.149338	0.000000	0.149338	0.149338	0.088206	0.002600	0.889519	0.019675	0.115233	
1510000	-116.784289	63	1	3	'0 0 0 0 Z Z Z 0 	D	0.132182	0.132182	0.132182	0.132182	0.000000	0.000000	0.000000	0.132182	0.995550	0.004421	0.000028	0.000000	0.163620	
1511000	-113.666749	661	1	2	'0 0 0 0 Z Z 0 0 	D	0.151668	0.151668	0.151668	0.151668	0.000000	0.000000	0.151668	0.151668	0.955625	0.024175	0.000001	0.020198	0.453121	
1512000	-115.762714	147	1	1	'0 0 0 0 0 Z 0 0 	D	0.149548	0.149548	0.149548	0.149548	0.149548	0.000000	0.149548	0.149548	0.147408	0.001289	0.845432	0.005872	0.253726	
1513000	-119.423786	962	1	1	'0 0 0 0 0 Z 0 0 	D	0.202073	0.202073	0.202073	0.202073	0.202073	0.000000	0.202073	0.202073	0.147855	0.004929	0.829745	0.017471	0.148957	
1514000	-117.947422	428	1	2	'0 0 Z 0 0 Z 0 0 	D	0.124901	0.124901	0.000000	0.124901	0.124901	0.000000	0.124901	0.124901	0.029267	0.000052	0.959049	0.011633	0.105972	
1515000	-116.254806	304	1	1	'0 0 0 0 0 Z 0 0 	D	0.105580	0.105580	0.105580	0.105580	0.105580	0.000000	0.105580	0.105580	0.049608	0.001851	0.918613	0.029928	0.291721	
1516000	-118.004431	826	1	2	'0 0 0 0 Z Z 0 0 	D	0.172352	0.172352	0.172352	0.172352	0.000000	0.000000	0.172352	0.172352	0.951013	0.031087	0.000007	0.017893	0.167056	
1517000	-116.142814	520	1	1	'0 0 0 0 0 Z 0 0 	D	0.108259	0.108259	0.108259	0.108259	0.108259	0.000000	0.108259	0.108259	0.085361	0.001127	0.902990	0.010522	0.440619	
1518000	-120.601295	85	1	1	'0 0 Z 0 0 0 0 0 	D	0.104416	0.104416	0.000000	0.104416	0.104416	0.104416	0.104416	0.104416	0.006795	0.000005	0.988885	0.004315	0.416629	
1519000	-114.870903	660	1	1	'0 0 0 0 0 Z 0 0 	D	0.117116	0.117116	0.117116	0.117116	0.117116	0.000000	0.117116	0.117116	0.347286	0.008474	0.630259	0.013981	0.395827	
1520000	-119.936471	652	1	3	'0 0 0 0 0 Z Z Z 	D	0.103341	0.103341	0.103341	0.103341	0.103341	0.000000	0.000000	0.000000	0.023816	0.000066	0.976119	0.000000	0.222346	
1521000	-116.754756	784	1	3	'0 0 0 0 Z Z Z 0 	D	0.138298	0.138298	0.138298	0.138298	0.000000	0.000000	0.000000	0.138298	0.991907	0.008056	0.000037	0.000000	0.200616	
1522000	-116.279004	700	1	1	'0 0 0 0 0 Z 0 0 	D	0.116304	0.116304	0.116304	0.116304	0.116304	0.000000	0.116304	0.116304	0.049454	0.000408	0.943808	0.006330	0.452454	
1523000	-117.182414	380	1	2	'0 0 Z 0 0 Z 0 0 	D	0.101851	0.101851	0.000000	0.101851	0.101851	0.000000	0.101851	0.101851	0.031202	0.000095	0.952646	0.016056	0.242396	
1524000	-120.872480	402	1	1	'0 0 0 0 0 Z 0 0 	D	0.226116	0.226116	0.226116	0.226116	0.226116	0.000000	0.226116	0.226116	0.204127	0.011079	0.755594	0.029200	0.293851	
1525000	-116.533541	306	1	1	'0 0 0 0 0 Z 0 0 	D	0.181424	0.181424	0.181424	0.181424	0.181424	0.000000	0.181424	0.181424	0.130282	0.002784	0.854874	0.012060	0.135272	
1526000	-113.390282	661	1	3	'0 0 0 0 Z Z Z 0 	D	0.116575	0.116575	0.116575	0.116575	0.000000	0.000000	0.000000	0.116575	0.985125	0.014874	0.000002	0.000000	0.460341	
1527000	-117.327103	9	1	1	'0 0 0 0 0 Z 0 0 	D	0.186028	0.186028	0.186028	0.186028	0.186028	0.000000	0.186028	0.186028	0.124046	0.002111	0.864632	0.009210	0.250244	
1528000	-116.046835	365	1	1	'0 0 0 0 0 Z 0 0 	D	0.110706	0.110706	0.110706	0.110706	0.110706	0.000000	0.110706	0.110706	0.043366	0.001058	0.936200	0.019376	0.368985	
1529000	-114.734565	518	1	1	'0 0 0 0 0 Z 0 0 	D	0.132522	0.132522	0.132522	0.132522	0.132522	0.000000	0.132522	0.132522	0.089373	0.000532	0.905835	0.004260	0.196013	
1530000	-116.971965	357	1	1	'0 0 0 0 0 Z 0 0 	D	0.154582	0.154582	0.154582	0.154582	0.154582	0.000000	0.154582	0.154582	0.125516	0.010276	0.809266	0.054941	0.333125	
1531000	-119.347930	623	1	2	'0 0 0 0 0 Z 0 Z 	D	0.135327	0.135327	0.135327	0.135327	0.135327	0.000000	0.135327	0.000000	0.095573	0.003044	0.901329	0.000054	0.322817	
1532000	-115.288918	418	1	3	'0 0 0 0 Z Z Z 0 	D	0.126087	0.126087	0.126087	0.126087	0.000000	0.000000	0.000000	0.126087	0.988573	0.011425	0.000002	0.000000	0.066124	
1533000	-117.501793	315	1	3	'0 0 0 0 Z Z Z 0 	D	0.169416	0.169416	0.169416	0.169416	0.000000	0.000000	0.000000	0.169416	0.984739	0.015251	0.000010	0.000000	0.286976	
1534000	-118.578459	733	1	3	'0 0 0 0 Z Z Z 0 	D	0.162600	0.162600	0.162600	0.162600	0.000000	0.000000	0.000000	0.162600	0.967842	0.032137	0.000020	0.000000	0.488063	
1535000	-116.186901	51	1	1	'0 0 0 0 0 Z 0 0 	D	0.159283	0.159283	0.159283	0.159283	0.159283	0.000000	0.159283	0.159283	0.137518	0.015213	0.775038	0.072231	0.489871	
1536000	-116.040423	605	1	2	'0 0 0 0 Z Z 0 0 	D	0.145042	0.145042	0.145042	0.145042	0.000000	0.000000	0.145042	0.145042	0.959289	0.022057	0.000001	0.018653	0.156606	
1537000	-116.660981	565	1	1	'0 0 0 0 0 Z 0 0 	D	0.166063	0.166063	0.166063	0.166063	0.166063	0.000000	0.166063	0.166063	0.202482	0.003760	0.782120	0.011638	0.078228	
1538000	-114.112218	411	1	3	'0 0 0 0 Z Z Z 0 	D	0.141346	0.141346	0.141346	0.141346	0.000000	0.000000	0.000000	0.141346	0.990869	0.009128	0.000003	0.000000	0.200805	
1539000	-115.328930	202	1	1	'0 0 0 0 0 Z 0 0 	D	0.112677	0.112677	0.112677	0.112677	0.112677	0.000000	0.112677	0.112677	0.031095	0.000132	0.965580	0.003193	0.314628	
1540000	-117.819886	717	1	3	'0 0 0 0 Z Z Z 0 	D	0.149921	0.149921	0.149921	0.149921	0.000000	0.000000	0.000000	0.149921	0.978369	0.021601	0.000029	0.000000	0.337659	
1541000	-118.038030	480	1	1	'0 0 0 0 0 Z 0 0 	D	0.170663	0.170663	0.170663	0.170663	0.170663	0.000000	0.170663	0.170663	0.126164	0.009629	0.814455	0.049752	0.298788	
1542000	-116.351263	133	2	2	'1 1 0 1 Z Z 0 1 	D	0.173786	0.173786	0.374810	0.173786	0.000000	0.000000	0.374810	0.173786	0.884292	0.057788	0.000008	0.057912	0.328098	
1543000	-115.768899	254	1	3	'0 0 0 0 Z Z Z 0 	D	0.143485	0.143485	0.143485	0.143485	0.000000	0.000000	0.000000	0.143485	0.976654	0.023344	0.000002	0.000000	0.382741	
1544000	-120.355805	90	1	4	'0 0 Z 0 Z Z Z 0 	D	0.161829	0.161829	0.000000	0.161829	0.000000	0.000000	0.000000	0.161829	0.999995	0.000000	0.000005	0.000000	0.179714	
1545000	-115.489142	942	1	1	'0 0 0 0 0 Z 0 0 	D	0.158430	0.158430	0.158430	0.158430	0.158430	0.000000	0.158430	0.158430	0.098750	0.001963	0.886363	0.012924	0.089449	
1546000	-115.261020	660	1	1	'0 0 0 0 0 Z 0 0 	D	0.105442	0.105442	0.105442	0.105442	0.105442	0.000000	0.105442	0.105442	0.353850	0.006908	0.627996	0.011246	0.136810	
1547000	-118.023398	323	1	3	'0 0 0 0 0 Z Z Z 	D	0.155674	0.155674	0.155674	0.155674	0.155674	0.000000	0.000000	0.000000	0.077416	0.000067	0.922517	0.000000	0.106888	
1548000	-118.000414	562	1	1	'0 0 0 0 0 Z 0 0 	D	0.111998	0.111998	0.111998	0.111998	0.111998	0.000000	0.111998	0.111998	0.033033	0.000434	0.955717	0.010816	0.240224	
1549000	-114.449310	293	1	1	'0 0 0 0 0 Z 0 0 	D	0.124680	0.124680	0.124680	0.124680	0.124680	0.000000	0.124680	0.124680	0.038436	0.000127	0.959589	0.001848	0.281962	
1550000	-115.862729	868	1	1	'0 0 0 0 0 Z 0 0 	D	0.154155	0.154155	0.154155	0.154155	0.154155	0.000000	0.154155	0.154155	0.104383	0.004737	0.858632	0.032248	0.112513	
1551000	-115.313718	850	1	1	'0 0 0 0 0 Z 0 0 	D	0.144917	0.144917	0.144917	0.144917	0.144917	0.000000	0.144917	0.144917	0.094013	0.002446	0.884276	0.019266	0.216097	
1552000	-122.644778	139	1	3	'0 0 0 0 Z Z Z 0 	D	0.233429	0.233429	0.233429	0.233429	0.000000	0.000000	0.000000	0.233429	0.889085	0.110910	0.000005	0.000000	0.272492	
1553000	-120.045138	618	1	2	'0 0 Z 0 0 Z 0 0 	D	0.179455	0.179455	0.000000	0.179455	0.179455	0.000000	0.179455	0.179455	0.089367	0.000187	0.890172	0.020275	0.088405	
1554000	-119.355502	166	1	3	'0 0 0 0 0 Z Z Z 	D	0.165369	0.165369	0.165369	0.165369	0.165369	0.000000	0.000000	0.000000	0.096281	0.001716	0.902003	0.000000	0.403992	
1555000	-114.937806	256	1	3	'0 0 0 0 Z Z Z 0 	D	0.109299	0.109299	0.109299	0.109299	0.000000	0.000000	0.000000	0.109299	0.977065	0.022934	0.000002	0.000000	0.271610	
1556000	-119.863572	840	1	2	'0 0 0 0 0 Z 0 Z 	D	0.158439	0.158439	0.158439	0.158439	0.158439	0.000000	0.158439	0.000000	0.069063	0.000890	0.930042	0.000006	0.086873	
1557000	-117.766871	792	1	3	'0 0 0 0 Z Z Z 0 	D	0.153930	0.153930	0.153930	0.153930	0.000000	0.000000	0.000000	0.153930	0.981023	0.018961	0.000016	0.000000	0.069544	
1558000	-115.971084	54	1	1	'0 0 0 0 0 Z 0 0 	D	0.113921	0.113921	0.113921	0.113921	0.113921	0.000000	0.113921	0.113921	0.032218	0.000139	0.964633	0.003010	0.369633	
1559000	-116.495366	81	1	1	'0 0 0 0 0 Z 0 0 	D	0.105762	0.105762	0.105762	0.105762	0.105762	0.000000	0.105762	0.105762	0.033215	0.000477	0.954336	0.011972	0.245050	
1560000	-118.313383	512	1	1	'0 0 0 0 0 Z 0 0 	D	0.078210	0.078210	0.078210	0.078210	0.078210	0.000000	0.078210	0.078210	0.008095	0.000027	0.989035	0.002843	0.166579	
1561000	-118.204745	364	1	2	'0 0 Z 0 0 Z 0 0 	D	0.116690	0.116690	0.000000	0.116690	0.116690	0.000000	0.116690	0.116690	0.100992	0.000001	0.897053	0.001954	0.064291	
1562000	-115.366835	367	1	1	'0 0 0 0 0 Z 0 0 	D	0.150545	0.150545	0.150545	0.150545	0.150545	0.000000	0.150545	0.150545	0.092467	0.000905	0.900406	0.006221	0.209612	
1563000	-114.800705	96	1	1	'0 0 0 0 0 Z 0 0 	D	0.150937	0.150937	0.150937	0.150937	0.150937	0.000000	0.150937	0.150937	0.088699	0.002390	0.891046	0.017865	0.270398	
1564000	-116.696162	668	1	1	'0 0 0 0 0 Z 0 0 	D	0.170183	0.170183	0.170183	0.170183	0.170183	0.000000	0.170183	0.170183	0.100209	0.001806	0.886421	0.011564	0.464643	
1565000	-115.820585	365	1	1	'0 0 0 0 0 Z 0 0 	D	0.146439	0.146439	0.146439	0.146439	0.146439	0.000000	0.146439	0.146439	0.090660	0.004222	0.872043	0.033075	0.248479	
1566000	-116.717045	894	1	3	'0 0 0 0 Z Z Z 0 	D	0.106359	0.106359	0.106359	0.106359	0.000000	0.000000	0.000000	0.106359	0.992446	0.007551	0.000003	0.000000	0.155597	
1567000	-117.830217	372	1	1	'0 0 0 0 0 Z 0 0 	D	0.187648	0.187648	0.187648	0.187648	0.187648	0.000000	0.187648	0.187648	0.140455	0.002983	0.844672	0.011889	0.351630	
1568000	-119.214413	144	1	2	'0 0 0 0 Z Z 0 0 	D	0.113471	0.113471	0.113471	0.113471	0.000000	0.000000	0.113471	0.113471	0.994068	0.001026	0.000045	0.004861	0.464365	
1569000	-119.421439	774	1	2	'0 0 0 0 Z Z 0 0 	D	0.186707	0.186707	0.186707	0.186707	0.000000	0.000000	0.186707	0.186707	0.930613	0.048716	0.000012	0.020659	0.244430	
1570000	-114.654169	333	1	3	'0 0 0 0 Z Z Z 0 	D	0.153205	0.153205	0.153205	0.153205	0.000000	0.000000	0.000000	0.153205	0.975597	0.024400	0.000003	0.000000	0.246711	
1571000	-118.361312	389	1	2	'0 0 0 0 Z Z 0 0 	D	0.167078	0.167078	0.167078	0.167078	0.000000	0.000000	0.167078	0.167078	0.983117	0.007775	0.000016	0.009092	0.123072	
1572000	-116.538575	209	1	1	'0 0 0 0 0 Z 0 0 	D	0.124867	0.124867	0.124867	0.124867	0.124867	0.000000	0.124867	0.124867	0.062569	0.000802	0.927269	0.009360	0.271369	
1573000	-117.276346	703	1	1	'0 0 0 0 0 Z 0 0 	D	0.181275	0.181275	0.181275	0.181275	0.181275	0.000000	0.181275	0.181275	0.134646	0.007986	0.819131	0.038237	0.315319	
1574000	-118.448667	68	1	2	'0 0 Z 0 0 Z 0 0 	D	0.140763	0.140763	0.000000	0.140763	0.140763	0.000000	0.140763	0.140763	0.053480	0.000145	0.927669	0.018707	0.294267	
1575000	-117.778386	821	1	2	'0 0 0 0 0 Z 0 Z 	D	0.142476	0.142476	0.142476	0.142476	0.142476	0.000000	0.142476	0.000000	0.065665	0.000302	0.934033	0.000001	0.098743	
1576000	-117.089809	565	1	1	'0 0 0 0 0 Z 0 0 	D	0.100170	0.100170	0.100170	0.100170	0.100170	0.000000	0.100170	0.100170	0.137147	0.000477	0.859760	0.002616	0.410716	
1577000	-115.055418	333	1	2	'0 0 0 0 Z Z 0 0 	D	0.158419	0.158419	0.158419	0.158419	0.000000	0.000000	0.158419	0.158419	0.952893	0.022528	0.000003	0.024576	0.269253	
1578000	-115.943397	133	1	1	'0 0 0 0 0 Z 0 0 	D	0.139440	0.139440	0.139440	0.139440	0.139440	0.000000	0.139440	0.139440	0.074329	0.000688	0.919156	0.005827	0.395961	
1579000	-115.494617	350	1	1	'0 0 0 0 0 Z 0 0 	D	0.109830	0.109830	0.109830	0.109830	0.109830	0.000000	0.109830	0.109830	0.031313	0.000278	0.961563	0.006846	0.288868	
1580000	-123.401193	341	1	2	'0 0 0 0 Z 0 Z 0 	I	0.153724	0.153724	0.153724	0.153724	0.000000	0.153724	0.000000	0.153724	0.957615	0.042379	0.000006	0.000000	0.280130	
1581000	-115.100329	687	1	3	'0 0 0 0 Z Z Z 0 	D	0.130875	0.130875	0.130875	0.130875	0.000000	0.000000	0.000000	0.130875	0.995206	0.004784	0.000009	0.000000	0.127184	
1582000	-113.704392	266	1	1	'0 0 0 0 0 Z 0 0 	D	0.146627	0.146627	0.146627	0.146627	0.146627	0.000000	0.146627	0.146627	0.117189	0.010638	0.809672	0.062501	0.463587	
1583000	-118.234717	545	1	2	'0 0 0 0 Z Z 0 0 	D	0.120948	0.120948	0.120948	0.120948	0.000000	0.000000	0.120948	0.120948	0.960087	0.032131	0.000030	0.007753	0.269179	
1584000	-117.556949	886	1	1	'0 0 0 0 0 Z 0 0 	D	0.145940	0.145940	0.145940	0.145940	0.145940	0.000000	0.145940	0.145940	0.078935	0.002612	0.893985	0.024468	0.226943	
1585000	-117.362345	534	1	1	'0 0 0 0 0 Z 0 0 	D	0.096073	0.096073	0.096073	0.096073	0.096073	0.000000	0.096073	0.096073	0.017264	0.000049	0.980674	0.002012	0.135891	
1586000	-115.469055	958	1	1	'0 0 0 0 0 Z 0 0 	D	0.126140	0.126140	0.126140	0.126140	0.126140	0.000000	0.126140	0.126140	0.061674	0.001923	0.911837	0.024566	0.102167	
1587000	-116.976148	707	1	1	'0 0 0 0 0 Z 0 0 	D	0.090619	0.090619	0.090619	0.090619	0.090619	0.000000	0.090619	0.090619	0.013596	0.000038	0.983988	0.002377	0.197644	
1588000	-118.289435	979	1	1	'0 0 0 0 0 Z 0 0 	D	0.110616	0.110616	0.110616	0.110616	0.110616	0.000000	0.110616	0.110616	0.050292	0.000128	0.947678	0.001903	0.094555	
1589000	-116.420251	166	1	1	'0 0 0 0 0 Z 0 0 	D	0.153215	0.153215	0.153215	0.153215	0.153215	0.000000	0.153215	0.153215	0.109929	0.004897	0.853481	0.031692	0.070329	
1590000	-114.999139	333	1	2	'0 0 0 0 Z Z 0 0 	D	0.112448	0.112448	0.112448	0.112448	0.000000	0.000000	0.112448	0.112448	0.978382	0.009671	0.000004	0.011943	0.079765	
1591000	-117.062266	868	1	3	'0 0 0 0 Z Z Z 0 	D	0.143097	0.143097	0.143097	0.143097	0.000000	0.000000	0.000000	0.143097	0.962891	0.037077	0.000031	0.000001	0.289865	
1592000	-117.656107	278	1	1	'0 0 0 0 0 Z 0 0 	D	0.124525	0.124525	0.124525	0.124525	0.124525	0.000000	0.124525	0.124525	0.054057	0.000291	0.941933	0.003720	0.117954	
1593000	-116.831360	882	1	1	'0 0 0 0 0 Z 0 0 	D	0.138215	0.138215	0.138215	0.138215	0.138215	0.000000	0.138215	0.138215	0.058649	0.000944	0.928755	0.011652	0.288341	
1594000	-118.142923	909	1	1	'0 0 0 0 0 Z 0 0 	D	0.097028	0.097028	0.097028	0.097028	0.097028	0.000000	0.097028	0.097028	0.032225	0.000024	0.967152	0.000599	0.376285	
1595000	-114.105040	336	1	1	'0 0 0 0 0 Z 0 0 	D	0.125305	0.125305	0.125305	0.125305	0.125305	0.000000	0.125305	0.125305	0.463090	0.002446	0.531764	0.002700	0.072236	
1596000	-118.493755	897	1	1	'0 0 0 0 0 Z 0 0 	D	0.103038	0.103038	0.103038	0.103038	0.103038	0.000000	0.103038	0.103038	0.042361	0.000854	0.940055	0.016729	0.047177	
1597000	-112.678388	975	2	0	'1 1 0 0 1 1 0 0 	D	0.070534	0.070534	0.459688	0.459688	0.070534	0.070534	0.459688	0.459688	0.004523	0.066768	0.525512	0.403197	0.352027	
1598000	-114.911420	990	1	1	'0 0 0 0 0 Z 0 0 	D	0.118557	0.118557	0.118557	0.118557	0.118557	0.000000	0.118557	0.118557	0.045881	0.000950	0.936782	0.016387	0.144940	
1599000	-116.039253	821	1	1	'0 0 0 0 0 Z 0 0 	D	0.168982	0.168982	0.168982	0.168982	0.168982	0.000000	0.168982	0.168982	0.121472	0.003905	0.854694	0.019929	0.341919	
1600000	-116.120359	565	1	3	'0 0 0 0 Z Z Z 0 	D	0.133507	0.133507	0.133507	0.133507	0.000000	0.000000	0.000000	0.133507	0.991644	0.008351	0.000005	0.000000	0.208505	
1601000	-118.104173	920	1	1	'0 0 0 0 0 Z 0 0 	D	0.079252	0.079252	0.079252	0.079252	0.079252	0.000000	0.079252	0.079252	0.020600	0.000356	0.964196	0.014849	0.210493	
1602000	-118.692106	953	1	3	'0 0 0 0 0 Z Z Z 	D	0.170715	0.170715	0.170715	0.170715	0.170715	0.000000	0.000000	0.000000	0.077343	0.000921	0.921736	0.000000	0.150302	
1603000	-118.192981	292	1	3	'0 0 0 0 0 Z Z Z 	D	0.130245	0.130245	0.130245	0.130245	0.130245	0.000000	0.000000	0.000000	0.088047	0.002398	0.909555	0.000000	0.319553	
1604000	-118.303121	779	1	1	'0 0 0 0 0 Z 0 0 	D	0.101833	0.101833	0.101833	0.101833	0.101833	0.000000	0.101833	0.101833	0.088056	0.000131	0.910612	0.001201	0.130966	
1605000	-115.711417	812	1	1	'0 0 0 0 0 Z 0 0 	D	0.130966	0.130966	0.130966	0.130966	0.130966	0.000000	0.130966	0.130966	0.066662	0.002155	0.906753	0.024430	0.176191	
1606000	-116.109769	520	1	1	'0 0 0 0 0 Z 0 0 	D	0.108971	0.108971	0.108971	0.108971	0.108971	0.000000	0.108971	0.108971	0.086217	0.001153	0.901980	0.010649	0.169438	
1607000	-116.010239	203	1	1	'0 0 0 0 0 Z 0 0 	D	0.118809	0.118809	0.118809	0.118809	0.118809	0.000000	0.118809	0.118809	0.101372	0.004892	0.857927	0.035809	0.477029	
1608000	-115.590814	841	1	1	'0 0 0 0 0 Z 0 0 	D	0.108308	0.108308	0.108308	0.108308	0.108308	0.000000	0.108308	0.108308	0.032416	0.000496	0.954638	0.012450	0.210767	
1609000	-116.047050	422	1	1	'0 0 0 0 0 Z 0 0 	D	0.128320	0.128320	0.128320	0.128320	0.128320	0.000000	0.128320	0.128320	0.045971	0.000531	0.945420	0.008078	0.267233	
1610000	-118.508809	902	1	0	'0 0 0 0 0 0 0 0 	I	0.083812	0.083812	0.083812	0.083812	0.083812	0.083812	0.083812	0.083812	0.023638	0.000562	0.953126	0.022673	0.467968	
1611000	-118.255576	458	1	3	'0 0 0 0 0 Z Z Z 	D	0.124322	0.124322	0.124322	0.124322	0.124322	0.000000	0.000000	0.000000	0.044630	0.000410	0.954960	0.000000	0.391793	
1612000	-117.797530	66	1	1	'0 0 0 0 0 Z 0 0 	D	0.189897	0.189897	0.189897	0.189897	0.189897	0.000000	0.189897	0.189897	0.148128	0.008489	0.807183	0.036199	0.436809	
1613000	-116.363807	364	1	3	'0 0 0 0 Z Z Z 0 	D	0.148646	0.148646	0.148646	0.148646	0.000000	0.000000	0.000000	0.148646	0.989533	0.010461	0.000006	0.000000	0.137482	
1614000	-117.328709	291	1	1	'0 0 0 0 0 Z 0 0 	D	0.163827	0.163827	0.163827	0.163827	0.163827	0.000000	0.163827	0.163827	0.095465	0.001290	0.894700	0.008545	0.118038	
1615000	-115.751871	963	1	1	'0 0 0 0 0 Z 0 0 	D	0.121913	0.121913	0.121913	0.121913	0.121913	0.000000	0.121913	0.121913	0.053466	0.000399	0.940636	0.005499	0.307596	
1616000	-117.324311	338	1	3	'0 0 0 0 Z Z Z 0 	D	0.139591	0.139591	0.139591	0.139591	0.000000	0.000000	0.000000	0.139591	0.964250	0.035709	0.000039	0.000001	0.418632	
1617000	-113.085498	661	1	3	'0 0 0 0 Z Z Z 0 	D	0.135457	0.135457	0.135457	0.135457	0.000000	0.000000	0.000000	0.135457	0.979424	0.020575	0.000002	0.000000	0.144328	
1618000	-116.192823	147	1	2	'0 0 0 0 Z Z 0 0 	D	0.139747	0.139747	0.139747	0.139747	0.000000	0.000000	0.139747	0.139747	0.984081	0.004624	0.000007	0.011288	0.190882	
1619000	-120.526694	286	1	2	'0 0 Z 0 0 Z 0 0 	D	0.093234	0.093234	0.000000	0.093234	0.093234	0.000000	0.093234	0.093234	0.018447	0.000012	0.975541	0.006000	0.318374	
1620000	-117.754523	543	1	3	'0 0 0 0 0 Z Z Z 	D	0.152214	0.152214	0.152214	0.152214	0.152214	0.000000	0.000000	0.000000	0.085427	0.001224	0.913349	0.000000	0.311638	
1621000	-119.927387	923	1	3	'0 0 0 0 0 Z Z Z 	D	0.169592	0.169592	0.169592	0.169592	0.169592	0.000000	0.000000	0.000000	0.105556	0.000232	0.894211	0.000000	0.114561	
1622000	-115.483910	315	1	1	'0 0 0 0 0 Z 0 0 	D	0.144084	0.144084	0.144084	0.144084	0.144084	0.000000	0.144084	0.144084	0.086650	0.000756	0.906930	0.005664	0.180935	
1623000	-117.230198	552	1	1	'0 0 0 0 0 Z 0 0 	D	0.158322	0.158322	0.158322	0.158322	0.158322	0.000000	0.158322	0.158322	0.093942	0.001615	0.893877	0.010566	0.176634	
1624000	-119.025331	3	1	1	'0 0 0 0 0 Z 0 0 	D	0.199847	0.199847	0.199847	0.199847	0.199847	0.000000	0.199847	0.199847	0.178876	0.027506	0.704275	0.089343	0.239334	
1625000	-116.181618	106	1	1	'0 0 0 0 0 Z 0 0 	D	0.174253	0.174253	0.174253	0.174253	0.174253	0.000000	0.174253	0.174253	0.133265	0.006474	0.829115	0.031146	0.457753	
1626000	-118.309493	571	1	3	'0 0 0 0 Z Z Z 0 	D	0.153176	0.153176	0.153176	0.153176	0.000000	0.000000	0.000000	0.153176	0.987753	0.012228	0.000019	0.000000	0.485630	
