Options:
Model:                           Discrete: Dependent
Tree File Name:                  an.treeS_hh_new.nex
Data File Name:                  hh_pol.bin3.txt
Log File Name:                   DEP_pol3.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            1503661017
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      10100000
Burn in:                         100000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Zero Rates:                      Yes
Schedule File:                   DEP_pol3.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     8
Base frequency (PI's):           None
Pis used in ancestral state estimation:      Yes
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Restrictions:
    q12                          RJ MCMC
    q13                          RJ MCMC
    q21                          RJ MCMC
    q24                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q42                          RJ MCMC
    q43                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - Hyper Prior exp (0.00,0.50) 
Tree Information
     Trees:                      1000
     Taxa:                       120
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	Dep / InDep	q12	q13	q21	q24	q31	q34	q42	q43	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	RJRates - Mean	
1369000	-116.546750	433	1	1	'0 0 0 0 0 Z 0 0 	D	0.166723	0.166723	0.166723	0.166723	0.166723	0.000000	0.166723	0.166723	0.110804	0.002255	0.874984	0.011957	0.365388	
1370000	-119.270055	565	1	0	'0 0 0 0 0 0 0 0 	I	0.114084	0.114084	0.114084	0.114084	0.114084	0.114084	0.114084	0.114084	0.050643	0.000324	0.943005	0.006029	0.085521	
1371000	-112.094234	990	2	1	'0 1 1 1 0 Z 0 1 	D	0.084163	0.169385	0.169385	0.169385	0.084163	0.000000	0.084163	0.169385	0.214655	0.009310	0.747655	0.028379	0.361598	
1372000	-120.229697	947	1	3	'0 0 0 0 Z Z 0 Z 	D	0.115513	0.115513	0.115513	0.115513	0.000000	0.000000	0.115513	0.000000	0.997790	0.002203	0.000005	0.000002	0.169288	
1373000	-120.365434	96	1	2	'0 0 Z 0 0 0 0 Z 	I	0.075953	0.075953	0.000000	0.075953	0.075953	0.075953	0.075953	0.000000	0.005084	0.000000	0.994916	0.000000	0.215750	
1374000	-116.236954	635	1	1	'0 0 0 0 0 Z 0 0 	D	0.137255	0.137255	0.137255	0.137255	0.137255	0.000000	0.137255	0.137255	0.083186	0.000331	0.913781	0.002701	0.092473	
1375000	-114.570501	394	1	1	'0 0 0 0 0 Z 0 0 	D	0.130001	0.130001	0.130001	0.130001	0.130001	0.000000	0.130001	0.130001	0.067297	0.001543	0.913985	0.017176	0.428682	
1376000	-118.731939	773	1	1	'0 0 0 0 0 Z 0 0 	D	0.190181	0.190181	0.190181	0.190181	0.190181	0.000000	0.190181	0.190181	0.163711	0.003210	0.821946	0.011133	0.078234	
1377000	-114.997316	661	1	3	'0 0 0 0 Z Z Z 0 	D	0.095005	0.095005	0.095005	0.095005	0.000000	0.000000	0.000000	0.095005	0.990337	0.009661	0.000002	0.000000	0.039913	
1378000	-115.924159	935	1	1	'0 0 0 0 0 Z 0 0 	D	0.139142	0.139142	0.139142	0.139142	0.139142	0.000000	0.139142	0.139142	0.073975	0.000570	0.920478	0.004977	0.068486	
1379000	-114.962677	449	1	2	'0 0 0 0 Z Z 0 0 	D	0.147586	0.147586	0.147586	0.147586	0.000000	0.000000	0.147586	0.147586	0.924951	0.042522	0.000001	0.032526	0.144342	
1380000	-118.550565	765	1	3	'0 0 0 0 Z Z Z 0 	D	0.130733	0.130733	0.130733	0.130733	0.000000	0.000000	0.000000	0.130733	0.973767	0.026197	0.000036	0.000001	0.157353	
1381000	-114.767840	660	1	1	'0 0 0 0 0 Z 0 0 	D	0.126327	0.126327	0.126327	0.126327	0.126327	0.000000	0.126327	0.126327	0.342093	0.009823	0.631712	0.016372	0.407109	
1382000	-118.191135	365	1	0	'0 0 0 0 0 0 0 0 	I	0.082892	0.082892	0.082892	0.082892	0.082892	0.082892	0.082892	0.082892	0.014388	0.000204	0.971617	0.013790	0.227046	
1383000	-118.262233	517	1	2	'0 0 Z 0 0 Z 0 0 	D	0.103974	0.103974	0.000000	0.103974	0.103974	0.000000	0.103974	0.103974	0.032968	0.000084	0.951989	0.014959	0.207291	
1384000	-117.161941	280	1	1	'0 0 0 0 0 Z 0 0 	D	0.179492	0.179492	0.179492	0.179492	0.179492	0.000000	0.179492	0.179492	0.136154	0.004880	0.835515	0.023451	0.149194	
1385000	-115.256181	202	1	1	'0 0 0 0 0 Z 0 0 	D	0.138713	0.138713	0.138713	0.138713	0.138713	0.000000	0.138713	0.138713	0.060610	0.000552	0.932809	0.006029	0.265352	
1386000	-118.318220	920	1	2	'0 0 0 0 0 Z 0 Z 	D	0.109760	0.109760	0.109760	0.109760	0.109760	0.000000	0.109760	0.000000	0.042850	0.000477	0.956670	0.000003	0.396912	
1387000	-113.823695	206	1	1	'0 0 0 0 0 Z 0 0 	D	0.198493	0.198493	0.198493	0.198493	0.198493	0.000000	0.198493	0.198493	0.198532	0.001692	0.794631	0.005145	0.260568	
1388000	-118.342041	400	1	1	'0 0 0 0 0 Z 0 0 	D	0.197034	0.197034	0.197034	0.197034	0.197034	0.000000	0.197034	0.197034	0.151880	0.005638	0.820936	0.021546	0.137348	
1389000	-115.726503	892	1	1	'0 0 0 0 0 Z 0 0 	D	0.148581	0.148581	0.148581	0.148581	0.148581	0.000000	0.148581	0.148581	0.103207	0.006234	0.846876	0.043683	0.150146	
1390000	-114.541993	96	1	1	'0 0 0 0 0 Z 0 0 	D	0.125663	0.125663	0.125663	0.125663	0.125663	0.000000	0.125663	0.125663	0.053080	0.000824	0.934766	0.011331	0.168798	
1391000	-116.262703	371	1	1	'0 0 0 0 0 Z 0 0 	D	0.134322	0.134322	0.134322	0.134322	0.134322	0.000000	0.134322	0.134322	0.077118	0.003812	0.881436	0.037634	0.219697	
1392000	-114.573884	730	1	1	'0 0 0 0 0 Z 0 0 	D	0.142554	0.142554	0.142554	0.142554	0.142554	0.000000	0.142554	0.142554	0.350066	0.015278	0.610851	0.023805	0.067495	
1393000	-114.174538	266	1	1	'0 0 0 0 0 Z 0 0 	D	0.125094	0.125094	0.125094	0.125094	0.125094	0.000000	0.125094	0.125094	0.089008	0.006105	0.854530	0.050357	0.421228	
1394000	-116.618490	491	1	1	'0 0 0 0 0 Z 0 0 	D	0.113036	0.113036	0.113036	0.113036	0.113036	0.000000	0.113036	0.113036	0.030253	0.000187	0.964660	0.004901	0.438391	
1395000	-113.943695	730	1	2	'0 0 0 0 Z Z 0 0 	D	0.120519	0.120519	0.120519	0.120519	0.000000	0.000000	0.120519	0.120519	0.951132	0.028389	0.000002	0.020478	0.118144	
1396000	-116.360266	37	1	3	'0 0 0 0 Z Z Z 0 	D	0.143401	0.143401	0.143401	0.143401	0.000000	0.000000	0.000000	0.143401	0.995904	0.004087	0.000009	0.000000	0.480041	
1397000	-118.355554	378	1	2	'0 0 0 0 0 Z 0 Z 	D	0.159939	0.159939	0.159939	0.159939	0.159939	0.000000	0.159939	0.000000	0.071636	0.000231	0.928133	0.000000	0.259645	
1398000	-118.450032	362	1	2	'0 0 0 0 Z Z 0 0 	D	0.120653	0.120653	0.120653	0.120653	0.000000	0.000000	0.120653	0.120653	0.973215	0.021118	0.000071	0.005596	0.415686	
1399000	-115.616416	581	1	1	'0 0 0 0 0 Z 0 0 	D	0.127786	0.127786	0.127786	0.127786	0.127786	0.000000	0.127786	0.127786	0.064932	0.000616	0.927824	0.006628	0.215854	
1400000	-114.874555	687	1	1	'0 0 0 0 0 Z 0 0 	D	0.116295	0.116295	0.116295	0.116295	0.116295	0.000000	0.116295	0.116295	0.091066	0.000291	0.906262	0.002381	0.247080	
1401000	-122.277368	475	1	4	'0 0 Z 0 0 Z Z Z 	D	0.134976	0.134976	0.000000	0.134976	0.134976	0.000000	0.000000	0.000000	0.042872	0.000000	0.957128	0.000000	0.138084	
1402000	-116.073690	742	1	1	'0 0 0 0 0 Z 0 0 	D	0.113512	0.113512	0.113512	0.113512	0.113512	0.000000	0.113512	0.113512	0.046808	0.000878	0.936941	0.015373	0.176455	
1403000	-115.692661	393	1	1	'0 0 0 0 0 Z 0 0 	D	0.139013	0.139013	0.139013	0.139013	0.139013	0.000000	0.139013	0.139013	0.095972	0.004476	0.865691	0.033861	0.087943	
1404000	-118.239794	534	1	3	'0 0 0 0 Z Z Z 0 	D	0.162947	0.162947	0.162947	0.162947	0.000000	0.000000	0.000000	0.162947	0.978579	0.021401	0.000020	0.000000	0.119389	
1405000	-117.745293	336	1	2	'0 0 0 0 0 Z 0 Z 	D	0.221681	0.221681	0.221681	0.221681	0.221681	0.000000	0.221681	0.000000	0.349473	0.002404	0.648118	0.000006	0.441718	
1406000	-113.499208	575	2	2	'1 1 0 0 Z Z 1 0 	D	0.121503	0.121503	0.319285	0.319285	0.000000	0.000000	0.121503	0.319285	0.509278	0.217095	0.000009	0.273618	0.098464	
1407000	-117.756041	237	1	1	'0 0 0 0 0 Z 0 0 	D	0.171864	0.171864	0.171864	0.171864	0.171864	0.000000	0.171864	0.171864	0.138695	0.012339	0.790991	0.057974	0.486546	
1408000	-117.186500	293	1	2	'0 0 0 0 0 Z 0 Z 	D	0.105953	0.105953	0.105953	0.105953	0.105953	0.000000	0.105953	0.000000	0.017000	0.000001	0.982999	0.000000	0.419128	
1409000	-118.507086	903	1	1	'0 0 0 0 0 Z 0 0 	D	0.155821	0.155821	0.155821	0.155821	0.155821	0.000000	0.155821	0.155821	0.100369	0.003942	0.868086	0.027602	0.351642	
1410000	-117.348944	541	1	1	'0 0 0 0 0 Z 0 0 	D	0.147869	0.147869	0.147869	0.147869	0.147869	0.000000	0.147869	0.147869	0.063571	0.000540	0.930614	0.005276	0.156721	
1411000	-119.277695	400	1	3	'0 0 0 0 0 Z Z Z 	D	0.147401	0.147401	0.147401	0.147401	0.147401	0.000000	0.000000	0.000000	0.053710	0.000170	0.946120	0.000000	0.499134	
1412000	-116.736674	117	1	1	'0 0 0 0 0 Z 0 0 	D	0.162535	0.162535	0.162535	0.162535	0.162535	0.000000	0.162535	0.162535	0.171883	0.004487	0.806892	0.016738	0.456703	
1413000	-116.816799	660	2	1	'0 0 Z 1 1 0 1 1 	D	0.085779	0.085779	0.000000	0.170529	0.170529	0.085779	0.170529	0.170529	0.017006	0.000854	0.931682	0.050458	0.313618	
1414000	-116.448425	127	1	1	'0 0 0 0 0 Z 0 0 	D	0.145295	0.145295	0.145295	0.145295	0.145295	0.000000	0.145295	0.145295	0.068212	0.000738	0.924162	0.006889	0.083743	
1415000	-116.645299	992	1	1	'0 0 0 0 0 Z 0 0 	D	0.171324	0.171324	0.171324	0.171324	0.171324	0.000000	0.171324	0.171324	0.128563	0.008156	0.820977	0.042304	0.280299	
1416000	-116.946722	254	1	1	'0 0 0 0 0 Z 0 0 	D	0.158589	0.158589	0.158589	0.158589	0.158589	0.000000	0.158589	0.158589	0.285754	0.008831	0.686443	0.018972	0.309730	
1417000	-117.066341	477	1	3	'0 0 0 0 Z Z Z 0 	D	0.160307	0.160307	0.160307	0.160307	0.000000	0.000000	0.000000	0.160307	0.949292	0.050698	0.000010	0.000000	0.168049	
1418000	-117.644848	865	1	1	'0 0 0 0 0 Z 0 0 	D	0.203900	0.203900	0.203900	0.203900	0.203900	0.000000	0.203900	0.203900	0.158448	0.006841	0.809209	0.025502	0.468019	
1419000	-116.366376	341	1	1	'0 0 0 0 0 Z 0 0 	D	0.167274	0.167274	0.167274	0.167274	0.167274	0.000000	0.167274	0.167274	0.117645	0.005258	0.846985	0.030113	0.298228	
1420000	-115.507961	701	1	1	'0 0 0 0 0 Z 0 0 	D	0.141913	0.141913	0.141913	0.141913	0.141913	0.000000	0.141913	0.141913	0.090689	0.000441	0.905615	0.003255	0.404954	
1421000	-116.769032	635	1	1	'0 0 0 0 0 Z 0 0 	D	0.165658	0.165658	0.165658	0.165658	0.165658	0.000000	0.165658	0.165658	0.120520	0.001139	0.872671	0.005670	0.468926	
1422000	-116.826903	44	1	3	'0 0 0 0 Z Z Z 0 	D	0.154448	0.154448	0.154448	0.154448	0.000000	0.000000	0.000000	0.154448	0.971536	0.028444	0.000019	0.000000	0.349608	
1423000	-117.888858	902	1	3	'0 0 0 0 Z Z Z 0 	D	0.130211	0.130211	0.130211	0.130211	0.000000	0.000000	0.000000	0.130211	0.949931	0.050025	0.000042	0.000002	0.403575	
1424000	-116.917005	39	1	1	'0 0 0 0 0 Z 0 0 	D	0.095418	0.095418	0.095418	0.095418	0.095418	0.000000	0.095418	0.095418	0.027979	0.000203	0.965862	0.005956	0.129761	
1425000	-118.862531	942	1	2	'0 0 Z 0 0 Z 0 0 	D	0.162461	0.162461	0.000000	0.162461	0.162461	0.000000	0.162461	0.162461	0.067357	0.000046	0.920877	0.011720	0.116829	
1426000	-115.706697	658	1	1	'0 0 0 0 0 Z 0 0 	D	0.130381	0.130381	0.130381	0.130381	0.130381	0.000000	0.130381	0.130381	0.061341	0.000537	0.932179	0.005944	0.435435	
1427000	-117.471626	182	1	0	'0 0 0 0 0 0 0 0 	I	0.104523	0.104523	0.104523	0.104523	0.104523	0.104523	0.104523	0.104523	0.009256	0.000037	0.986739	0.003968	0.459141	
1428000	-118.241122	812	1	3	'0 0 0 0 0 Z Z Z 	D	0.127361	0.127361	0.127361	0.127361	0.127361	0.000000	0.000000	0.000000	0.050061	0.000498	0.949441	0.000000	0.381860	
1429000	-115.874088	581	1	1	'0 0 0 0 0 Z 0 0 	D	0.151772	0.151772	0.151772	0.151772	0.151772	0.000000	0.151772	0.151772	0.099574	0.001699	0.887754	0.010974	0.180236	
1430000	-115.984738	438	1	1	'0 0 0 0 0 Z 0 0 	D	0.123009	0.123009	0.123009	0.123009	0.123009	0.000000	0.123009	0.123009	0.043315	0.000271	0.951878	0.004537	0.327441	
1431000	-114.784564	575	1	1	'0 0 0 0 0 Z 0 0 	D	0.134982	0.134982	0.134982	0.134982	0.134982	0.000000	0.134982	0.134982	0.061116	0.001125	0.923500	0.014259	0.157837	
1432000	-117.304015	446	1	1	'0 0 0 0 0 Z 0 0 	D	0.107742	0.107742	0.107742	0.107742	0.107742	0.000000	0.107742	0.107742	0.046737	0.000593	0.942393	0.010278	0.275747	
1433000	-118.320869	768	1	2	'0 0 Z 0 0 Z 0 0 	D	0.111066	0.111066	0.000000	0.111066	0.111066	0.000000	0.111066	0.111066	0.040236	0.000150	0.939842	0.019773	0.398623	
1434000	-117.002119	646	1	1	'0 0 0 0 0 Z 0 0 	D	0.165360	0.165360	0.165360	0.165360	0.165360	0.000000	0.165360	0.165360	0.093709	0.000976	0.899846	0.005469	0.137569	
1435000	-117.283425	813	1	1	'0 0 0 0 0 Z 0 0 	D	0.170595	0.170595	0.170595	0.170595	0.170595	0.000000	0.170595	0.170595	0.115919	0.004321	0.853744	0.026016	0.132008	
1436000	-118.259726	377	1	2	'0 0 Z 0 0 Z 0 0 	D	0.116217	0.116217	0.000000	0.116217	0.116217	0.000000	0.116217	0.116217	0.029728	0.000019	0.961993	0.008260	0.253221	
1437000	-116.996597	59	1	1	'0 0 0 0 0 Z 0 0 	D	0.146907	0.146907	0.146907	0.146907	0.146907	0.000000	0.146907	0.146907	0.111227	0.006324	0.841716	0.040733	0.237507	
1438000	-110.828895	660	2	2	'0 0 1 1 Z Z 1 1 	D	0.137126	0.137126	0.437823	0.437823	0.000000	0.000000	0.437823	0.437823	0.428347	0.248220	0.000001	0.323433	0.236401	
1439000	-114.582018	748	1	1	'0 0 0 0 0 Z 0 0 	D	0.120652	0.120652	0.120652	0.120652	0.120652	0.000000	0.120652	0.120652	0.048893	0.001025	0.933899	0.016184	0.438149	
1440000	-118.232413	715	1	2	'0 0 Z 0 0 Z 0 0 	D	0.113647	0.113647	0.000000	0.113647	0.113647	0.000000	0.113647	0.113647	0.038748	0.000127	0.943131	0.017995	0.216212	
1441000	-115.877344	211	1	1	'0 0 0 0 0 Z 0 0 	D	0.130868	0.130868	0.130868	0.130868	0.130868	0.000000	0.130868	0.130868	0.065400	0.000659	0.927083	0.006858	0.112393	
1442000	-117.394605	588	1	2	'0 0 0 0 Z Z 0 0 	D	0.118923	0.118923	0.118923	0.118923	0.000000	0.000000	0.118923	0.118923	0.990130	0.003306	0.000016	0.006548	0.317520	
1443000	-118.579673	81	1	2	'0 0 Z 0 0 Z 0 0 	D	0.132966	0.132966	0.000000	0.132966	0.132966	0.000000	0.132966	0.132966	0.047485	0.000120	0.935223	0.017172	0.079520	
1444000	-117.372409	985	1	2	'0 0 Z 0 0 Z 0 0 	D	0.102623	0.102623	0.000000	0.102623	0.102623	0.000000	0.102623	0.102623	0.028701	0.000044	0.959549	0.011706	0.128025	
1445000	-120.033270	734	1	2	'0 0 Z 0 0 Z 0 0 	D	0.146487	0.146487	0.000000	0.146487	0.146487	0.000000	0.146487	0.146487	0.057172	0.000100	0.927330	0.015399	0.154141	
1446000	-117.343689	257	1	2	'0 0 Z 0 0 Z 0 0 	D	0.114697	0.114697	0.000000	0.114697	0.114697	0.000000	0.114697	0.114697	0.037383	0.000114	0.944813	0.017690	0.152166	
1447000	-116.778083	552	1	1	'0 0 0 0 0 Z 0 0 	D	0.132660	0.132660	0.132660	0.132660	0.132660	0.000000	0.132660	0.132660	0.057770	0.000516	0.935748	0.005966	0.363241	
1448000	-119.674556	630	1	1	'0 0 0 0 0 Z 0 0 	D	0.076426	0.076426	0.076426	0.076426	0.076426	0.000000	0.076426	0.076426	0.008025	0.000014	0.990484	0.001476	0.484675	
1449000	-118.002176	607	1	1	'0 0 0 0 0 Z 0 0 	D	0.174161	0.174161	0.174161	0.174161	0.174161	0.000000	0.174161	0.174161	0.140529	0.002799	0.845248	0.011424	0.236818	
1450000	-118.727578	971	1	2	'0 0 Z 0 0 Z 0 0 	D	0.106429	0.106429	0.000000	0.106429	0.106429	0.000000	0.106429	0.106429	0.023382	0.000011	0.970056	0.006550	0.250734	
1451000	-122.047215	825	1	3	'0 0 0 0 0 Z Z Z 	D	0.089685	0.089685	0.089685	0.089685	0.089685	0.000000	0.000000	0.000000	0.030648	0.000177	0.969174	0.000000	0.367275	
1452000	-116.160609	206	1	0	'0 0 0 0 0 0 0 0 	I	0.140313	0.140313	0.140313	0.140313	0.140313	0.140313	0.140313	0.140313	0.039088	0.000100	0.958363	0.002450	0.103479	
1453000	-115.238223	367	1	1	'0 0 0 0 0 Z 0 0 	D	0.140323	0.140323	0.140323	0.140323	0.140323	0.000000	0.140323	0.140323	0.077872	0.000582	0.916632	0.004914	0.428091	
1454000	-116.432255	938	1	1	'0 0 0 0 0 Z 0 0 	D	0.171096	0.171096	0.171096	0.171096	0.171096	0.000000	0.171096	0.171096	0.133714	0.002141	0.854997	0.009149	0.439693	
1455000	-113.685051	661	1	2	'0 0 0 0 Z Z 0 0 	D	0.115689	0.115689	0.115689	0.115689	0.000000	0.000000	0.115689	0.115689	0.974345	0.013924	0.000002	0.011730	0.052849	
1456000	-113.975445	661	1	2	'0 0 0 0 Z Z 0 0 	D	0.109836	0.109836	0.109836	0.109836	0.000000	0.000000	0.109836	0.109836	0.976895	0.012533	0.000002	0.010570	0.076378	
1457000	-116.027395	660	1	2	'0 0 0 0 Z Z 0 0 	D	0.092318	0.092318	0.092318	0.092318	0.000000	0.000000	0.092318	0.092318	0.975576	0.013981	0.000002	0.010441	0.113458	
1458000	-116.147610	456	1	3	'0 0 0 0 Z Z Z 0 	D	0.116597	0.116597	0.116597	0.116597	0.000000	0.000000	0.000000	0.116597	0.995614	0.004376	0.000010	0.000000	0.088555	
1459000	-118.670072	88	1	3	'0 0 0 0 Z Z Z 0 	D	0.187756	0.187756	0.187756	0.187756	0.000000	0.000000	0.000000	0.187756	0.962989	0.037001	0.000010	0.000000	0.248558	
1460000	-115.283856	112	1	1	'0 0 0 0 0 Z 0 0 	D	0.150895	0.150895	0.150895	0.150895	0.150895	0.000000	0.150895	0.150895	0.095440	0.001241	0.895010	0.008310	0.183569	
1461000	-114.588241	730	2	1	'1 1 0 0 Z 1 0 0 	D	0.053408	0.053408	0.393871	0.393871	0.000000	0.053408	0.393871	0.393871	0.029761	0.231309	0.142560	0.596370	0.328608	
1462000	-115.349841	358	1	1	'0 0 0 0 0 Z 0 0 	D	0.125986	0.125986	0.125986	0.125986	0.125986	0.000000	0.125986	0.125986	0.064679	0.000106	0.934132	0.001083	0.203313	
1463000	-117.134256	912	1	1	'0 0 0 0 0 Z 0 0 	D	0.153447	0.153447	0.153447	0.153447	0.153447	0.000000	0.153447	0.153447	0.094162	0.002513	0.884296	0.019029	0.464261	
1464000	-116.759356	661	1	2	'0 0 0 0 0 Z 0 Z 	D	0.162356	0.162356	0.162356	0.162356	0.162356	0.000000	0.162356	0.000000	0.305661	0.004562	0.689752	0.000026	0.331865	
1465000	-113.762128	661	1	1	'0 0 0 0 0 Z 0 0 	D	0.151197	0.151197	0.151197	0.151197	0.151197	0.000000	0.151197	0.151197	0.319161	0.008706	0.655828	0.016305	0.366450	
1466000	-116.457846	520	1	3	'0 0 0 0 Z Z Z 0 	D	0.149545	0.149545	0.149545	0.149545	0.000000	0.000000	0.000000	0.149545	0.974576	0.025417	0.000008	0.000000	0.386317	
1467000	-118.061762	729	1	2	'0 0 0 0 0 Z 0 Z 	D	0.153268	0.153268	0.153268	0.153268	0.153268	0.000000	0.153268	0.000000	0.068957	0.000897	0.930141	0.000006	0.449194	
1468000	-119.362813	826	1	1	'0 0 0 0 0 Z 0 0 	D	0.221336	0.221336	0.221336	0.221336	0.221336	0.000000	0.221336	0.221336	0.212399	0.015992	0.728352	0.043257	0.208448	
1469000	-116.293469	46	1	1	'0 0 0 0 0 Z 0 0 	D	0.149469	0.149469	0.149469	0.149469	0.149469	0.000000	0.149469	0.149469	0.098561	0.003663	0.870820	0.026956	0.319488	
1470000	-116.040885	720	1	1	'0 0 0 0 0 Z 0 0 	D	0.116809	0.116809	0.116809	0.116809	0.116809	0.000000	0.116809	0.116809	0.051189	0.001231	0.928096	0.019484	0.171924	
1471000	-115.927711	895	1	1	'0 0 0 0 0 Z 0 0 	D	0.116570	0.116570	0.116570	0.116570	0.116570	0.000000	0.116570	0.116570	0.047483	0.000460	0.945392	0.006665	0.109245	
1472000	-116.056570	707	1	1	'0 0 0 0 0 Z 0 0 	D	0.163816	0.163816	0.163816	0.163816	0.163816	0.000000	0.163816	0.163816	0.092739	0.001488	0.895473	0.010299	0.198560	
1473000	-118.635870	933	1	3	'0 0 0 0 0 Z Z Z 	D	0.151985	0.151985	0.151985	0.151985	0.151985	0.000000	0.000000	0.000000	0.052500	0.000108	0.947392	0.000000	0.156872	
1474000	-114.645385	336	1	1	'0 0 0 0 0 Z 0 0 	D	0.208492	0.208492	0.208492	0.208492	0.208492	0.000000	0.208492	0.208492	0.440278	0.010175	0.537308	0.012239	0.180260	
1475000	-118.355365	67	1	2	'0 0 0 0 Z Z 0 0 	D	0.150491	0.150491	0.150491	0.150491	0.000000	0.000000	0.150491	0.150491	0.948906	0.036745	0.000031	0.014318	0.381657	
1476000	-118.901754	388	1	1	'0 0 0 0 0 Z 0 0 	D	0.215057	0.215057	0.215057	0.215057	0.215057	0.000000	0.215057	0.215057	0.188564	0.013158	0.756271	0.042007	0.415132	
1477000	-116.501283	27	1	3	'0 0 0 0 Z Z Z 0 	D	0.142696	0.142696	0.142696	0.142696	0.000000	0.000000	0.000000	0.142696	0.980519	0.019456	0.000024	0.000000	0.398286	
1478000	-119.277807	780	1	1	'0 0 0 0 0 Z 0 0 	D	0.218359	0.218359	0.218359	0.218359	0.218359	0.000000	0.218359	0.218359	0.192592	0.015331	0.744980	0.047096	0.138506	
1479000	-116.933179	440	1	1	'0 0 0 0 0 Z 0 0 	D	0.145859	0.145859	0.145859	0.145859	0.145859	0.000000	0.145859	0.145859	0.106348	0.007845	0.834402	0.051406	0.212702	
1480000	-117.071430	89	1	1	'0 0 0 0 0 Z 0 0 	D	0.186134	0.186134	0.186134	0.186134	0.186134	0.000000	0.186134	0.186134	0.134363	0.006931	0.829460	0.029247	0.153496	
1481000	-119.437677	180	1	2	'0 0 Z 0 0 Z 0 0 	D	0.078832	0.078832	0.000000	0.078832	0.078832	0.000000	0.078832	0.078832	0.009149	0.000003	0.987409	0.003439	0.169595	
1482000	-116.648733	458	1	1	'0 0 0 0 0 Z 0 0 	D	0.171661	0.171661	0.171661	0.171661	0.171661	0.000000	0.171661	0.171661	0.120711	0.006307	0.837307	0.035674	0.347285	
1483000	-115.112405	37	1	1	'0 0 0 0 0 Z 0 0 	D	0.120196	0.120196	0.120196	0.120196	0.120196	0.000000	0.120196	0.120196	0.082685	0.000168	0.915700	0.001447	0.409722	
1484000	-115.632725	821	1	1	'0 0 0 0 0 Z 0 0 	D	0.157151	0.157151	0.157151	0.157151	0.157151	0.000000	0.157151	0.157151	0.104425	0.002608	0.876718	0.016248	0.100641	
1485000	-115.614018	701	1	1	'0 0 0 0 0 Z 0 0 	D	0.148913	0.148913	0.148913	0.148913	0.148913	0.000000	0.148913	0.148913	0.099896	0.000604	0.895586	0.003915	0.100144	
1486000	-115.799678	553	1	1	'0 0 0 0 0 Z 0 0 	D	0.110874	0.110874	0.110874	0.110874	0.110874	0.000000	0.110874	0.110874	0.033481	0.000422	0.955523	0.010574	0.075256	
1487000	-123.982257	15	1	2	'0 0 Z 0 0 Z 0 0 	D	0.196044	0.196044	0.000000	0.196044	0.196044	0.000000	0.196044	0.196044	0.093251	0.000463	0.874919	0.031367	0.267489	
1488000	-115.688462	871	1	1	'0 0 0 0 0 Z 0 0 	D	0.136158	0.136158	0.136158	0.136158	0.136158	0.000000	0.136158	0.136158	0.062934	0.000715	0.928861	0.007490	0.293560	
1489000	-122.138837	211	1	3	'0 0 Z 0 0 Z 0 Z 	D	0.118308	0.118308	0.000000	0.118308	0.118308	0.000000	0.118308	0.000000	0.030393	0.000000	0.969607	0.000000	0.142583	
1490000	-116.620982	820	1	1	'0 0 0 0 0 Z 0 0 	D	0.170937	0.170937	0.170937	0.170937	0.170937	0.000000	0.170937	0.170937	0.112050	0.001911	0.876443	0.009595	0.240629	
1491000	-115.110878	499	1	1	'0 0 0 0 0 Z 0 0 	D	0.131655	0.131655	0.131655	0.131655	0.131655	0.000000	0.131655	0.131655	0.053769	0.000625	0.937581	0.008026	0.256142	
1492000	-117.188115	942	1	3	'0 0 0 0 Z Z Z 0 	D	0.158362	0.158362	0.158362	0.158362	0.000000	0.000000	0.000000	0.158362	0.981193	0.018790	0.000017	0.000000	0.073348	
1493000	-115.589166	50	1	1	'0 0 0 0 0 Z 0 0 	D	0.149576	0.149576	0.149576	0.149576	0.149576	0.000000	0.149576	0.149576	0.083218	0.000849	0.908957	0.006976	0.068628	
1494000	-115.447520	377	1	1	'0 0 0 0 0 Z 0 0 	D	0.123028	0.123028	0.123028	0.123028	0.123028	0.000000	0.123028	0.123028	0.045719	0.000637	0.943277	0.010367	0.171850	
1495000	-118.454642	39	1	1	'0 0 Z 0 0 0 0 0 	D	0.088480	0.088480	0.000000	0.088480	0.088480	0.088480	0.088480	0.088480	0.007642	0.000011	0.985990	0.006357	0.195964	
1496000	-117.779472	172	1	2	'0 0 0 0 Z Z 0 0 	D	0.166645	0.166645	0.166645	0.166645	0.000000	0.000000	0.166645	0.166645	0.970472	0.010691	0.000004	0.018833	0.331065	
1497000	-116.045395	732	1	2	'0 0 0 0 Z Z 0 0 	D	0.114572	0.114572	0.114572	0.114572	0.000000	0.000000	0.114572	0.114572	0.978354	0.012409	0.000006	0.009230	0.284910	
