Default schedule
Rate	71.43
Prior Change	14.29
Tree Move	14.29
Rate Tried	% Accepted	Prior Change Tried	% Accepted	Tree Move Tried	% Accepted	Rates - Dev	Rates - Tried	Rates - Accepted	Sample Ave Acceptance	Total Ave Acceptance	
703	0.302987	159	0.295597	138	0.659420	2.102489	703	0.302987	0.351000	0.355000	
729	0.315501	141	0.411348	130	0.638462	2.102489	729	0.315501	0.371000	0.355017	
730	0.319178	125	0.320000	145	0.696552	2.102489	730	0.319178	0.374000	0.355037	
722	0.293629	140	0.321429	138	0.579710	2.102489	722	0.293629	0.337000	0.355018	
719	0.331015	139	0.352518	142	0.647887	2.102489	719	0.331015	0.379000	0.355043	
728	0.296703	149	0.322148	123	0.609756	2.102489	728	0.296703	0.339000	0.355026	
719	0.304590	145	0.337931	136	0.676471	2.102489	719	0.304590	0.360000	0.355031	
714	0.306723	150	0.346667	136	0.595588	2.102489	714	0.306723	0.352000	0.355028	
687	0.286754	163	0.245399	150	0.653333	2.102489	687	0.286754	0.335000	0.355007	
720	0.276389	144	0.236111	136	0.764706	2.102489	720	0.276389	0.337000	0.354988	
718	0.310585	149	0.228188	133	0.578947	2.102489	718	0.310585	0.334000	0.354966	
724	0.299724	145	0.337931	131	0.709924	2.102489	724	0.299724	0.359000	0.354970	
704	0.372159	152	0.328947	144	0.666667	2.102489	704	0.372159	0.408000	0.355026	
726	0.322314	153	0.267974	121	0.619835	2.102489	726	0.322314	0.350000	0.355021	
713	0.307153	161	0.198758	126	0.738095	2.102489	713	0.307153	0.344000	0.355009	
711	0.313643	145	0.317241	144	0.638889	2.102489	711	0.313643	0.361000	0.355015	
738	0.322493	135	0.385185	127	0.755906	2.102489	738	0.322493	0.386000	0.355048	
703	0.330014	157	0.210191	140	0.785714	2.102489	703	0.330014	0.375000	0.355069	
725	0.332414	136	0.213235	139	0.561151	2.102489	725	0.332414	0.348000	0.355061	
710	0.291549	155	0.270968	135	0.703704	2.102489	710	0.291549	0.344000	0.355050	
740	0.336486	137	0.343066	123	0.617886	2.102489	740	0.336486	0.372000	0.355067	
720	0.297222	161	0.316770	119	0.672269	2.102489	720	0.297222	0.345000	0.355057	
708	0.327684	161	0.310559	131	0.679389	2.102489	708	0.327684	0.371000	0.355073	
712	0.250000	141	0.375887	147	0.653061	2.102489	712	0.250000	0.327000	0.355044	
709	0.307475	151	0.231788	140	0.728571	2.102489	709	0.307475	0.355000	0.355044	
720	0.322222	136	0.323529	144	0.708333	2.102489	720	0.322222	0.378000	0.355068	
732	0.296448	137	0.313869	131	0.755725	2.102489	732	0.296448	0.359000	0.355072	
696	0.327586	166	0.283133	138	0.739130	2.102489	696	0.327586	0.377000	0.355095	
695	0.325180	153	0.254902	152	0.730263	2.102489	695	0.325180	0.376000	0.355116	
702	0.313390	142	0.183099	156	0.506410	2.102489	702	0.313390	0.325000	0.355085	
724	0.314917	135	0.185185	141	0.695035	2.102489	724	0.314917	0.351000	0.355081	
725	0.346207	130	0.238462	145	0.710345	2.102489	725	0.346207	0.385000	0.355112	
707	0.326733	154	0.207792	139	0.633094	2.102489	707	0.326733	0.351000	0.355108	
719	0.315716	139	0.309353	142	0.626761	2.102489	719	0.315716	0.359000	0.355112	
724	0.310773	136	0.257353	140	0.707143	2.102489	724	0.310773	0.359000	0.355116	
706	0.284703	143	0.377622	151	0.668874	2.102489	706	0.284703	0.356000	0.355116	
718	0.298050	129	0.341085	153	0.562092	2.102489	718	0.298050	0.344000	0.355105	
697	0.314204	149	0.261745	154	0.675325	2.102489	697	0.314204	0.362000	0.355112	
712	0.352528	131	0.351145	157	0.566879	2.102489	712	0.352528	0.386000	0.355144	
714	0.348739	145	0.241379	141	0.709220	2.102489	714	0.348739	0.384000	0.355173	
731	0.316005	138	0.275362	131	0.679389	2.102489	731	0.316005	0.358000	0.355176	
711	0.309423	139	0.237410	150	0.580000	2.102489	711	0.309423	0.340000	0.355161	
718	0.359331	121	0.256198	161	0.664596	2.102489	718	0.359331	0.396000	0.355202	
710	0.318310	150	0.300000	140	0.671429	2.102489	710	0.318310	0.365000	0.355212	
723	0.313970	133	0.263158	144	0.645833	2.102489	723	0.313970	0.355000	0.355212	
757	0.336856	139	0.302158	104	0.769231	2.102489	757	0.336856	0.377000	0.355234	
710	0.325352	136	0.345588	154	0.558442	2.102489	710	0.325352	0.364000	0.355243	
718	0.313370	138	0.384058	144	0.687500	2.102489	718	0.313370	0.377000	0.355265	
692	0.333815	146	0.321918	162	0.567901	2.102489	692	0.333815	0.370000	0.355280	
736	0.290761	142	0.359155	122	0.598361	2.102489	736	0.290761	0.338000	0.355262	
713	0.312763	153	0.202614	134	0.716418	2.102489	713	0.312763	0.350000	0.355257	
717	0.271967	147	0.306122	136	0.647059	2.102489	717	0.271967	0.328000	0.355229	
704	0.343750	144	0.243056	152	0.598684	2.102489	704	0.343750	0.368000	0.355242	
709	0.346968	142	0.260563	149	0.758389	2.102489	709	0.346968	0.396000	0.355283	
708	0.313559	160	0.256250	132	0.696970	2.102489	708	0.313559	0.355000	0.355283	
713	0.288920	148	0.351351	139	0.625899	2.102489	713	0.288920	0.345000	0.355273	
719	0.317107	147	0.272109	134	0.589552	2.102489	719	0.317107	0.347000	0.355264	
708	0.302260	144	0.319444	148	0.682432	2.102489	708	0.302260	0.361000	0.355270	
701	0.288160	160	0.275000	139	0.589928	2.102489	701	0.288160	0.328000	0.355243	
714	0.288515	154	0.285714	132	0.727273	2.102489	714	0.288515	0.346000	0.355234	
733	0.296044	141	0.312057	126	0.523810	2.102489	733	0.296044	0.327000	0.355205	
732	0.314208	123	0.268293	145	0.737931	2.102489	732	0.314208	0.370000	0.355220	
729	0.315501	129	0.317829	142	0.647887	2.102489	729	0.315501	0.363000	0.355228	
727	0.295736	144	0.263889	129	0.643411	2.102489	727	0.295736	0.336000	0.355209	
762	0.324147	120	0.183333	118	0.601695	2.102489	762	0.324147	0.340000	0.355194	
733	0.311050	119	0.327731	148	0.662162	2.102489	733	0.311050	0.365000	0.355203	
730	0.339726	129	0.217054	141	0.659574	2.102489	730	0.339726	0.369000	0.355217	
717	0.315202	136	0.279412	147	0.537415	2.102489	717	0.315202	0.343000	0.355205	
737	0.306649	137	0.291971	126	0.619048	2.102489	737	0.306649	0.344000	0.355194	
728	0.274725	128	0.343750	144	0.625000	2.102489	728	0.274725	0.334000	0.355173	
