Options:
Model:                           Discrete: Dependent
Tree File Name:                  an.treeS_hh_new.nex
Data File Name:                  hh_pol.bin2.txt
Log File Name:                   DEP_pol2.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            3996754486
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      10100000
Burn in:                         100000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Zero Rates:                      Yes
Schedule File:                   DEP_pol2.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     8
Base frequency (PI's):           None
Pis used in ancestral state estimation:      Yes
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Restrictions:
    q12                          RJ MCMC
    q13                          RJ MCMC
    q21                          RJ MCMC
    q24                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q42                          RJ MCMC
    q43                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - Hyper Prior exp (0.00,0.50) 
Tree Information
     Trees:                      1000
     Taxa:                       120
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	Dep / InDep	q12	q13	q21	q24	q31	q34	q42	q43	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	RJRates - Mean	
202000	-135.249504	897	1	1	'0 0 0 0 Z 0 0 0 	D	0.208626	0.208626	0.208626	0.208626	0.000000	0.208626	0.208626	0.208626	0.739582	0.104810	0.078160	0.077448	0.182557	
203000	-134.209794	428	1	1	'0 0 0 0 0 0 Z 0 	D	0.136397	0.136397	0.136397	0.136397	0.136397	0.136397	0.000000	0.136397	0.131520	0.009237	0.803131	0.056113	0.308474	
204000	-135.620429	795	1	1	'0 0 0 0 0 0 Z 0 	D	0.185996	0.185996	0.185996	0.185996	0.185996	0.185996	0.000000	0.185996	0.296875	0.049448	0.569829	0.083848	0.335818	
205000	-135.417471	366	1	2	'0 0 0 0 Z Z 0 0 	D	0.150939	0.150939	0.150939	0.150939	0.000000	0.000000	0.150939	0.150939	0.499488	0.123041	0.000000	0.377470	0.054933	
206000	-131.391836	309	2	1	'0 1 0 1 1 Z 0 0 	D	0.200390	0.105000	0.200390	0.105000	0.105000	0.000000	0.200390	0.200390	0.004335	0.017042	0.016693	0.961929	0.257137	
207000	-131.643193	152	1	3	'Z 0 0 0 Z Z 0 0 	D	0.000000	0.210844	0.210844	0.210844	0.000000	0.000000	0.210844	0.210844	0.000000	0.307558	0.000000	0.692442	0.170102	
208000	-132.846097	39	1	3	'Z 0 0 0 Z Z 0 0 	D	0.000000	0.209076	0.209076	0.209076	0.000000	0.000000	0.209076	0.209076	0.000000	0.294340	0.000000	0.705660	0.118380	
209000	-131.621965	272	1	3	'Z 0 0 0 Z Z 0 0 	D	0.000000	0.204341	0.204341	0.204341	0.000000	0.000000	0.204341	0.204341	0.000000	0.301225	0.000000	0.698775	0.291374	
210000	-133.683986	144	1	2	'0 0 0 0 Z Z 0 0 	D	0.191790	0.191790	0.191790	0.191790	0.000000	0.000000	0.191790	0.191790	0.395550	0.156071	0.000000	0.448379	0.287055	
211000	-132.768317	823	1	0	'0 0 0 0 0 0 0 0 	I	0.138223	0.138223	0.138223	0.138223	0.138223	0.138223	0.138223	0.138223	0.131262	0.004378	0.836463	0.027898	0.053003	
212000	-133.601085	666	1	0	'0 0 0 0 0 0 0 0 	I	0.154582	0.154582	0.154582	0.154582	0.154582	0.154582	0.154582	0.154582	0.147723	0.022922	0.717953	0.111403	0.341396	
213000	-132.585900	834	1	1	'0 0 0 0 0 Z 0 0 	D	0.150049	0.150049	0.150049	0.150049	0.150049	0.000000	0.150049	0.150049	0.131453	0.057273	0.214164	0.597110	0.435222	
214000	-135.768673	231	1	2	'Z 0 0 0 0 Z 0 0 	I	0.000000	0.214846	0.214846	0.214846	0.214846	0.000000	0.214846	0.214846	0.000000	0.322764	0.000000	0.677235	0.218894	
215000	-133.737998	235	1	1	'0 0 0 0 0 Z 0 0 	D	0.203866	0.203866	0.203866	0.203866	0.203866	0.000000	0.203866	0.203866	0.212872	0.130435	0.197600	0.459092	0.482709	
216000	-133.810651	936	1	0	'0 0 0 0 0 0 0 0 	I	0.175091	0.175091	0.175091	0.175091	0.175091	0.175091	0.175091	0.175091	0.128722	0.015871	0.761517	0.093891	0.094773	
217000	-133.282650	810	1	0	'0 0 0 0 0 0 0 0 	I	0.126661	0.126661	0.126661	0.126661	0.126661	0.126661	0.126661	0.126661	0.067399	0.004773	0.866468	0.061361	0.162898	
218000	-136.679328	873	1	3	'0 Z 0 0 Z Z 0 0 	D	0.485975	0.000000	0.485975	0.485975	0.000000	0.000000	0.485975	0.485975	0.035494	0.228970	0.000000	0.735536	0.414204	
219000	-134.488610	740	1	3	'0 Z 0 0 Z Z 0 0 	D	0.293994	0.000000	0.293994	0.293994	0.000000	0.000000	0.293994	0.293994	0.002528	0.090220	0.000000	0.907252	0.319793	
220000	-135.033983	480	1	2	'Z 0 0 0 0 Z 0 0 	I	0.000000	0.241247	0.241247	0.241247	0.241247	0.000000	0.241247	0.241247	0.000000	0.408013	0.000000	0.591987	0.332745	
221000	-134.729412	332	1	1	'0 0 0 0 0 0 Z 0 	D	0.149619	0.149619	0.149619	0.149619	0.149619	0.149619	0.000000	0.149619	0.190791	0.013032	0.762852	0.033324	0.255205	
222000	-133.518798	388	1	1	'0 0 0 0 0 Z 0 0 	D	0.226636	0.226636	0.226636	0.226636	0.226636	0.000000	0.226636	0.226636	0.224929	0.189052	0.175691	0.410327	0.151518	
223000	-133.811266	938	1	1	'0 0 0 0 0 0 Z 0 	D	0.170810	0.170810	0.170810	0.170810	0.170810	0.170810	0.000000	0.170810	0.276464	0.037291	0.631977	0.054268	0.452740	
224000	-133.303602	788	1	1	'0 0 0 0 0 Z 0 0 	D	0.218803	0.218803	0.218803	0.218803	0.218803	0.000000	0.218803	0.218803	0.233260	0.182908	0.231613	0.352219	0.184627	
225000	-135.986646	142	1	2	'0 0 0 0 Z 0 Z 0 	I	0.194632	0.194632	0.194632	0.194632	0.000000	0.194632	0.000000	0.194632	0.890752	0.109246	0.000002	0.000000	0.340514	
226000	-132.957198	272	1	2	'0 0 0 0 Z Z 0 0 	D	0.221913	0.221913	0.221913	0.221913	0.000000	0.000000	0.221913	0.221913	0.354400	0.235984	0.000000	0.409616	0.297257	
227000	-134.422499	196	1	2	'0 0 0 0 Z 0 Z 0 	I	0.155537	0.155537	0.155537	0.155537	0.000000	0.155537	0.000000	0.155537	0.934574	0.065419	0.000006	0.000000	0.493334	
228000	-133.202183	449	1	2	'0 0 0 0 Z Z 0 0 	D	0.226466	0.226466	0.226466	0.226466	0.000000	0.000000	0.226466	0.226466	0.254193	0.423749	0.000000	0.322058	0.321340	
229000	-134.667049	427	1	0	'0 0 0 0 0 0 0 0 	I	0.187324	0.187324	0.187324	0.187324	0.187324	0.187324	0.187324	0.187324	0.206657	0.026210	0.680791	0.086342	0.234048	
230000	-135.001428	709	1	2	'0 0 0 0 Z Z 0 0 	D	0.227796	0.227796	0.227796	0.227796	0.000000	0.000000	0.227796	0.227796	0.334137	0.257303	0.000000	0.408560	0.224465	
231000	-135.112301	133	1	3	'0 0 0 0 Z Z Z 0 	D	0.149091	0.149091	0.149091	0.149091	0.000000	0.000000	0.000000	0.149091	0.706660	0.293338	0.000000	0.000002	0.226516	
232000	-134.400246	799	1	0	'0 0 0 0 0 0 0 0 	I	0.136318	0.136318	0.136318	0.136318	0.136318	0.136318	0.136318	0.136318	0.074575	0.005096	0.861464	0.058865	0.276967	
233000	-137.811665	366	1	4	'Z 0 0 0 Z Z Z 0 	I	0.000000	0.245135	0.245135	0.245135	0.000000	0.000000	0.000000	0.245135	0.000000	0.999998	0.000000	0.000001	0.410845	
234000	-134.265061	724	1	0	'0 0 0 0 0 0 0 0 	I	0.167354	0.167354	0.167354	0.167354	0.167354	0.167354	0.167354	0.167354	0.115692	0.008933	0.812629	0.062746	0.301252	
235000	-134.690696	827	1	1	'0 0 0 0 Z 0 0 0 	D	0.189866	0.189866	0.189866	0.189866	0.000000	0.189866	0.189866	0.189866	0.769630	0.080614	0.080834	0.068923	0.242374	
236000	-133.131247	39	1	1	'0 0 0 0 0 Z 0 0 	D	0.160851	0.160851	0.160851	0.160851	0.160851	0.000000	0.160851	0.160851	0.176125	0.062079	0.224696	0.537100	0.335929	
237000	-135.247390	751	1	1	'0 0 0 0 0 Z 0 0 	D	0.148656	0.148656	0.148656	0.148656	0.148656	0.000000	0.148656	0.148656	0.160361	0.056254	0.275935	0.507450	0.376917	
238000	-134.216808	238	1	1	'0 0 0 0 0 Z 0 0 	D	0.236957	0.236957	0.236957	0.236957	0.236957	0.000000	0.236957	0.236957	0.227557	0.196890	0.167416	0.408137	0.466787	
239000	-134.715031	936	1	3	'0 0 0 0 Z Z Z 0 	D	0.199213	0.199213	0.199213	0.199213	0.000000	0.000000	0.000000	0.199213	0.613774	0.386225	0.000000	0.000001	0.244612	
240000	-133.006824	611	1	3	'Z 0 0 0 Z Z 0 0 	D	0.000000	0.229757	0.229757	0.229757	0.000000	0.000000	0.229757	0.229757	0.000000	0.367545	0.000000	0.632455	0.441934	
241000	-136.664891	853	1	4	'Z 0 0 0 Z Z Z 0 	I	0.000000	0.169909	0.169909	0.169909	0.000000	0.000000	0.000000	0.169909	0.000000	0.999995	0.000000	0.000005	0.215834	
242000	-135.038415	482	1	3	'0 Z 0 0 Z Z 0 0 	D	0.341993	0.000000	0.341993	0.341993	0.000000	0.000000	0.341993	0.341993	0.001223	0.077444	0.000000	0.921333	0.111449	
243000	-133.406744	729	1	1	'0 0 0 0 0 Z 0 0 	D	0.175523	0.175523	0.175523	0.175523	0.175523	0.000000	0.175523	0.175523	0.160985	0.095537	0.197820	0.545658	0.324668	
244000	-134.342482	490	1	2	'0 0 0 0 Z Z 0 0 	D	0.171109	0.171109	0.171109	0.171109	0.000000	0.000000	0.171109	0.171109	0.595581	0.079260	0.000000	0.325158	0.326333	
245000	-134.959800	212	1	2	'Z 0 0 0 0 Z 0 0 	I	0.000000	0.190604	0.190604	0.190604	0.190604	0.000000	0.190604	0.190604	0.000000	0.205257	0.000000	0.794743	0.139657	
246000	-133.592563	980	1	2	'0 0 0 0 Z Z 0 0 	D	0.193372	0.193372	0.193372	0.193372	0.000000	0.000000	0.193372	0.193372	0.323573	0.206640	0.000000	0.469786	0.181718	
247000	-134.383839	157	1	0	'0 0 0 0 0 0 0 0 	I	0.204559	0.204559	0.204559	0.204559	0.204559	0.204559	0.204559	0.204559	0.250516	0.047474	0.590169	0.111841	0.159299	
248000	-135.716559	771	1	4	'Z Z 0 0 Z Z 0 0 	D	0.000000	0.000000	0.262644	0.262644	0.000000	0.000000	0.262644	0.262644	0.000000	0.009889	0.000000	0.990111	0.272957	
249000	-133.700437	592	1	1	'0 0 0 0 0 Z 0 0 	D	0.169868	0.169868	0.169868	0.169868	0.169868	0.000000	0.169868	0.169868	0.168744	0.057226	0.202960	0.571070	0.179731	
250000	-132.641532	895	1	3	'Z 0 0 0 Z Z 0 0 	D	0.000000	0.235255	0.235255	0.235255	0.000000	0.000000	0.235255	0.235255	0.000000	0.393975	0.000000	0.606025	0.410226	
251000	-132.419419	242	1	1	'0 0 0 0 0 Z 0 0 	D	0.174607	0.174607	0.174607	0.174607	0.174607	0.000000	0.174607	0.174607	0.241054	0.053708	0.293058	0.412180	0.327945	
252000	-133.195690	604	1	0	'0 0 0 0 0 0 0 0 	I	0.091963	0.091963	0.091963	0.091963	0.091963	0.091963	0.091963	0.091963	0.010465	0.000049	0.984892	0.004594	0.231672	
253000	-132.517721	251	1	0	'0 0 0 0 0 0 0 0 	I	0.159069	0.159069	0.159069	0.159069	0.159069	0.159069	0.159069	0.159069	0.155021	0.007865	0.796694	0.040421	0.462902	
254000	-133.568369	823	1	0	'0 0 0 0 0 0 0 0 	I	0.111893	0.111893	0.111893	0.111893	0.111893	0.111893	0.111893	0.111893	0.072427	0.001190	0.911411	0.014972	0.330444	
255000	-132.446491	574	1	0	'0 0 0 0 0 0 0 0 	I	0.164475	0.164475	0.164475	0.164475	0.164475	0.164475	0.164475	0.164475	0.110597	0.008105	0.821124	0.060174	0.293927	
256000	-133.563281	298	1	0	'0 0 0 0 0 0 0 0 	I	0.144364	0.144364	0.144364	0.144364	0.144364	0.144364	0.144364	0.144364	0.066510	0.003155	0.888198	0.042136	0.167999	
257000	-135.201395	334	1	1	'0 0 0 0 0 0 0 Z 	D	0.152373	0.152373	0.152373	0.152373	0.152373	0.152373	0.152373	0.000000	0.139829	0.002672	0.857476	0.000023	0.118147	
258000	-132.491884	863	1	3	'Z 0 0 0 Z Z 0 0 	D	0.000000	0.216492	0.216492	0.216492	0.000000	0.000000	0.216492	0.216492	0.000000	0.336877	0.000000	0.663123	0.310928	
259000	-133.424801	469	1	3	'Z 0 0 0 Z Z 0 0 	D	0.000000	0.195332	0.195332	0.195332	0.000000	0.000000	0.195332	0.195332	0.000000	0.273191	0.000000	0.726809	0.101052	
260000	-134.238495	938	1	1	'0 0 0 0 0 0 Z 0 	D	0.117959	0.117959	0.117959	0.117959	0.117959	0.117959	0.000000	0.117959	0.121414	0.004598	0.855440	0.018548	0.144496	
261000	-133.094286	540	1	3	'Z 0 0 0 Z Z 0 0 	D	0.000000	0.181296	0.181296	0.181296	0.000000	0.000000	0.181296	0.181296	0.000000	0.208153	0.000000	0.791847	0.368594	
262000	-140.556152	725	1	1	'0 Z 0 0 0 0 0 0 	D	0.124416	0.000000	0.124416	0.124416	0.124416	0.124416	0.124416	0.124416	0.000000	0.000287	0.923798	0.075915	0.261140	
263000	-133.340816	818	1	0	'0 0 0 0 0 0 0 0 	I	0.174819	0.174819	0.174819	0.174819	0.174819	0.174819	0.174819	0.174819	0.151725	0.010283	0.784803	0.053189	0.238922	
264000	-135.462280	262	1	2	'Z 0 0 0 0 Z 0 0 	I	0.000000	0.198579	0.198579	0.198579	0.198579	0.000000	0.198579	0.198579	0.000000	0.222224	0.000000	0.777776	0.406458	
265000	-134.025701	270	1	1	'0 0 0 0 Z 0 0 0 	D	0.162545	0.162545	0.162545	0.162545	0.000000	0.162545	0.162545	0.162545	0.793236	0.037047	0.106547	0.063169	0.116885	
266000	-133.806608	134	1	2	'0 0 0 0 Z Z 0 0 	D	0.200335	0.200335	0.200335	0.200335	0.000000	0.000000	0.200335	0.200335	0.387157	0.187037	0.000000	0.425806	0.199240	
267000	-133.764615	834	1	2	'Z 0 0 0 0 Z 0 0 	I	0.000000	0.189024	0.189024	0.189024	0.189024	0.000000	0.189024	0.189024	0.000000	0.209692	0.000000	0.790308	0.375979	
268000	-134.259169	561	1	0	'0 0 0 0 0 0 0 0 	I	0.110602	0.110602	0.110602	0.110602	0.110602	0.110602	0.110602	0.110602	0.030932	0.001403	0.925665	0.042000	0.138010	
269000	-132.556787	208	1	2	'0 0 0 0 Z Z 0 0 	D	0.194207	0.194207	0.194207	0.194207	0.000000	0.000000	0.194207	0.194207	0.439975	0.178873	0.000000	0.381152	0.310644	
270000	-134.855474	841	1	1	'0 0 0 0 0 Z 0 0 	D	0.124198	0.124198	0.124198	0.124198	0.124198	0.000000	0.124198	0.124198	0.102856	0.027950	0.207713	0.661482	0.421766	
271000	-133.746141	894	1	1	'0 0 0 0 0 Z 0 0 	D	0.213705	0.213705	0.213705	0.213705	0.213705	0.000000	0.213705	0.213705	0.250515	0.182278	0.227764	0.339443	0.465668	
272000	-133.455554	170	1	0	'0 0 0 0 0 0 0 0 	I	0.162119	0.162119	0.162119	0.162119	0.162119	0.162119	0.162119	0.162119	0.121714	0.013480	0.778576	0.086230	0.430087	
273000	-133.664330	290	1	2	'0 0 0 0 Z Z 0 0 	D	0.187186	0.187186	0.187186	0.187186	0.000000	0.000000	0.187186	0.187186	0.465438	0.146923	0.000000	0.387639	0.177372	
274000	-133.399112	613	1	1	'0 0 0 0 0 Z 0 0 	D	0.205420	0.205420	0.205420	0.205420	0.205420	0.000000	0.205420	0.205420	0.230221	0.127550	0.230631	0.411599	0.190058	
275000	-134.231358	779	1	3	'0 0 0 0 Z Z Z 0 	D	0.217013	0.217013	0.217013	0.217013	0.000000	0.000000	0.000000	0.217013	0.540891	0.459108	0.000000	0.000001	0.147453	
276000	-134.278240	732	1	2	'0 0 0 0 Z 0 Z 0 	I	0.198042	0.198042	0.198042	0.198042	0.000000	0.198042	0.000000	0.198042	0.880909	0.119090	0.000001	0.000000	0.474139	
277000	-137.284141	845	1	1	'0 0 0 0 0 Z 0 0 	D	0.309831	0.309831	0.309831	0.309831	0.309831	0.000000	0.309831	0.309831	0.249877	0.294662	0.153977	0.301484	0.396677	
278000	-136.996812	763	1	3	'0 Z 0 0 Z Z 0 0 	D	0.582352	0.000000	0.582352	0.582352	0.000000	0.000000	0.582352	0.582352	0.099983	0.343845	0.000000	0.556172	0.321655	
279000	-134.721937	437	1	1	'0 0 0 0 0 Z 0 0 	D	0.261387	0.261387	0.261387	0.261387	0.261387	0.000000	0.261387	0.261387	0.228523	0.242663	0.151092	0.377722	0.281182	
280000	-131.994099	312	1	0	'0 0 0 0 0 0 0 0 	I	0.131544	0.131544	0.131544	0.131544	0.131544	0.131544	0.131544	0.131544	0.071319	0.005455	0.857625	0.065601	0.198763	
281000	-134.938473	188	1	2	'0 0 0 0 Z 0 Z 0 	I	0.163611	0.163611	0.163611	0.163611	0.000000	0.163611	0.000000	0.163611	0.915294	0.084701	0.000005	0.000000	0.156520	
282000	-136.088017	19	1	4	'0 0 0 0 Z Z Z Z 	D	0.207646	0.207646	0.207646	0.207646	0.000000	0.000000	0.000000	0.000000	0.975631	0.024369	0.000000	0.000000	0.094203	
283000	-133.401433	325	1	1	'0 0 0 0 0 Z 0 0 	D	0.230342	0.230342	0.230342	0.230342	0.230342	0.000000	0.230342	0.230342	0.238887	0.177094	0.186275	0.397744	0.403401	
284000	-135.510274	389	1	3	'0 0 0 0 Z Z 0 Z 	D	0.206436	0.206436	0.206436	0.206436	0.000000	0.000000	0.206436	0.000000	0.982579	0.017348	0.000000	0.000073	0.240060	
285000	-133.599794	201	1	0	'0 0 0 0 0 0 0 0 	I	0.152909	0.152909	0.152909	0.152909	0.152909	0.152909	0.152909	0.152909	0.111747	0.004730	0.847640	0.035882	0.156847	
286000	-134.780094	977	1	2	'0 0 0 0 Z Z 0 0 	D	0.147822	0.147822	0.147822	0.147822	0.000000	0.000000	0.147822	0.147822	0.463620	0.085913	0.000000	0.450467	0.312250	
287000	-133.625780	980	1	0	'0 0 0 0 0 0 0 0 	I	0.116706	0.116706	0.116706	0.116706	0.116706	0.116706	0.116706	0.116706	0.021311	0.000570	0.952661	0.025459	0.248115	
288000	-137.440779	236	1	1	'0 0 0 0 0 0 0 Z 	D	0.097238	0.097238	0.097238	0.097238	0.097238	0.097238	0.097238	0.000000	0.022377	0.000120	0.977503	0.000000	0.080532	
289000	-137.085540	242	1	1	'0 0 0 0 0 0 Z 0 	D	0.238854	0.238854	0.238854	0.238854	0.238854	0.238854	0.000000	0.238854	0.391867	0.097776	0.433071	0.077286	0.197595	
290000	-134.826102	696	1	2	'0 0 0 0 Z 0 Z 0 	I	0.146332	0.146332	0.146332	0.146332	0.000000	0.146332	0.000000	0.146332	0.967943	0.032051	0.000006	0.000000	0.398826	
291000	-136.429530	487	1	2	'0 0 0 0 Z 0 Z 0 	I	0.137462	0.137462	0.137462	0.137462	0.000000	0.137462	0.000000	0.137462	0.933379	0.066609	0.000011	0.000001	0.272073	
292000	-133.523340	418	1	2	'0 0 0 0 Z Z 0 0 	D	0.207371	0.207371	0.207371	0.207371	0.000000	0.000000	0.207371	0.207371	0.266082	0.354984	0.000000	0.378933	0.154953	
293000	-134.710804	892	1	1	'0 0 0 0 Z 0 0 0 	D	0.156110	0.156110	0.156110	0.156110	0.000000	0.156110	0.156110	0.156110	0.781255	0.067820	0.094841	0.056084	0.256050	
294000	-137.085179	49	1	3	'Z 0 0 0 0 Z Z 0 	D	0.000000	0.211124	0.211124	0.211124	0.211124	0.000000	0.000000	0.211124	0.000000	0.999999	0.000000	0.000001	0.415899	
295000	-133.846610	281	1	0	'0 0 0 0 0 0 0 0 	I	0.114102	0.114102	0.114102	0.114102	0.114102	0.114102	0.114102	0.114102	0.012887	0.000317	0.963088	0.023708	0.049596	
296000	-133.859413	619	1	1	'0 0 0 0 0 0 Z 0 	D	0.135225	0.135225	0.135225	0.135225	0.135225	0.135225	0.000000	0.135225	0.168804	0.020769	0.719804	0.090623	0.185561	
297000	-134.214312	365	1	2	'0 0 0 0 Z Z 0 0 	D	0.185105	0.185105	0.185105	0.185105	0.000000	0.000000	0.185105	0.185105	0.371189	0.179460	0.000000	0.449351	0.107888	
298000	-133.928207	202	1	3	'0 0 0 0 Z Z Z 0 	D	0.177204	0.177204	0.177204	0.177204	0.000000	0.000000	0.000000	0.177204	0.731762	0.268237	0.000000	0.000001	0.093974	
299000	-135.548853	187	1	3	'Z 0 0 0 Z Z 0 0 	D	0.000000	0.166572	0.166572	0.166572	0.000000	0.000000	0.166572	0.166572	0.000000	0.166578	0.000000	0.833422	0.337546	
300000	-133.302351	49	1	1	'0 0 0 0 0 Z 0 0 	D	0.162864	0.162864	0.162864	0.162864	0.162864	0.000000	0.162864	0.162864	0.163679	0.045517	0.241771	0.549033	0.339363	
301000	-136.775845	155	1	3	'Z 0 0 0 Z Z 0 0 	D	0.000000	0.286678	0.286678	0.286678	0.000000	0.000000	0.286678	0.286678	0.000000	0.477778	0.000000	0.522221	0.145801	
302000	-133.582294	525	1	3	'0 0 0 0 Z Z Z 0 	D	0.188257	0.188257	0.188257	0.188257	0.000000	0.000000	0.000000	0.188257	0.686630	0.313369	0.000000	0.000001	0.091450	
303000	-134.866059	366	1	1	'0 0 0 0 Z 0 0 0 	D	0.174532	0.174532	0.174532	0.174532	0.000000	0.174532	0.174532	0.174532	0.744003	0.105985	0.083133	0.066880	0.136795	
304000	-133.435829	279	1	3	'Z 0 0 0 Z Z 0 0 	D	0.000000	0.202374	0.202374	0.202374	0.000000	0.000000	0.202374	0.202374	0.000000	0.285130	0.000000	0.714870	0.462030	
305000	-132.496189	570	1	3	'Z 0 0 0 Z Z 0 0 	D	0.000000	0.230057	0.230057	0.230057	0.000000	0.000000	0.230057	0.230057	0.000000	0.392282	0.000000	0.607718	0.162061	
306000	-133.017258	574	1	1	'0 0 0 0 Z 0 0 0 	D	0.163838	0.163838	0.163838	0.163838	0.000000	0.163838	0.163838	0.163838	0.829446	0.043202	0.077663	0.049689	0.244849	
307000	-133.918026	781	1	2	'0 0 0 0 Z Z 0 0 	D	0.169261	0.169261	0.169261	0.169261	0.000000	0.000000	0.169261	0.169261	0.343282	0.161184	0.000000	0.495534	0.274598	
308000	-135.838476	710	1	3	'Z 0 0 0 Z Z 0 0 	D	0.000000	0.158253	0.158253	0.158253	0.000000	0.000000	0.158253	0.158253	0.000000	0.140285	0.000000	0.859715	0.232353	
309000	-134.761661	91	1	1	'0 0 0 0 0 Z 0 0 	D	0.128072	0.128072	0.128072	0.128072	0.128072	0.000000	0.128072	0.128072	0.156653	0.021608	0.350817	0.470922	0.389080	
310000	-135.633592	32	1	2	'Z 0 0 0 0 Z 0 0 	I	0.000000	0.169571	0.169571	0.169571	0.169571	0.000000	0.169571	0.169571	0.000000	0.157171	0.000000	0.842829	0.371907	
311000	-132.877536	604	1	0	'0 0 0 0 0 0 0 0 	I	0.195068	0.195068	0.195068	0.195068	0.195068	0.195068	0.195068	0.195068	0.236516	0.018444	0.691144	0.053897	0.141489	
312000	-133.920930	597	1	1	'0 0 0 0 0 Z 0 0 	D	0.171523	0.171523	0.171523	0.171523	0.171523	0.000000	0.171523	0.171523	0.244062	0.074711	0.296973	0.384254	0.074233	
313000	-134.090496	836	1	2	'0 0 0 0 Z Z 0 0 	D	0.210021	0.210021	0.210021	0.210021	0.000000	0.000000	0.210021	0.210021	0.394069	0.195467	0.000000	0.410464	0.311607	
314000	-132.939808	660	1	1	'0 0 0 0 Z 0 0 0 	D	0.128315	0.128315	0.128315	0.128315	0.000000	0.128315	0.128315	0.128315	0.861402	0.050902	0.034970	0.052726	0.252813	
315000	-134.509814	96	1	4	'Z 0 0 0 Z Z Z 0 	I	0.000000	0.177375	0.177375	0.177375	0.000000	0.000000	0.000000	0.177375	0.000000	0.999996	0.000000	0.000004	0.157317	
316000	-133.512598	324	1	0	'0 0 0 0 0 0 0 0 	I	0.130084	0.130084	0.130084	0.130084	0.130084	0.130084	0.130084	0.130084	0.050026	0.002481	0.902721	0.044772	0.435718	
317000	-133.029392	748	2	0	'1 1 0 0 0 0 0 1 	D	0.203619	0.203619	0.120948	0.120948	0.120948	0.120948	0.120948	0.203619	0.248319	0.010339	0.668929	0.072413	0.221984	
318000	-132.647736	418	1	1	'0 0 0 0 Z 0 0 0 	D	0.165902	0.165902	0.165902	0.165902	0.000000	0.165902	0.165902	0.165902	0.830586	0.049571	0.053196	0.066648	0.166122	
319000	-132.704073	688	1	1	'0 0 0 0 Z 0 0 0 	D	0.159832	0.159832	0.159832	0.159832	0.000000	0.159832	0.159832	0.159832	0.697940	0.143764	0.082853	0.075443	0.231854	
320000	-135.630674	889	1	2	'0 0 0 0 Z 0 Z 0 	I	0.148942	0.148942	0.148942	0.148942	0.000000	0.148942	0.000000	0.148942	0.935970	0.064023	0.000007	0.000000	0.122065	
321000	-133.928490	44	1	1	'0 0 0 0 Z 0 0 0 	D	0.135948	0.135948	0.135948	0.135948	0.000000	0.135948	0.135948	0.135948	0.791712	0.030040	0.124091	0.054158	0.209308	
322000	-133.755743	867	1	3	'0 0 0 0 Z Z Z 0 	D	0.167620	0.167620	0.167620	0.167620	0.000000	0.000000	0.000000	0.167620	0.670905	0.329094	0.000000	0.000001	0.371425	
323000	-134.234491	127	1	1	'0 0 0 0 0 Z 0 0 	D	0.143483	0.143483	0.143483	0.143483	0.143483	0.000000	0.143483	0.143483	0.176690	0.036534	0.274305	0.512471	0.065696	
324000	-134.966715	807	1	1	'0 0 0 0 Z 0 0 0 	D	0.139230	0.139230	0.139230	0.139230	0.000000	0.139230	0.139230	0.139230	0.845636	0.024524	0.087108	0.042732	0.305467	
325000	-132.357348	536	1	3	'Z 0 0 0 Z Z 0 0 	D	0.000000	0.179049	0.179049	0.179049	0.000000	0.000000	0.179049	0.179049	0.000000	0.239782	0.000000	0.760218	0.243247	
326000	-131.992567	536	1	0	'0 0 0 0 0 0 0 0 	I	0.154373	0.154373	0.154373	0.154373	0.154373	0.154373	0.154373	0.154373	0.120819	0.010895	0.796463	0.071822	0.278738	
327000	-133.666465	208	1	0	'0 0 0 0 0 0 0 0 	I	0.219901	0.219901	0.219901	0.219901	0.219901	0.219901	0.219901	0.219901	0.271416	0.027948	0.635227	0.065409	0.222935	
328000	-134.836196	825	1	2	'0 0 0 0 Z Z 0 0 	D	0.164596	0.164596	0.164596	0.164596	0.000000	0.000000	0.164596	0.164596	0.393020	0.151301	0.000000	0.455679	0.294597	
329000	-134.092541	746	1	1	'0 0 0 0 0 Z 0 0 	D	0.217735	0.217735	0.217735	0.217735	0.217735	0.000000	0.217735	0.217735	0.228745	0.162746	0.195053	0.413456	0.103903	
330000	-135.093978	361	1	1	'0 0 0 0 0 Z 0 0 	D	0.146058	0.146058	0.146058	0.146058	0.146058	0.000000	0.146058	0.146058	0.157575	0.056215	0.235977	0.550234	0.087406	
331000	-136.877877	72	1	4	'Z Z 0 0 Z Z 0 0 	D	0.000000	0.000000	0.281967	0.281967	0.000000	0.000000	0.281967	0.281967	0.000000	0.020901	0.000000	0.979099	0.231494	
