Options:
Model:                           Discrete: Dependent
Tree File Name:                  an.treeS_hh_new.nex
Data File Name:                  hh_pol.bin2.txt
Log File Name:                   DEP_pol2.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            3996754486
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      10100000
Burn in:                         100000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Zero Rates:                      Yes
Schedule File:                   DEP_pol2.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     8
Base frequency (PI's):           None
Pis used in ancestral state estimation:      Yes
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Restrictions:
    q12                          RJ MCMC
    q13                          RJ MCMC
    q21                          RJ MCMC
    q24                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q42                          RJ MCMC
    q43                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - Hyper Prior exp (0.00,0.50) 
Tree Information
     Trees:                      1000
     Taxa:                       120
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	Dep / InDep	q12	q13	q21	q24	q31	q34	q42	q43	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	RJRates - Mean	
5361000	-132.725689	577	1	1	'0 0 0 0 0 Z 0 0 	D	0.162431	0.162431	0.162431	0.162431	0.162431	0.000000	0.162431	0.162431	0.154591	0.067262	0.227711	0.550436	0.309082	
5362000	-133.669637	728	1	1	'0 0 0 0 0 Z 0 0 	D	0.164926	0.164926	0.164926	0.164926	0.164926	0.000000	0.164926	0.164926	0.201468	0.057883	0.291464	0.449185	0.287146	
5363000	-134.420440	988	1	3	'0 0 0 0 Z Z Z 0 	D	0.180204	0.180204	0.180204	0.180204	0.000000	0.000000	0.000000	0.180204	0.589787	0.410212	0.000000	0.000001	0.293259	
5364000	-134.901319	695	1	2	'0 0 0 0 Z Z 0 0 	D	0.228859	0.228859	0.228859	0.228859	0.000000	0.000000	0.228859	0.228859	0.336031	0.239813	0.000000	0.424156	0.252051	
5365000	-134.648089	815	1	2	'0 0 0 0 Z Z 0 0 	D	0.190757	0.190757	0.190757	0.190757	0.000000	0.000000	0.190757	0.190757	0.320804	0.209604	0.000000	0.469591	0.112535	
5366000	-134.344245	154	1	3	'0 0 0 0 Z Z Z 0 	D	0.163487	0.163487	0.163487	0.163487	0.000000	0.000000	0.000000	0.163487	0.796466	0.203532	0.000000	0.000001	0.385380	
5367000	-133.935474	715	1	1	'0 0 0 0 0 Z 0 0 	D	0.205544	0.205544	0.205544	0.205544	0.205544	0.000000	0.205544	0.205544	0.215323	0.158494	0.199728	0.426455	0.355638	
5368000	-136.743064	643	1	4	'Z Z 0 0 Z Z 0 0 	D	0.000000	0.000000	0.296794	0.296794	0.000000	0.000000	0.296794	0.296794	0.000000	0.017186	0.000000	0.982814	0.418866	
5369000	-132.488721	470	1	2	'0 0 0 0 Z Z 0 0 	D	0.235004	0.235004	0.235004	0.235004	0.000000	0.000000	0.235004	0.235004	0.335157	0.216949	0.000000	0.447894	0.200744	
5370000	-133.032648	488	1	3	'Z 0 0 0 Z Z 0 0 	D	0.000000	0.202799	0.202799	0.202799	0.000000	0.000000	0.202799	0.202799	0.000000	0.308490	0.000000	0.691510	0.455701	
5371000	-134.512688	423	1	2	'0 0 0 0 Z Z 0 0 	D	0.154981	0.154981	0.154981	0.154981	0.000000	0.000000	0.154981	0.154981	0.518151	0.093782	0.000000	0.388067	0.277816	
5372000	-133.241815	899	1	1	'0 0 0 0 0 Z 0 0 	D	0.204938	0.204938	0.204938	0.204938	0.204938	0.000000	0.204938	0.204938	0.237531	0.123998	0.208151	0.430321	0.173939	
5373000	-135.075997	311	1	1	'0 0 0 0 Z 0 0 0 	D	0.135130	0.135130	0.135130	0.135130	0.000000	0.135130	0.135130	0.135130	0.805447	0.034957	0.111823	0.047774	0.278115	
5374000	-134.304122	110	1	1	'0 0 0 0 0 0 Z 0 	D	0.162748	0.162748	0.162748	0.162748	0.162748	0.162748	0.000000	0.162748	0.254306	0.034014	0.628323	0.083358	0.091911	
5375000	-134.214247	108	1	3	'Z 0 0 0 Z Z 0 0 	D	0.000000	0.172481	0.172481	0.172481	0.000000	0.000000	0.172481	0.172481	0.000000	0.217931	0.000000	0.782069	0.481337	
5376000	-132.676560	123	1	1	'0 0 0 0 0 0 Z 0 	D	0.131789	0.131789	0.131789	0.131789	0.131789	0.131789	0.000000	0.131789	0.268353	0.015538	0.700838	0.015270	0.394600	
5377000	-133.319982	734	1	1	'0 0 0 0 0 Z 0 0 	D	0.204844	0.204844	0.204844	0.204844	0.204844	0.000000	0.204844	0.204844	0.195321	0.140221	0.196996	0.467462	0.177535	
5378000	-134.554615	503	1	3	'Z 0 0 0 Z Z 0 0 	D	0.000000	0.219062	0.219062	0.219062	0.000000	0.000000	0.219062	0.219062	0.000000	0.325189	0.000000	0.674811	0.130867	
5379000	-132.844871	65	1	3	'Z 0 0 0 Z Z 0 0 	D	0.000000	0.223923	0.223923	0.223923	0.000000	0.000000	0.223923	0.223923	0.000000	0.331012	0.000000	0.668988	0.284257	
5380000	-134.717720	499	1	2	'0 0 0 0 Z Z 0 0 	D	0.243912	0.243912	0.243912	0.243912	0.000000	0.000000	0.243912	0.243912	0.315394	0.271702	0.000000	0.412905	0.433889	
5381000	-133.814951	963	1	3	'Z 0 0 0 Z Z 0 0 	D	0.000000	0.171215	0.171215	0.171215	0.000000	0.000000	0.171215	0.171215	0.000000	0.196254	0.000000	0.803746	0.306555	
5382000	-132.300745	688	1	3	'0 0 0 0 Z Z Z 0 	D	0.181703	0.181703	0.181703	0.181703	0.000000	0.000000	0.000000	0.181703	0.695673	0.304326	0.000000	0.000001	0.125044	
5383000	-134.017682	605	1	1	'0 0 0 0 Z 0 0 0 	D	0.186498	0.186498	0.186498	0.186498	0.000000	0.186498	0.186498	0.186498	0.831624	0.066088	0.039356	0.062931	0.084932	
5384000	-133.279246	362	1	3	'Z 0 0 0 Z Z 0 0 	D	0.000000	0.182083	0.182083	0.182083	0.000000	0.000000	0.182083	0.182083	0.000000	0.221583	0.000000	0.778417	0.437829	
5385000	-136.132804	726	1	4	'Z 0 0 0 Z Z Z 0 	I	0.000000	0.213480	0.213480	0.213480	0.000000	0.000000	0.000000	0.213480	0.000000	0.999998	0.000000	0.000002	0.245250	
5386000	-132.471352	66	1	3	'Z 0 0 0 Z Z 0 0 	D	0.000000	0.199012	0.199012	0.199012	0.000000	0.000000	0.199012	0.199012	0.000000	0.290967	0.000000	0.709033	0.209889	
5387000	-134.012985	49	1	2	'0 0 0 0 Z Z 0 0 	D	0.162806	0.162806	0.162806	0.162806	0.000000	0.000000	0.162806	0.162806	0.466721	0.086758	0.000000	0.446521	0.242437	
5388000	-135.016480	152	1	1	'0 0 0 0 0 0 Z 0 	D	0.134996	0.134996	0.134996	0.134996	0.134996	0.134996	0.000000	0.134996	0.160546	0.009466	0.787502	0.042487	0.161888	
5389000	-135.881699	315	1	4	'Z 0 0 0 Z Z Z 0 	I	0.000000	0.210079	0.210079	0.210079	0.000000	0.000000	0.000000	0.210079	0.000000	0.999998	0.000000	0.000002	0.121790	
5390000	-132.452119	208	1	3	'Z 0 0 0 Z Z 0 0 	D	0.000000	0.183621	0.183621	0.183621	0.000000	0.000000	0.183621	0.183621	0.000000	0.238542	0.000000	0.761458	0.195119	
5391000	-132.122637	27	1	3	'Z 0 0 0 Z Z 0 0 	D	0.000000	0.214172	0.214172	0.214172	0.000000	0.000000	0.214172	0.214172	0.000000	0.330178	0.000000	0.669822	0.166088	
5392000	-135.482129	638	1	2	'0 0 0 0 0 Z 0 Z 	D	0.179045	0.179045	0.179045	0.179045	0.179045	0.000000	0.179045	0.000000	0.334957	0.010312	0.654586	0.000145	0.206132	
5393000	-134.602548	195	1	1	'0 0 0 0 0 Z 0 0 	D	0.252438	0.252438	0.252438	0.252438	0.252438	0.000000	0.252438	0.252438	0.239559	0.216018	0.191457	0.352966	0.487588	
5394000	-132.616080	756	1	2	'Z 0 0 0 0 Z 0 0 	I	0.000000	0.222039	0.222039	0.222039	0.222039	0.000000	0.222039	0.222039	0.000000	0.319296	0.000000	0.680704	0.464453	
5395000	-139.143478	292	1	1	'0 0 Z 0 0 0 0 0 	D	0.189362	0.189362	0.000000	0.189362	0.189362	0.189362	0.189362	0.189362	0.229278	0.009401	0.642819	0.118502	0.145302	
5396000	-134.078849	589	1	0	'0 0 0 0 0 0 0 0 	I	0.114214	0.114214	0.114214	0.114214	0.114214	0.114214	0.114214	0.114214	0.012390	0.000208	0.971138	0.016265	0.223949	
5397000	-133.471748	30	1	2	'0 0 0 0 Z Z 0 0 	D	0.198644	0.198644	0.198644	0.198644	0.000000	0.000000	0.198644	0.198644	0.385302	0.174082	0.000000	0.440616	0.378887	
5398000	-133.267461	731	1	3	'0 0 0 0 Z Z Z 0 	D	0.202242	0.202242	0.202242	0.202242	0.000000	0.000000	0.000000	0.202242	0.557619	0.442380	0.000000	0.000001	0.139990	
5399000	-132.016085	312	1	0	'0 0 0 0 0 0 0 0 	I	0.127322	0.127322	0.127322	0.127322	0.127322	0.127322	0.127322	0.127322	0.064409	0.004544	0.869690	0.061357	0.227489	
5400000	-133.029160	994	1	3	'Z 0 0 0 Z Z 0 0 	D	0.000000	0.212573	0.212573	0.212573	0.000000	0.000000	0.212573	0.212573	0.000000	0.350288	0.000000	0.649712	0.353030	
5401000	-135.161825	113	1	2	'0 0 0 0 Z Z 0 0 	D	0.273452	0.273452	0.273452	0.273452	0.000000	0.000000	0.273452	0.273452	0.306390	0.328179	0.000000	0.365430	0.359462	
5402000	-135.420128	8	1	3	'0 Z 0 0 Z Z 0 0 	D	0.413630	0.000000	0.413630	0.413630	0.000000	0.000000	0.413630	0.413630	0.016699	0.172993	0.000000	0.810308	0.201567	
5403000	-133.991805	576	1	1	'0 0 0 0 0 Z 0 0 	D	0.188041	0.188041	0.188041	0.188041	0.188041	0.000000	0.188041	0.188041	0.202537	0.109874	0.249804	0.437784	0.297251	
5404000	-133.552152	797	1	3	'Z 0 0 0 Z Z 0 0 	D	0.000000	0.195126	0.195126	0.195126	0.000000	0.000000	0.195126	0.195126	0.000000	0.271027	0.000000	0.728973	0.155908	
5405000	-134.508973	266	1	1	'0 0 0 0 0 Z 0 0 	D	0.173052	0.173052	0.173052	0.173052	0.173052	0.000000	0.173052	0.173052	0.283045	0.106328	0.292350	0.318277	0.263099	
5406000	-133.090223	938	1	1	'0 0 0 0 Z 0 0 0 	D	0.196677	0.196677	0.196677	0.196677	0.000000	0.196677	0.196677	0.196677	0.788347	0.057742	0.079494	0.074417	0.324889	
5407000	-134.071192	800	1	4	'Z Z 0 0 Z Z 0 0 	D	0.000000	0.000000	0.272138	0.272138	0.000000	0.000000	0.272138	0.272138	0.000000	0.036288	0.000000	0.963712	0.382223	
5408000	-134.827092	785	1	2	'0 0 0 0 Z Z 0 0 	D	0.160182	0.160182	0.160182	0.160182	0.000000	0.000000	0.160182	0.160182	0.515745	0.085321	0.000000	0.398934	0.296954	
5409000	-133.329472	253	1	2	'0 0 0 0 Z Z 0 0 	D	0.190387	0.190387	0.190387	0.190387	0.000000	0.000000	0.190387	0.190387	0.421243	0.155558	0.000000	0.423199	0.104184	
5410000	-132.686492	678	1	3	'Z 0 0 0 Z Z 0 0 	D	0.000000	0.224375	0.224375	0.224375	0.000000	0.000000	0.224375	0.224375	0.000000	0.339732	0.000000	0.660268	0.203187	
5411000	-134.652329	120	1	3	'0 0 0 0 Z Z Z 0 	D	0.187944	0.187944	0.187944	0.187944	0.000000	0.000000	0.000000	0.187944	0.571793	0.428205	0.000000	0.000001	0.275984	
5412000	-134.540370	824	1	1	'0 0 0 0 0 0 Z 0 	D	0.164307	0.164307	0.164307	0.164307	0.164307	0.164307	0.000000	0.164307	0.301771	0.030506	0.632605	0.035118	0.252253	
5413000	-133.269708	727	1	1	'0 0 0 0 Z 0 0 0 	D	0.148598	0.148598	0.148598	0.148598	0.000000	0.148598	0.148598	0.148598	0.765698	0.031801	0.130665	0.071836	0.334791	
5414000	-135.211844	717	1	3	'0 0 0 0 Z Z Z 0 	D	0.226135	0.226135	0.226135	0.226135	0.000000	0.000000	0.000000	0.226135	0.581724	0.418275	0.000000	0.000001	0.333113	
5415000	-132.242057	727	1	1	'0 0 0 0 0 Z 0 0 	D	0.198790	0.198790	0.198790	0.198790	0.198790	0.000000	0.198790	0.198790	0.190780	0.124241	0.172169	0.512810	0.357452	
5416000	-132.760497	683	1	2	'0 0 0 0 Z Z 0 0 	D	0.206616	0.206616	0.206616	0.206616	0.000000	0.000000	0.206616	0.206616	0.363689	0.189531	0.000000	0.446781	0.491279	
5417000	-133.751059	78	1	1	'0 0 0 0 0 Z 0 0 	D	0.176091	0.176091	0.176091	0.176091	0.176091	0.000000	0.176091	0.176091	0.219064	0.081608	0.291729	0.407599	0.196675	
5418000	-136.616816	495	1	3	'0 0 0 0 0 Z Z Z 	D	0.163242	0.163242	0.163242	0.163242	0.163242	0.000000	0.000000	0.000000	0.307789	0.002746	0.689465	0.000000	0.253303	
5419000	-134.637625	907	1	2	'0 0 0 0 Z Z 0 0 	D	0.132321	0.132321	0.132321	0.132321	0.000000	0.000000	0.132321	0.132321	0.520813	0.044790	0.000000	0.434397	0.249171	
5420000	-134.310277	285	1	3	'Z 0 0 0 Z Z 0 0 	D	0.000000	0.232921	0.232921	0.232921	0.000000	0.000000	0.232921	0.232921	0.000000	0.375041	0.000000	0.624959	0.122476	
5421000	-133.516602	188	1	3	'Z 0 0 0 Z Z 0 0 	D	0.000000	0.253136	0.253136	0.253136	0.000000	0.000000	0.253136	0.253136	0.000000	0.425755	0.000000	0.574245	0.323545	
5422000	-136.257633	817	1	0	'0 0 0 0 0 0 0 0 	I	0.221362	0.221362	0.221362	0.221362	0.221362	0.221362	0.221362	0.221362	0.260240	0.037386	0.614145	0.088228	0.202862	
5423000	-134.373529	313	1	1	'0 0 0 0 0 Z 0 0 	D	0.167048	0.167048	0.167048	0.167048	0.167048	0.000000	0.167048	0.167048	0.160254	0.074720	0.212698	0.552328	0.408762	
5424000	-133.594131	290	1	2	'0 0 0 0 Z Z 0 0 	D	0.196866	0.196866	0.196866	0.196866	0.000000	0.000000	0.196866	0.196866	0.436201	0.167601	0.000000	0.396198	0.480395	
5425000	-133.830880	412	1	3	'Z 0 0 0 Z Z 0 0 	D	0.000000	0.191569	0.191569	0.191569	0.000000	0.000000	0.191569	0.191569	0.000000	0.233083	0.000000	0.766917	0.219296	
5426000	-136.828634	659	1	1	'0 0 0 0 0 0 Z 0 	D	0.223995	0.223995	0.223995	0.223995	0.223995	0.223995	0.000000	0.223995	0.334498	0.143293	0.377754	0.144455	0.177359	
5427000	-132.313854	333	1	2	'0 0 0 0 Z 0 Z 0 	I	0.163259	0.163259	0.163259	0.163259	0.000000	0.163259	0.000000	0.163259	0.925579	0.074419	0.000002	0.000000	0.231446	
5428000	-132.497687	19	1	0	'0 0 0 0 0 0 0 0 	I	0.118162	0.118162	0.118162	0.118162	0.118162	0.118162	0.118162	0.118162	0.027518	0.000832	0.943131	0.028519	0.151341	
5429000	-133.420272	529	1	1	'0 0 0 0 0 Z 0 0 	D	0.244705	0.244705	0.244705	0.244705	0.244705	0.000000	0.244705	0.244705	0.240031	0.233033	0.191000	0.335936	0.218594	
5430000	-133.959730	551	1	2	'0 0 0 0 Z Z 0 0 	D	0.183218	0.183218	0.183218	0.183218	0.000000	0.000000	0.183218	0.183218	0.348024	0.160507	0.000000	0.491469	0.177585	
5431000	-132.608364	688	1	1	'0 0 0 0 0 Z 0 0 	D	0.235915	0.235915	0.235915	0.235915	0.235915	0.000000	0.235915	0.235915	0.247410	0.220424	0.239761	0.292406	0.402273	
5432000	-132.262158	587	1	3	'Z 0 0 0 Z Z 0 0 	D	0.000000	0.199323	0.199323	0.199323	0.000000	0.000000	0.199323	0.199323	0.000000	0.256104	0.000000	0.743896	0.473955	
5433000	-133.796531	902	1	0	'0 0 0 0 0 0 0 0 	I	0.110083	0.110083	0.110083	0.110083	0.110083	0.110083	0.110083	0.110083	0.044862	0.002426	0.903829	0.048882	0.441388	
5434000	-133.027369	756	1	1	'0 0 0 0 0 Z 0 0 	D	0.267884	0.267884	0.267884	0.267884	0.267884	0.000000	0.267884	0.267884	0.266877	0.223398	0.178823	0.330902	0.296735	
5435000	-133.299396	211	1	3	'0 0 0 0 Z Z Z 0 	D	0.173036	0.173036	0.173036	0.173036	0.000000	0.000000	0.000000	0.173036	0.684737	0.315261	0.000000	0.000002	0.492216	
5436000	-132.547461	756	1	2	'Z 0 0 0 0 Z 0 0 	I	0.000000	0.210031	0.210031	0.210031	0.210031	0.000000	0.210031	0.210031	0.000000	0.278649	0.000000	0.721351	0.375433	
5437000	-130.872443	208	1	0	'0 0 0 0 0 0 0 0 	I	0.138367	0.138367	0.138367	0.138367	0.138367	0.138367	0.138367	0.138367	0.050890	0.000822	0.933206	0.015081	0.214848	
5438000	-132.921983	312	1	3	'Z 0 0 0 Z Z 0 0 	D	0.000000	0.242802	0.242802	0.242802	0.000000	0.000000	0.242802	0.242802	0.000000	0.402456	0.000000	0.597544	0.404739	
5439000	-133.182622	23	1	3	'Z 0 0 0 Z Z 0 0 	D	0.000000	0.186029	0.186029	0.186029	0.000000	0.000000	0.186029	0.186029	0.000000	0.187987	0.000000	0.812013	0.269211	
5440000	-135.955512	497	1	0	'0 0 0 0 0 0 0 0 	I	0.217405	0.217405	0.217405	0.217405	0.217405	0.217405	0.217405	0.217405	0.275612	0.046243	0.580711	0.097434	0.314975	
5441000	-134.332439	831	1	1	'0 0 0 0 Z 0 0 0 	D	0.174520	0.174520	0.174520	0.174520	0.000000	0.174520	0.174520	0.174520	0.853332	0.041290	0.058488	0.046889	0.421958	
5442000	-134.041833	304	1	2	'0 0 0 0 Z Z 0 0 	D	0.157357	0.157357	0.157357	0.157357	0.000000	0.000000	0.157357	0.157357	0.411305	0.136350	0.000000	0.452345	0.188280	
5443000	-134.443886	63	1	2	'Z 0 0 0 0 Z 0 0 	I	0.000000	0.224875	0.224875	0.224875	0.224875	0.000000	0.224875	0.224875	0.000000	0.341037	0.000000	0.658963	0.433981	
5444000	-132.995375	367	1	3	'Z 0 0 0 Z Z 0 0 	D	0.000000	0.229247	0.229247	0.229247	0.000000	0.000000	0.229247	0.229247	0.000000	0.356830	0.000000	0.643170	0.112468	
5445000	-133.952350	157	1	1	'0 0 0 0 0 Z 0 0 	D	0.205168	0.205168	0.205168	0.205168	0.205168	0.000000	0.205168	0.205168	0.198603	0.177007	0.182975	0.441416	0.415589	
5446000	-132.454321	278	1	3	'Z 0 0 0 Z Z 0 0 	D	0.000000	0.229574	0.229574	0.229574	0.000000	0.000000	0.229574	0.229574	0.000000	0.353614	0.000000	0.646386	0.396713	
5447000	-133.508881	807	1	0	'0 0 0 0 0 0 0 0 	I	0.136009	0.136009	0.136009	0.136009	0.136009	0.136009	0.136009	0.136009	0.059157	0.002334	0.902883	0.035625	0.334590	
5448000	-133.463383	842	1	0	'0 0 0 0 0 0 0 0 	I	0.139128	0.139128	0.139128	0.139128	0.139128	0.139128	0.139128	0.139128	0.042425	0.001182	0.930478	0.025916	0.417475	
5449000	-135.673982	19	1	3	'0 0 0 0 Z Z 0 Z 	D	0.214108	0.214108	0.214108	0.214108	0.000000	0.000000	0.214108	0.000000	0.968781	0.030823	0.000000	0.000396	0.338114	
5450000	-134.074663	354	1	1	'0 0 0 0 0 Z 0 0 	D	0.166575	0.166575	0.166575	0.166575	0.166575	0.000000	0.166575	0.166575	0.158173	0.082988	0.185478	0.573361	0.227679	
5451000	-132.334408	123	1	1	'0 0 0 0 0 Z 0 0 	D	0.156513	0.156513	0.156513	0.156513	0.156513	0.000000	0.156513	0.156513	0.206758	0.076443	0.252861	0.463937	0.164183	
5452000	-134.977741	180	1	3	'0 0 0 0 Z Z Z 0 	D	0.185390	0.185390	0.185390	0.185390	0.000000	0.000000	0.000000	0.185390	0.668041	0.331957	0.000000	0.000001	0.353278	
5453000	-132.717744	376	1	0	'0 0 0 0 0 0 0 0 	I	0.130893	0.130893	0.130893	0.130893	0.130893	0.130893	0.130893	0.130893	0.050290	0.002924	0.894753	0.052032	0.104687	
5454000	-135.162843	85	1	0	'0 0 0 0 0 0 0 0 	I	0.093151	0.093151	0.093151	0.093151	0.093151	0.093151	0.093151	0.093151	0.005014	0.000049	0.985245	0.009692	0.358260	
5455000	-134.895105	410	1	0	'0 0 0 0 0 0 0 0 	I	0.206064	0.206064	0.206064	0.206064	0.206064	0.206064	0.206064	0.206064	0.245590	0.039887	0.614689	0.099833	0.183767	
5456000	-133.711576	801	1	1	'0 0 0 0 0 Z 0 0 	D	0.175853	0.175853	0.175853	0.175853	0.175853	0.000000	0.175853	0.175853	0.136160	0.074687	0.167355	0.621798	0.128037	
5457000	-132.221607	44	1	3	'Z 0 0 0 Z Z 0 0 	D	0.000000	0.237837	0.237837	0.237837	0.000000	0.000000	0.237837	0.237837	0.000000	0.379924	0.000000	0.620076	0.450114	
5458000	-133.987058	831	1	3	'Z 0 0 0 Z Z 0 0 	D	0.000000	0.188568	0.188568	0.188568	0.000000	0.000000	0.188568	0.188568	0.000000	0.221980	0.000000	0.778020	0.294573	
5459000	-133.029376	349	1	3	'Z 0 0 0 Z Z 0 0 	D	0.000000	0.212702	0.212702	0.212702	0.000000	0.000000	0.212702	0.212702	0.000000	0.340676	0.000000	0.659324	0.210058	
5460000	-132.984046	823	1	1	'0 0 0 0 0 Z 0 0 	D	0.168011	0.168011	0.168011	0.168011	0.168011	0.000000	0.168011	0.168011	0.246262	0.097712	0.317835	0.338191	0.404395	
5461000	-133.259421	247	1	2	'0 0 0 0 Z Z 0 0 	D	0.204688	0.204688	0.204688	0.204688	0.000000	0.000000	0.204688	0.204688	0.411929	0.204745	0.000000	0.383325	0.058828	
5462000	-133.827708	254	1	2	'0 0 0 0 Z 0 Z 0 	I	0.167562	0.167562	0.167562	0.167562	0.000000	0.167562	0.000000	0.167562	0.905179	0.094820	0.000001	0.000000	0.294293	
5463000	-131.889910	123	1	1	'0 0 0 0 Z 0 0 0 	D	0.154963	0.154963	0.154963	0.154963	0.000000	0.154963	0.154963	0.154963	0.886481	0.026985	0.043151	0.043383	0.422819	
5464000	-132.455793	54	1	0	'0 0 0 0 0 0 0 0 	I	0.117838	0.117838	0.117838	0.117838	0.117838	0.117838	0.117838	0.117838	0.022620	0.000566	0.952953	0.023861	0.235393	
5465000	-132.182070	716	1	3	'Z 0 0 0 Z Z 0 0 	D	0.000000	0.225653	0.225653	0.225653	0.000000	0.000000	0.225653	0.225653	0.000000	0.336204	0.000000	0.663796	0.110283	
5466000	-133.460607	126	1	3	'Z 0 0 0 Z Z 0 0 	D	0.000000	0.193252	0.193252	0.193252	0.000000	0.000000	0.193252	0.193252	0.000000	0.295844	0.000000	0.704156	0.495174	
5467000	-135.683183	431	1	2	'0 0 0 0 Z 0 Z 0 	I	0.186986	0.186986	0.186986	0.186986	0.000000	0.186986	0.000000	0.186986	0.887339	0.112658	0.000003	0.000000	0.179677	
5468000	-133.191163	811	1	2	'0 0 0 0 Z Z 0 0 	D	0.225341	0.225341	0.225341	0.225341	0.000000	0.000000	0.225341	0.225341	0.348476	0.249314	0.000000	0.402210	0.265750	
5469000	-133.042566	771	1	0	'0 0 0 0 0 0 0 0 	I	0.170537	0.170537	0.170537	0.170537	0.170537	0.170537	0.170537	0.170537	0.136378	0.011207	0.787686	0.064729	0.282547	
5470000	-133.318057	105	1	1	'0 0 0 0 0 Z 0 0 	D	0.234561	0.234561	0.234561	0.234561	0.234561	0.000000	0.234561	0.234561	0.242600	0.212210	0.216121	0.329070	0.299004	
5471000	-135.490694	898	1	3	'Z 0 0 0 Z Z 0 0 	D	0.000000	0.292727	0.292727	0.292727	0.000000	0.000000	0.292727	0.292727	0.000000	0.481767	0.000000	0.518233	0.309312	
5472000	-134.158946	636	1	3	'0 0 0 0 Z Z Z 0 	D	0.200111	0.200111	0.200111	0.200111	0.000000	0.000000	0.000000	0.200111	0.709320	0.290679	0.000000	0.000001	0.393914	
5473000	-132.998755	291	1	1	'0 0 0 0 0 Z 0 0 	D	0.221281	0.221281	0.221281	0.221281	0.221281	0.000000	0.221281	0.221281	0.264444	0.137194	0.230544	0.367818	0.401439	
5474000	-133.482642	401	1	2	'0 0 0 0 Z Z 0 0 	D	0.196691	0.196691	0.196691	0.196691	0.000000	0.000000	0.196691	0.196691	0.392000	0.176707	0.000000	0.431293	0.331963	
5475000	-133.725680	528	1	3	'0 0 0 0 Z Z Z 0 	D	0.196179	0.196179	0.196179	0.196179	0.000000	0.000000	0.000000	0.196179	0.636822	0.363177	0.000000	0.000001	0.493034	
5476000	-135.348333	358	1	1	'0 0 0 0 0 0 Z 0 	D	0.180189	0.180189	0.180189	0.180189	0.180189	0.180189	0.000000	0.180189	0.297722	0.037368	0.630108	0.034802	0.289465	
5477000	-134.986132	952	1	1	'0 0 0 0 0 Z 0 0 	D	0.260068	0.260068	0.260068	0.260068	0.260068	0.000000	0.260068	0.260068	0.235062	0.236479	0.154223	0.374235	0.407210	
5478000	-134.198798	122	1	1	'0 0 0 0 Z 0 0 0 	D	0.144642	0.144642	0.144642	0.144642	0.000000	0.144642	0.144642	0.144642	0.785366	0.068648	0.084402	0.061584	0.265399	
5479000	-133.401658	232	1	3	'Z 0 0 0 Z Z 0 0 	D	0.000000	0.231328	0.231328	0.231328	0.000000	0.000000	0.231328	0.231328	0.000000	0.410971	0.000000	0.589029	0.247761	
5480000	-133.551422	363	1	0	'0 0 0 0 0 0 0 0 	I	0.154207	0.154207	0.154207	0.154207	0.154207	0.154207	0.154207	0.154207	0.115219	0.009103	0.811561	0.064117	0.390242	
5481000	-133.535163	859	1	1	'0 0 0 0 0 Z 0 0 	D	0.186068	0.186068	0.186068	0.186068	0.186068	0.000000	0.186068	0.186068	0.200383	0.142421	0.215128	0.442067	0.068100	
5482000	-134.143275	880	1	2	'0 0 0 0 Z 0 Z 0 	I	0.185236	0.185236	0.185236	0.185236	0.000000	0.185236	0.000000	0.185236	0.877303	0.122693	0.000003	0.000000	0.066632	
5483000	-133.396392	347	1	0	'0 0 0 0 0 0 0 0 	I	0.153801	0.153801	0.153801	0.153801	0.153801	0.153801	0.153801	0.153801	0.089569	0.006116	0.846514	0.057801	0.046437	
5484000	-135.268263	399	1	3	'Z 0 0 0 Z Z 0 0 	D	0.000000	0.167886	0.167886	0.167886	0.000000	0.000000	0.167886	0.167886	0.000000	0.162582	0.000000	0.837418	0.234716	
5485000	-132.425856	556	1	2	'0 0 0 0 Z Z 0 0 	D	0.200815	0.200815	0.200815	0.200815	0.000000	0.000000	0.200815	0.200815	0.415487	0.203878	0.000000	0.380635	0.202799	
5486000	-133.429240	101	1	3	'0 0 0 0 Z Z Z 0 	D	0.187995	0.187995	0.187995	0.187995	0.000000	0.000000	0.000000	0.187995	0.801040	0.198959	0.000000	0.000001	0.363627	
5487000	-134.478250	451	1	1	'0 0 0 0 Z 0 0 0 	D	0.155291	0.155291	0.155291	0.155291	0.000000	0.155291	0.155291	0.155291	0.744478	0.057018	0.128024	0.070480	0.417172	
5488000	-134.366639	468	1	2	'0 0 0 0 Z Z 0 0 	D	0.197104	0.197104	0.197104	0.197104	0.000000	0.000000	0.197104	0.197104	0.342611	0.223379	0.000000	0.434010	0.255345	
5489000	-134.057199	72	1	2	'0 0 0 0 Z Z 0 0 	D	0.230471	0.230471	0.230471	0.230471	0.000000	0.000000	0.230471	0.230471	0.306481	0.277959	0.000000	0.415560	0.247285	
