Options:
Model:                           Discrete: Dependent
Tree File Name:                  an.treeS_hh_new.nex
Data File Name:                  hh_agr.txt
Log File Name:                   DEP_agr.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            884579305
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      10100000
Burn in:                         100000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Zero Rates:                      Yes
Schedule File:                   DEP_agr.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     8
Base frequency (PI's):           None
Pis used in ancestral state estimation:      Yes
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Restrictions:
    q12                          RJ MCMC
    q13                          RJ MCMC
    q21                          RJ MCMC
    q24                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q42                          RJ MCMC
    q43                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - Hyper Prior exp (0.00,0.50) 
Tree Information
     Trees:                      1000
     Taxa:                       120
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	Dep / InDep	q12	q13	q21	q24	q31	q34	q42	q43	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	RJRates - Mean	
218000	-135.070305	938	1	3	'0 0 0 0 Z 0 Z Z 	D	0.191794	0.191794	0.191794	0.191794	0.000000	0.191794	0.000000	0.000000	0.061956	0.938044	0.000000	0.000000	0.137895	
219000	-137.658768	411	1	1	'0 0 0 0 0 0 Z 0 	D	0.134350	0.134350	0.134350	0.134350	0.134350	0.134350	0.000000	0.134350	0.012346	0.950405	0.020320	0.016929	0.097543	
220000	-136.056794	727	1	1	'0 0 0 0 0 0 0 Z 	D	0.268424	0.268424	0.268424	0.268424	0.268424	0.268424	0.268424	0.000000	0.044589	0.242190	0.104715	0.608506	0.407407	
221000	-135.714881	386	2	1	'0 0 0 Z 0 0 1 1 	D	0.659301	0.659301	0.659301	0.000000	0.659301	0.659301	0.125249	0.125249	0.072482	0.018319	0.269950	0.639249	0.455701	
222000	-140.463133	963	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	0.110243	0.110243	0.110243	0.110243	0.110243	0.110243	0.110243	0.000017	0.017028	0.009983	0.972972	0.438900	
223000	-138.782612	488	1	2	'Z 0 0 0 0 0 0 Z 	D	0.000000	0.147871	0.147871	0.147871	0.147871	0.147871	0.147871	0.000000	0.000326	0.115778	0.034623	0.849273	0.145534	
224000	-138.775845	38	1	2	'Z 0 0 0 0 0 0 Z 	D	0.000000	0.155753	0.155753	0.155753	0.155753	0.155753	0.155753	0.000000	0.004153	0.161478	0.232958	0.601412	0.232084	
225000	-140.718675	480	1	2	'0 0 0 0 0 0 Z Z 	D	0.131528	0.131528	0.131528	0.131528	0.131528	0.131528	0.000000	0.000000	0.045010	0.894360	0.060629	0.000001	0.331473	
226000	-136.682439	4	1	1	'0 0 0 0 0 0 0 Z 	D	0.218833	0.218833	0.218833	0.218833	0.218833	0.218833	0.218833	0.000000	0.034990	0.233404	0.088048	0.643558	0.396704	
227000	-139.066599	240	1	2	'0 0 0 0 0 0 Z Z 	D	0.175090	0.175090	0.175090	0.175090	0.175090	0.175090	0.000000	0.000000	0.127927	0.838221	0.033852	0.000000	0.101838	
228000	-136.497401	372	1	1	'0 0 0 0 0 0 0 Z 	D	0.249885	0.249885	0.249885	0.249885	0.249885	0.249885	0.249885	0.000000	0.042966	0.283495	0.108532	0.565007	0.276364	
229000	-139.336919	831	1	2	'0 0 0 0 0 Z 0 Z 	D	0.223459	0.223459	0.223459	0.223459	0.223459	0.000000	0.223459	0.000000	0.001402	0.155692	0.000005	0.842901	0.443414	
230000	-137.063311	451	1	1	'0 0 0 0 0 0 0 Z 	D	0.210454	0.210454	0.210454	0.210454	0.210454	0.210454	0.210454	0.000000	0.038166	0.264269	0.093140	0.604425	0.186816	
231000	-137.994545	359	1	3	'0 0 0 0 Z 0 Z Z 	D	0.182286	0.182286	0.182286	0.182286	0.000000	0.182286	0.000000	0.000000	0.068017	0.931982	0.000000	0.000001	0.222758	
232000	-137.886111	754	1	3	'0 0 0 0 Z 0 Z Z 	D	0.170886	0.170886	0.170886	0.170886	0.000000	0.170886	0.000000	0.000000	0.090746	0.909254	0.000000	0.000000	0.358754	
233000	-135.924196	960	1	3	'0 0 0 0 Z 0 Z Z 	D	0.194949	0.194949	0.194949	0.194949	0.000000	0.194949	0.000000	0.000000	0.077941	0.922059	0.000000	0.000000	0.176802	
234000	-137.360928	566	1	4	'Z 0 0 0 Z 0 Z Z 	D	0.000000	0.154808	0.154808	0.154808	0.000000	0.154808	0.000000	0.000000	0.000000	0.999999	0.000000	0.000000	0.393149	
235000	-139.024192	550	1	3	'0 0 0 0 Z 0 Z Z 	D	0.226221	0.226221	0.226221	0.226221	0.000000	0.226221	0.000000	0.000000	0.158192	0.841807	0.000000	0.000000	0.211058	
236000	-135.127353	74	1	1	'0 0 0 0 0 0 0 Z 	D	0.197053	0.197053	0.197053	0.197053	0.197053	0.197053	0.197053	0.000000	0.030280	0.207304	0.098520	0.663896	0.183496	
237000	-137.140104	258	1	1	'0 0 0 0 0 0 0 Z 	D	0.242146	0.242146	0.242146	0.242146	0.242146	0.242146	0.242146	0.000000	0.028022	0.246924	0.097108	0.627946	0.244085	
238000	-138.152516	256	1	1	'0 0 0 0 0 0 0 Z 	D	0.313341	0.313341	0.313341	0.313341	0.313341	0.313341	0.313341	0.000000	0.104402	0.267587	0.162544	0.465468	0.123632	
239000	-138.858928	799	1	2	'0 0 0 0 0 0 Z Z 	D	0.183176	0.183176	0.183176	0.183176	0.183176	0.183176	0.000000	0.000000	0.084347	0.865526	0.050127	0.000000	0.222229	
240000	-136.583694	639	1	1	'0 0 0 0 0 0 0 Z 	D	0.232814	0.232814	0.232814	0.232814	0.232814	0.232814	0.232814	0.000000	0.043242	0.247144	0.108357	0.601257	0.489852	
241000	-137.612335	493	1	1	'0 0 0 0 0 0 0 Z 	D	0.236303	0.236303	0.236303	0.236303	0.236303	0.236303	0.236303	0.000000	0.042743	0.245799	0.103860	0.607599	0.157125	
242000	-136.799029	32	1	3	'0 0 0 0 Z 0 Z Z 	D	0.186545	0.186545	0.186545	0.186545	0.000000	0.186545	0.000000	0.000000	0.073073	0.926926	0.000000	0.000001	0.327290	
243000	-139.679675	118	1	2	'0 0 0 0 0 Z 0 Z 	D	0.222295	0.222295	0.222295	0.222295	0.222295	0.000000	0.222295	0.000000	0.011498	0.184803	0.000409	0.803290	0.198180	
244000	-138.335482	218	1	1	'0 0 0 0 0 0 0 Z 	D	0.141409	0.141409	0.141409	0.141409	0.141409	0.141409	0.141409	0.000000	0.010057	0.164567	0.072067	0.753309	0.176071	
245000	-137.795143	266	1	2	'0 0 0 0 0 0 Z Z 	D	0.233234	0.233234	0.233234	0.233234	0.233234	0.233234	0.000000	0.000000	0.158670	0.800049	0.041281	0.000000	0.303955	
246000	-136.398484	830	1	1	'0 0 0 0 0 0 0 Z 	D	0.219308	0.219308	0.219308	0.219308	0.219308	0.219308	0.219308	0.000000	0.066203	0.233884	0.247540	0.452373	0.105138	
247000	-136.013938	93	1	1	'0 0 0 0 0 0 0 Z 	D	0.239260	0.239260	0.239260	0.239260	0.239260	0.239260	0.239260	0.000000	0.045118	0.262947	0.113463	0.578471	0.310559	
248000	-137.817841	908	1	2	'Z 0 0 0 0 0 0 Z 	D	0.000000	0.204815	0.204815	0.204815	0.204815	0.204815	0.204815	0.000000	0.000977	0.117654	0.054458	0.826911	0.218756	
249000	-136.391652	648	1	1	'0 0 0 0 0 0 0 Z 	D	0.204634	0.204634	0.204634	0.204634	0.204634	0.204634	0.204634	0.000000	0.014558	0.221018	0.069346	0.695077	0.090567	
250000	-139.986990	942	1	0	'0 0 0 0 0 0 0 0 	I	0.181405	0.181405	0.181405	0.181405	0.181405	0.181405	0.181405	0.181405	0.013103	0.168775	0.058938	0.759185	0.240133	
251000	-141.216065	127	1	4	'0 0 0 0 Z Z Z Z 	D	0.182391	0.182391	0.182391	0.182391	0.000000	0.000000	0.000000	0.000000	0.002825	0.997174	0.000000	0.000001	0.172791	
252000	-135.480160	336	1	1	'0 0 0 0 0 0 0 Z 	D	0.260277	0.260277	0.260277	0.260277	0.260277	0.260277	0.260277	0.000000	0.024473	0.276295	0.056037	0.643194	0.297864	
253000	-139.797787	5	1	2	'0 0 0 0 0 Z 0 Z 	D	0.316907	0.316907	0.316907	0.316907	0.316907	0.000000	0.316907	0.000000	0.010912	0.196935	0.000343	0.791810	0.311148	
254000	-138.479690	885	1	1	'0 0 0 0 0 0 0 Z 	D	0.239068	0.239068	0.239068	0.239068	0.239068	0.239068	0.239068	0.000000	0.032501	0.233318	0.094688	0.639494	0.373378	
255000	-136.403551	176	1	3	'0 0 0 0 Z 0 Z Z 	D	0.196040	0.196040	0.196040	0.196040	0.000000	0.196040	0.000000	0.000000	0.066461	0.933539	0.000000	0.000000	0.256242	
256000	-137.634613	765	1	3	'0 0 0 0 Z 0 Z Z 	D	0.192116	0.192116	0.192116	0.192116	0.000000	0.192116	0.000000	0.000000	0.179489	0.820510	0.000001	0.000000	0.208182	
257000	-139.003527	137	1	3	'0 0 0 0 Z 0 Z Z 	D	0.164966	0.164966	0.164966	0.164966	0.000000	0.164966	0.000000	0.000000	0.065467	0.934532	0.000000	0.000000	0.260110	
258000	-135.733420	990	1	3	'0 0 0 0 Z 0 Z Z 	D	0.191140	0.191140	0.191140	0.191140	0.000000	0.191140	0.000000	0.000000	0.096660	0.903339	0.000000	0.000001	0.154873	
259000	-135.780552	362	1	3	'0 0 0 0 Z 0 Z Z 	D	0.183639	0.183639	0.183639	0.183639	0.000000	0.183639	0.000000	0.000000	0.085987	0.914012	0.000000	0.000000	0.266237	
260000	-139.252755	788	1	3	'0 0 0 0 Z Z 0 Z 	D	0.212767	0.212767	0.212767	0.212767	0.000000	0.000000	0.212767	0.000000	0.008125	0.172720	0.000000	0.819155	0.256196	
261000	-135.723688	2	1	1	'0 0 0 0 0 0 0 Z 	D	0.190809	0.190809	0.190809	0.190809	0.190809	0.190809	0.190809	0.000000	0.013657	0.192264	0.067003	0.727076	0.139564	
262000	-139.575213	763	1	2	'0 0 0 0 0 0 Z Z 	D	0.139378	0.139378	0.139378	0.139378	0.139378	0.139378	0.000000	0.000000	0.014601	0.950000	0.035398	0.000000	0.471509	
263000	-135.941952	323	1	1	'0 0 0 0 0 0 0 Z 	D	0.197590	0.197590	0.197590	0.197590	0.197590	0.197590	0.197590	0.000000	0.017407	0.244608	0.060763	0.677222	0.440500	
264000	-136.063610	274	1	1	'0 0 0 0 0 0 0 Z 	D	0.236895	0.236895	0.236895	0.236895	0.236895	0.236895	0.236895	0.000000	0.036412	0.249965	0.140854	0.572769	0.174296	
265000	-141.812065	46	1	2	'Z 0 0 0 0 0 0 Z 	D	0.000000	0.308351	0.308351	0.308351	0.308351	0.308351	0.308351	0.000000	0.008699	0.158161	0.114401	0.718739	0.181675	
266000	-135.882625	967	1	1	'0 0 0 0 0 0 0 Z 	D	0.202050	0.202050	0.202050	0.202050	0.202050	0.202050	0.202050	0.000000	0.029265	0.220735	0.086618	0.663382	0.086593	
267000	-137.917104	251	1	2	'0 0 0 0 0 0 Z Z 	D	0.168672	0.168672	0.168672	0.168672	0.168672	0.168672	0.000000	0.000000	0.070986	0.874784	0.054230	0.000000	0.156454	
268000	-138.318359	263	1	2	'0 0 0 0 0 0 Z Z 	D	0.231619	0.231619	0.231619	0.231619	0.231619	0.231619	0.000000	0.000000	0.116208	0.812213	0.071580	0.000000	0.096082	
269000	-141.905875	110	1	2	'Z 0 0 0 0 0 Z 0 	D	0.000000	0.188999	0.188999	0.188999	0.188999	0.188999	0.000000	0.188999	0.000000	0.999996	0.000000	0.000003	0.333173	
270000	-136.735235	692	1	1	'0 0 0 0 0 0 0 Z 	D	0.230920	0.230920	0.230920	0.230920	0.230920	0.230920	0.230920	0.000000	0.060427	0.248260	0.125805	0.565507	0.393716	
271000	-137.212759	193	1	1	'0 0 0 0 0 0 0 Z 	D	0.265674	0.265674	0.265674	0.265674	0.265674	0.265674	0.265674	0.000000	0.048388	0.256141	0.121698	0.573773	0.346704	
272000	-135.639767	2	1	1	'0 0 0 0 0 0 0 Z 	D	0.216704	0.216704	0.216704	0.216704	0.216704	0.216704	0.216704	0.000000	0.022302	0.214571	0.080764	0.682363	0.191046	
273000	-136.081902	514	1	1	'0 0 0 0 0 0 0 Z 	D	0.174615	0.174615	0.174615	0.174615	0.174615	0.174615	0.174615	0.000000	0.010732	0.200859	0.061083	0.727325	0.288863	
274000	-137.375336	747	1	1	'0 0 0 0 0 0 0 Z 	D	0.178662	0.178662	0.178662	0.178662	0.178662	0.178662	0.178662	0.000000	0.073152	0.234637	0.323599	0.368613	0.495127	
275000	-137.251206	812	1	1	'0 0 0 0 0 0 0 Z 	D	0.249893	0.249893	0.249893	0.249893	0.249893	0.249893	0.249893	0.000000	0.061080	0.241233	0.134565	0.563121	0.472092	
276000	-141.989232	779	1	3	'0 0 0 0 Z Z 0 Z 	D	0.156640	0.156640	0.156640	0.156640	0.000000	0.000000	0.156640	0.000000	0.000371	0.139294	0.000000	0.860335	0.234394	
277000	-140.233988	603	1	2	'0 0 0 0 0 Z 0 Z 	D	0.284427	0.284427	0.284427	0.284427	0.284427	0.000000	0.284427	0.000000	0.012998	0.182478	0.000568	0.803956	0.481700	
278000	-136.245684	54	1	1	'0 0 0 0 0 0 0 Z 	D	0.179742	0.179742	0.179742	0.179742	0.179742	0.179742	0.179742	0.000000	0.012226	0.217035	0.053060	0.717679	0.485947	
279000	-137.506839	809	1	1	'0 0 0 0 0 0 0 Z 	D	0.218414	0.218414	0.218414	0.218414	0.218414	0.218414	0.218414	0.000000	0.052460	0.249995	0.165252	0.532293	0.255592	
280000	-135.343322	432	1	1	'0 0 0 0 0 0 0 Z 	D	0.212707	0.212707	0.212707	0.212707	0.212707	0.212707	0.212707	0.000000	0.037231	0.228730	0.104620	0.629419	0.277762	
281000	-136.848594	736	1	1	'0 0 0 0 0 0 0 Z 	D	0.272568	0.272568	0.272568	0.272568	0.272568	0.272568	0.272568	0.000000	0.091574	0.240926	0.168923	0.498576	0.164768	
282000	-138.809045	544	1	0	'0 0 0 0 0 0 0 0 	I	0.132113	0.132113	0.132113	0.132113	0.132113	0.132113	0.132113	0.132113	0.002072	0.055820	0.033718	0.908390	0.184040	
283000	-140.681323	841	1	2	'0 0 0 0 0 Z 0 Z 	D	0.164372	0.164372	0.164372	0.164372	0.164372	0.000000	0.164372	0.000000	0.001746	0.123193	0.000011	0.875049	0.163130	
284000	-137.375559	316	1	1	'0 0 0 0 0 0 0 Z 	D	0.176362	0.176362	0.176362	0.176362	0.176362	0.176362	0.176362	0.000000	0.050835	0.212225	0.129233	0.607708	0.410667	
285000	-135.926927	208	1	3	'0 0 0 0 Z 0 Z Z 	D	0.187344	0.187344	0.187344	0.187344	0.000000	0.187344	0.000000	0.000000	0.047859	0.952141	0.000000	0.000000	0.236422	
286000	-136.299507	895	1	3	'0 0 0 0 Z 0 Z Z 	D	0.176780	0.176780	0.176780	0.176780	0.000000	0.176780	0.000000	0.000000	0.077888	0.922111	0.000000	0.000001	0.465222	
287000	-142.354179	468	1	4	'Z 0 0 0 Z 0 Z Z 	D	0.000000	0.226283	0.226283	0.226283	0.000000	0.226283	0.000000	0.000000	0.000000	0.999999	0.000000	0.000001	0.076321	
288000	-139.028391	621	1	2	'0 0 0 0 0 0 Z Z 	D	0.142390	0.142390	0.142390	0.142390	0.142390	0.142390	0.000000	0.000000	0.032422	0.917609	0.049969	0.000000	0.148738	
289000	-136.727532	607	1	1	'0 0 0 0 0 0 0 Z 	D	0.225735	0.225735	0.225735	0.225735	0.225735	0.225735	0.225735	0.000000	0.033734	0.245757	0.117915	0.602594	0.219452	
290000	-136.575793	32	1	1	'0 0 0 0 0 0 0 Z 	D	0.257060	0.257060	0.257060	0.257060	0.257060	0.257060	0.257060	0.000000	0.045593	0.233375	0.115487	0.605545	0.386852	
291000	-137.339714	955	1	1	'0 0 0 0 0 0 0 Z 	D	0.233147	0.233147	0.233147	0.233147	0.233147	0.233147	0.233147	0.000000	0.035083	0.250942	0.087135	0.626839	0.431273	
292000	-137.315052	231	1	2	'Z 0 0 0 0 0 0 Z 	D	0.000000	0.221842	0.221842	0.221842	0.221842	0.221842	0.221842	0.000000	0.011209	0.169202	0.206036	0.613553	0.334025	
293000	-136.538690	135	1	1	'0 0 0 0 0 0 0 Z 	D	0.224023	0.224023	0.224023	0.224023	0.224023	0.224023	0.224023	0.000000	0.082740	0.254696	0.230058	0.432506	0.085304	
294000	-137.148439	747	1	1	'0 0 0 0 0 0 0 Z 	D	0.232097	0.232097	0.232097	0.232097	0.232097	0.232097	0.232097	0.000000	0.092246	0.262319	0.250881	0.394554	0.267129	
295000	-136.856637	541	1	1	'0 0 0 0 0 0 0 Z 	D	0.223423	0.223423	0.223423	0.223423	0.223423	0.223423	0.223423	0.000000	0.019889	0.234822	0.066382	0.678907	0.281541	
296000	-140.579729	419	1	1	'0 0 0 0 0 0 Z 0 	D	0.210644	0.210644	0.210644	0.210644	0.210644	0.210644	0.000000	0.210644	0.081240	0.857533	0.036958	0.024269	0.137437	
297000	-136.886429	19	1	1	'0 0 0 0 0 0 0 Z 	D	0.183354	0.183354	0.183354	0.183354	0.183354	0.183354	0.183354	0.000000	0.017082	0.218078	0.068411	0.696429	0.196472	
298000	-136.374008	68	1	2	'Z 0 0 0 0 0 0 Z 	D	0.000000	0.185145	0.185145	0.185145	0.185145	0.185145	0.185145	0.000000	0.001448	0.126553	0.066124	0.805875	0.177286	
299000	-136.421892	740	1	1	'0 0 0 0 0 0 0 Z 	D	0.223605	0.223605	0.223605	0.223605	0.223605	0.223605	0.223605	0.000000	0.035038	0.239690	0.095667	0.629605	0.372503	
300000	-136.710283	622	1	1	'0 0 0 0 0 0 0 Z 	D	0.177790	0.177790	0.177790	0.177790	0.177790	0.177790	0.177790	0.000000	0.010086	0.195037	0.053325	0.741553	0.244086	
301000	-135.986886	59	1	1	'0 0 0 0 0 0 0 Z 	D	0.212931	0.212931	0.212931	0.212931	0.212931	0.212931	0.212931	0.000000	0.049187	0.234868	0.126591	0.589353	0.218553	
302000	-138.502573	249	1	1	'0 0 0 0 0 0 0 Z 	D	0.147216	0.147216	0.147216	0.147216	0.147216	0.147216	0.147216	0.000000	0.010761	0.174545	0.055011	0.759684	0.101439	
303000	-137.664514	788	1	3	'0 0 0 0 Z 0 Z Z 	D	0.191050	0.191050	0.191050	0.191050	0.000000	0.191050	0.000000	0.000000	0.158711	0.841288	0.000000	0.000000	0.317403	
304000	-136.826883	548	1	3	'0 0 0 0 Z 0 Z Z 	D	0.177872	0.177872	0.177872	0.177872	0.000000	0.177872	0.000000	0.000000	0.070891	0.929108	0.000000	0.000001	0.188667	
305000	-136.863882	551	1	3	'0 0 0 0 Z 0 Z Z 	D	0.174126	0.174126	0.174126	0.174126	0.000000	0.174126	0.000000	0.000000	0.071628	0.928371	0.000000	0.000000	0.400185	
306000	-136.778934	858	1	3	'0 0 0 0 Z 0 Z Z 	D	0.188471	0.188471	0.188471	0.188471	0.000000	0.188471	0.000000	0.000000	0.069403	0.930597	0.000000	0.000000	0.066738	
307000	-136.727587	439	1	1	'0 0 0 0 0 0 0 Z 	D	0.246575	0.246575	0.246575	0.246575	0.246575	0.246575	0.246575	0.000000	0.052813	0.252118	0.126016	0.569053	0.288872	
308000	-135.846067	532	1	1	'0 0 0 0 0 0 0 Z 	D	0.247838	0.247838	0.247838	0.247838	0.247838	0.247838	0.247838	0.000000	0.056187	0.249457	0.127687	0.566668	0.421039	
309000	-136.268425	768	1	3	'0 0 0 0 Z 0 Z Z 	D	0.177805	0.177805	0.177805	0.177805	0.000000	0.177805	0.000000	0.000000	0.087934	0.912065	0.000000	0.000000	0.469162	
310000	-139.196836	377	1	3	'0 0 0 0 Z 0 Z Z 	D	0.250143	0.250143	0.250143	0.250143	0.000000	0.250143	0.000000	0.000000	0.138524	0.861476	0.000000	0.000001	0.359444	
311000	-136.312076	832	1	1	'0 0 0 0 0 0 0 Z 	D	0.226489	0.226489	0.226489	0.226489	0.226489	0.226489	0.226489	0.000000	0.028141	0.244561	0.075819	0.651479	0.211815	
312000	-135.825211	470	1	1	'0 0 0 0 0 0 0 Z 	D	0.160286	0.160286	0.160286	0.160286	0.160286	0.160286	0.160286	0.000000	0.005085	0.151668	0.060115	0.783132	0.353619	
313000	-140.386962	586	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	0.137211	0.137211	0.137211	0.137211	0.137211	0.137211	0.137211	0.000019	0.034049	0.011937	0.953995	0.142822	
314000	-135.958356	947	1	1	'0 0 0 0 0 0 0 Z 	D	0.172335	0.172335	0.172335	0.172335	0.172335	0.172335	0.172335	0.000000	0.024793	0.283436	0.100795	0.590976	0.475606	
315000	-141.540883	81	1	2	'0 0 0 0 0 Z 0 Z 	D	0.403344	0.403344	0.403344	0.403344	0.403344	0.000000	0.403344	0.000000	0.017811	0.203767	0.001016	0.777407	0.407092	
316000	-138.005126	855	1	2	'Z 0 0 0 0 0 0 Z 	D	0.000000	0.179902	0.179902	0.179902	0.179902	0.179902	0.179902	0.000000	0.000168	0.112956	0.054501	0.832375	0.152840	
317000	-137.053706	619	1	1	'0 0 0 0 0 0 0 Z 	D	0.227726	0.227726	0.227726	0.227726	0.227726	0.227726	0.227726	0.000000	0.044098	0.227699	0.115447	0.612756	0.394253	
318000	-137.417354	896	1	1	'0 0 0 0 0 0 0 Z 	D	0.270428	0.270428	0.270428	0.270428	0.270428	0.270428	0.270428	0.000000	0.045418	0.256773	0.103132	0.594678	0.096044	
319000	-138.661254	825	1	3	'0 0 0 0 Z Z 0 Z 	D	0.246871	0.246871	0.246871	0.246871	0.000000	0.000000	0.246871	0.000000	0.050669	0.285346	0.000000	0.663986	0.062769	
320000	-137.102948	768	1	2	'Z 0 0 0 0 0 0 Z 	D	0.000000	0.169226	0.169226	0.169226	0.169226	0.169226	0.169226	0.000000	0.001535	0.168246	0.059391	0.770828	0.163432	
321000	-138.131743	723	1	3	'0 0 0 0 Z 0 Z Z 	D	0.180113	0.180113	0.180113	0.180113	0.000000	0.180113	0.000000	0.000000	0.077042	0.922957	0.000000	0.000000	0.283480	
322000	-139.141300	732	1	2	'0 0 0 0 0 Z 0 Z 	D	0.219570	0.219570	0.219570	0.219570	0.219570	0.000000	0.219570	0.000000	0.005792	0.207844	0.000074	0.786289	0.267063	
323000	-135.723240	913	1	1	'0 0 0 0 0 0 0 Z 	D	0.258842	0.258842	0.258842	0.258842	0.258842	0.258842	0.258842	0.000000	0.051664	0.266175	0.110775	0.571386	0.323529	
324000	-135.914982	967	1	1	'0 0 0 0 0 0 0 Z 	D	0.224604	0.224604	0.224604	0.224604	0.224604	0.224604	0.224604	0.000000	0.039705	0.236401	0.099274	0.624620	0.164385	
325000	-134.164833	206	1	1	'0 0 0 0 0 0 0 Z 	D	0.222710	0.222710	0.222710	0.222710	0.222710	0.222710	0.222710	0.000000	0.007672	0.245474	0.040311	0.706543	0.269019	
326000	-137.965144	836	1	2	'0 0 0 0 0 0 Z Z 	D	0.173599	0.173599	0.173599	0.173599	0.173599	0.173599	0.000000	0.000000	0.045428	0.916616	0.037956	0.000001	0.192021	
327000	-139.136700	994	1	1	'0 0 0 0 0 0 Z 0 	D	0.162833	0.162833	0.162833	0.162833	0.162833	0.162833	0.000000	0.162833	0.069030	0.853000	0.032569	0.045401	0.233037	
328000	-138.478134	411	1	2	'0 0 0 0 Z 0 Z 0 	I	0.152419	0.152419	0.152419	0.152419	0.000000	0.152419	0.000000	0.152419	0.030941	0.969057	0.000000	0.000002	0.310243	
329000	-141.147232	246	1	1	'0 0 0 0 Z 0 0 0 	D	0.153131	0.153131	0.153131	0.153131	0.000000	0.153131	0.153131	0.153131	0.024225	0.163935	0.122550	0.689289	0.228930	
330000	-138.482603	242	1	3	'0 0 0 0 Z 0 Z Z 	D	0.138631	0.138631	0.138631	0.138631	0.000000	0.138631	0.000000	0.000000	0.015247	0.984751	0.000000	0.000002	0.270881	
331000	-137.395472	253	1	3	'0 0 0 0 Z 0 Z Z 	D	0.191591	0.191591	0.191591	0.191591	0.000000	0.191591	0.000000	0.000000	0.172319	0.827680	0.000001	0.000000	0.351706	
332000	-140.137663	802	1	2	'Z 0 0 0 0 0 0 Z 	D	0.000000	0.132336	0.132336	0.132336	0.132336	0.132336	0.132336	0.000000	0.000107	0.115422	0.030281	0.854189	0.318489	
333000	-139.420633	686	1	2	'Z 0 0 0 0 0 0 Z 	D	0.000000	0.144132	0.144132	0.144132	0.144132	0.144132	0.144132	0.000000	0.000469	0.114153	0.039343	0.846036	0.266346	
334000	-140.517392	319	1	2	'0 0 0 0 0 0 Z Z 	D	0.161629	0.161629	0.161629	0.161629	0.161629	0.161629	0.000000	0.000000	0.032000	0.930033	0.037967	0.000000	0.268004	
335000	-139.374192	580	1	1	'0 0 0 0 0 0 0 Z 	D	0.288561	0.288561	0.288561	0.288561	0.288561	0.288561	0.288561	0.000000	0.013486	0.224509	0.048684	0.713320	0.131993	
336000	-137.363511	817	1	1	'0 0 0 0 0 0 0 Z 	D	0.259824	0.259824	0.259824	0.259824	0.259824	0.259824	0.259824	0.000000	0.035148	0.261091	0.099134	0.604627	0.263993	
337000	-138.356187	966	1	2	'Z 0 0 0 0 0 0 Z 	D	0.000000	0.155045	0.155045	0.155045	0.155045	0.155045	0.155045	0.000000	0.002928	0.135184	0.074885	0.787003	0.415881	
338000	-137.271101	949	1	1	'0 0 0 0 0 0 0 Z 	D	0.292767	0.292767	0.292767	0.292767	0.292767	0.292767	0.292767	0.000000	0.072431	0.271648	0.126171	0.529749	0.461176	
339000	-135.771991	149	1	1	'0 0 0 0 0 0 0 Z 	D	0.182464	0.182464	0.182464	0.182464	0.182464	0.182464	0.182464	0.000000	0.069853	0.223442	0.305779	0.400925	0.258283	
340000	-136.608570	524	1	1	'0 0 0 0 0 0 0 Z 	D	0.209263	0.209263	0.209263	0.209263	0.209263	0.209263	0.209263	0.000000	0.019026	0.236159	0.084165	0.660651	0.143561	
341000	-136.325462	70	1	1	'0 0 0 0 0 0 0 Z 	D	0.230948	0.230948	0.230948	0.230948	0.230948	0.230948	0.230948	0.000000	0.027866	0.237654	0.085685	0.648794	0.392217	
342000	-139.905268	441	1	2	'Z 0 0 0 0 0 0 Z 	D	0.000000	0.139487	0.139487	0.139487	0.139487	0.139487	0.139487	0.000000	0.000417	0.119959	0.035431	0.844193	0.235372	
343000	-136.223246	757	1	1	'0 0 0 0 0 0 0 Z 	D	0.218860	0.218860	0.218860	0.218860	0.218860	0.218860	0.218860	0.000000	0.039807	0.245125	0.166876	0.548191	0.415677	
344000	-136.165198	265	1	3	'0 0 0 0 Z 0 Z Z 	D	0.204191	0.204191	0.204191	0.204191	0.000000	0.204191	0.000000	0.000000	0.142651	0.857349	0.000000	0.000000	0.448766	
345000	-137.627460	975	1	2	'Z 0 0 0 0 0 0 Z 	D	0.000000	0.205936	0.205936	0.205936	0.205936	0.205936	0.205936	0.000000	0.001426	0.121222	0.063571	0.813780	0.232057	
346000	-135.748637	768	1	1	'0 0 0 0 0 0 0 Z 	D	0.240200	0.240200	0.240200	0.240200	0.240200	0.240200	0.240200	0.000000	0.051359	0.276204	0.106354	0.566083	0.181146	
347000	-135.365214	266	1	1	'0 0 0 0 0 0 0 Z 	D	0.258110	0.258110	0.258110	0.258110	0.258110	0.258110	0.258110	0.000000	0.068272	0.258736	0.126186	0.546806	0.208447	
