Options:
Model:                           Discrete: Dependent
Tree File Name:                  an.treeS_hh_new.nex
Data File Name:                  hh_agr.txt
Log File Name:                   DEP_agr.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            884579305
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      10100000
Burn in:                         100000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Zero Rates:                      Yes
Schedule File:                   DEP_agr.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     8
Base frequency (PI's):           None
Pis used in ancestral state estimation:      Yes
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Restrictions:
    q12                          RJ MCMC
    q13                          RJ MCMC
    q21                          RJ MCMC
    q24                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q42                          RJ MCMC
    q43                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - Hyper Prior exp (0.00,0.50) 
Tree Information
     Trees:                      1000
     Taxa:                       120
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	Dep / InDep	q12	q13	q21	q24	q31	q34	q42	q43	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	RJRates - Mean	
4971000	-135.435693	251	1	1	'0 0 0 0 0 0 0 Z 	D	0.217046	0.217046	0.217046	0.217046	0.217046	0.217046	0.217046	0.000000	0.022618	0.231915	0.076035	0.669432	0.339159	
4972000	-139.994320	228	1	3	'0 0 0 0 Z Z 0 Z 	D	0.269471	0.269471	0.269471	0.269471	0.000000	0.000000	0.269471	0.000000	0.004046	0.153590	0.000000	0.842364	0.405642	
4973000	-136.757173	661	1	1	'0 0 0 0 0 0 0 Z 	D	0.289851	0.289851	0.289851	0.289851	0.289851	0.289851	0.289851	0.000000	0.070194	0.258236	0.134210	0.537360	0.305295	
4974000	-136.881556	423	1	1	'0 0 0 0 0 0 0 Z 	D	0.170775	0.170775	0.170775	0.170775	0.170775	0.170775	0.170775	0.000000	0.007941	0.172085	0.047144	0.772830	0.401155	
4975000	-138.776958	902	1	1	'0 0 0 0 0 0 0 Z 	D	0.312464	0.312464	0.312464	0.312464	0.312464	0.312464	0.312464	0.000000	0.109073	0.268974	0.161375	0.460578	0.408523	
4976000	-141.079330	394	1	2	'Z 0 0 0 0 0 Z 0 	D	0.000000	0.170492	0.170492	0.170492	0.170492	0.170492	0.000000	0.170492	0.000000	0.999995	0.000000	0.000005	0.294392	
4977000	-137.417445	538	1	2	'0 0 0 0 0 0 Z Z 	D	0.185810	0.185810	0.185810	0.185810	0.185810	0.185810	0.000000	0.000000	0.043899	0.923940	0.032160	0.000001	0.351531	
4978000	-136.421904	423	1	1	'0 0 0 0 0 0 0 Z 	D	0.226826	0.226826	0.226826	0.226826	0.226826	0.226826	0.226826	0.000000	0.024849	0.218341	0.078601	0.678210	0.223782	
4979000	-138.125810	920	1	2	'0 0 0 0 0 0 Z Z 	D	0.168898	0.168898	0.168898	0.168898	0.168898	0.168898	0.000000	0.000000	0.081426	0.871729	0.046845	0.000000	0.104433	
4980000	-139.589093	677	1	2	'0 0 0 0 0 Z 0 Z 	D	0.282371	0.282371	0.282371	0.282371	0.282371	0.000000	0.282371	0.000000	0.010037	0.203899	0.000214	0.785851	0.120079	
4981000	-140.214880	623	1	3	'0 0 0 0 Z Z 0 Z 	D	0.207958	0.207958	0.207958	0.207958	0.000000	0.000000	0.207958	0.000000	0.012767	0.190853	0.000000	0.796380	0.040430	
4982000	-138.527456	488	1	3	'0 0 0 0 Z 0 Z Z 	D	0.157074	0.157074	0.157074	0.157074	0.000000	0.157074	0.000000	0.000000	0.046728	0.953270	0.000000	0.000002	0.280972	
4983000	-136.654520	157	1	3	'0 0 0 0 Z 0 Z Z 	D	0.165744	0.165744	0.165744	0.165744	0.000000	0.165744	0.000000	0.000000	0.097359	0.902641	0.000000	0.000000	0.426848	
4984000	-138.303497	202	1	2	'Z 0 0 0 0 0 0 Z 	D	0.000000	0.225598	0.225598	0.225598	0.225598	0.225598	0.225598	0.000000	0.001005	0.126355	0.072613	0.800027	0.281155	
4985000	-140.498152	15	1	2	'0 0 0 0 Z 0 Z 0 	I	0.179050	0.179050	0.179050	0.179050	0.000000	0.179050	0.000000	0.179050	0.068973	0.931023	0.000000	0.000004	0.112011	
4986000	-136.613447	838	1	1	'0 0 0 0 0 0 0 Z 	D	0.262505	0.262505	0.262505	0.262505	0.262505	0.262505	0.262505	0.000000	0.047115	0.250532	0.115431	0.586921	0.273134	
4987000	-139.084796	565	1	0	'0 0 0 0 0 0 0 0 	I	0.144797	0.144797	0.144797	0.144797	0.144797	0.144797	0.144797	0.144797	0.003084	0.118125	0.022358	0.856433	0.067892	
4988000	-139.909024	492	1	0	'0 0 0 0 0 0 0 0 	I	0.161859	0.161859	0.161859	0.161859	0.161859	0.161859	0.161859	0.161859	0.004707	0.109174	0.036623	0.849497	0.361504	
4989000	-137.255680	355	1	3	'0 0 0 0 Z 0 Z Z 	D	0.168320	0.168320	0.168320	0.168320	0.000000	0.168320	0.000000	0.000000	0.068218	0.931781	0.000000	0.000002	0.067495	
4990000	-138.791501	886	1	3	'0 0 0 0 Z 0 Z Z 	D	0.215018	0.215018	0.215018	0.215018	0.000000	0.215018	0.000000	0.000000	0.124931	0.875069	0.000000	0.000000	0.296194	
4991000	-139.089669	749	1	1	'0 0 0 0 0 0 Z 0 	D	0.157737	0.157737	0.157737	0.157737	0.157737	0.157737	0.000000	0.157737	0.034670	0.914904	0.020873	0.029553	0.144186	
4992000	-137.783827	890	1	1	'0 0 0 0 0 0 0 Z 	D	0.147853	0.147853	0.147853	0.147853	0.147853	0.147853	0.147853	0.000000	0.006298	0.149758	0.059381	0.784563	0.113591	
4993000	-135.722078	48	1	1	'0 0 0 0 0 0 0 Z 	D	0.243513	0.243513	0.243513	0.243513	0.243513	0.243513	0.243513	0.000000	0.036304	0.263460	0.092860	0.607376	0.368692	
4994000	-136.185831	538	1	1	'0 0 0 0 0 0 0 Z 	D	0.239114	0.239114	0.239114	0.239114	0.239114	0.239114	0.239114	0.000000	0.028246	0.232139	0.080143	0.659473	0.227108	
4995000	-137.745892	611	1	1	'0 0 0 0 0 0 0 Z 	D	0.160058	0.160058	0.160058	0.160058	0.160058	0.160058	0.160058	0.000000	0.012436	0.163342	0.072229	0.751992	0.269802	
4996000	-136.876660	267	1	1	'0 0 0 0 0 0 0 Z 	D	0.168935	0.168935	0.168935	0.168935	0.168935	0.168935	0.168935	0.000000	0.019553	0.204896	0.065083	0.710468	0.126490	
4997000	-137.972798	552	1	3	'0 0 0 0 Z 0 Z Z 	D	0.186954	0.186954	0.186954	0.186954	0.000000	0.186954	0.000000	0.000000	0.053917	0.946082	0.000000	0.000001	0.434943	
4998000	-137.516348	448	1	2	'0 0 0 0 0 0 Z Z 	D	0.195740	0.195740	0.195740	0.195740	0.195740	0.195740	0.000000	0.000000	0.053132	0.897624	0.049244	0.000000	0.358753	
4999000	-136.803522	641	1	1	'0 0 0 0 0 0 0 Z 	D	0.241590	0.241590	0.241590	0.241590	0.241590	0.241590	0.241590	0.000000	0.029753	0.227746	0.093590	0.648911	0.398468	
5000000	-136.567797	302	1	1	'0 0 0 0 0 0 0 Z 	D	0.214501	0.214501	0.214501	0.214501	0.214501	0.214501	0.214501	0.000000	0.012666	0.210319	0.064539	0.712476	0.233638	
5001000	-137.386330	369	1	1	'0 0 0 0 0 0 0 Z 	D	0.233596	0.233596	0.233596	0.233596	0.233596	0.233596	0.233596	0.000000	0.048905	0.252952	0.107432	0.590712	0.465911	
5002000	-135.887468	231	1	1	'0 0 0 0 0 0 0 Z 	D	0.227079	0.227079	0.227079	0.227079	0.227079	0.227079	0.227079	0.000000	0.047228	0.222101	0.207678	0.522994	0.380612	
5003000	-137.111652	720	1	1	'0 0 0 0 0 0 0 Z 	D	0.278289	0.278289	0.278289	0.278289	0.278289	0.278289	0.278289	0.000000	0.054417	0.259288	0.112333	0.573962	0.266579	
5004000	-138.654653	619	1	3	'0 0 0 0 Z 0 Z Z 	D	0.210128	0.210128	0.210128	0.210128	0.000000	0.210128	0.000000	0.000000	0.162010	0.837989	0.000000	0.000000	0.235534	
5005000	-136.417943	969	1	1	'0 0 0 0 0 0 0 Z 	D	0.227540	0.227540	0.227540	0.227540	0.227540	0.227540	0.227540	0.000000	0.029515	0.226946	0.084353	0.659187	0.157939	
5006000	-139.036722	895	1	3	'0 0 0 0 Z Z 0 Z 	D	0.200100	0.200100	0.200100	0.200100	0.000000	0.000000	0.200100	0.000000	0.001214	0.138387	0.000000	0.860399	0.173949	
5007000	-138.352674	57	1	1	'0 0 0 0 0 0 0 Z 	D	0.313808	0.313808	0.313808	0.313808	0.313808	0.313808	0.313808	0.000000	0.076049	0.316213	0.108879	0.498860	0.157129	
5008000	-136.918795	686	1	1	'0 0 0 0 0 0 0 Z 	D	0.225989	0.225989	0.225989	0.225989	0.225989	0.225989	0.225989	0.000000	0.038182	0.231457	0.100433	0.629928	0.099473	
5009000	-136.472760	76	1	1	'0 0 0 0 0 0 0 Z 	D	0.200612	0.200612	0.200612	0.200612	0.200612	0.200612	0.200612	0.000000	0.020788	0.222930	0.080501	0.675780	0.328167	
5010000	-136.526391	461	1	1	'0 0 0 0 0 0 0 Z 	D	0.210691	0.210691	0.210691	0.210691	0.210691	0.210691	0.210691	0.000000	0.024588	0.234132	0.118009	0.623271	0.240051	
5011000	-136.577073	388	1	2	'Z 0 0 0 0 0 0 Z 	D	0.000000	0.193451	0.193451	0.193451	0.193451	0.193451	0.193451	0.000000	0.001494	0.186559	0.061857	0.750091	0.448378	
5012000	-140.918431	997	1	1	'0 0 0 0 Z 0 0 0 	D	0.146054	0.146054	0.146054	0.146054	0.000000	0.146054	0.146054	0.146054	0.022616	0.195604	0.097785	0.683995	0.229243	
5013000	-136.624937	642	1	1	'0 0 0 0 0 0 0 Z 	D	0.186801	0.186801	0.186801	0.186801	0.186801	0.186801	0.186801	0.000000	0.052415	0.204443	0.286005	0.457137	0.366942	
5014000	-137.126662	517	1	1	'0 0 0 0 0 0 0 Z 	D	0.251586	0.251586	0.251586	0.251586	0.251586	0.251586	0.251586	0.000000	0.055974	0.273652	0.109813	0.560561	0.140069	
5015000	-136.939091	890	1	1	'0 0 0 0 0 0 0 Z 	D	0.163116	0.163116	0.163116	0.163116	0.163116	0.163116	0.163116	0.000000	0.009218	0.167139	0.067477	0.756166	0.321084	
5016000	-136.280588	307	1	1	'0 0 0 0 0 0 0 Z 	D	0.229685	0.229685	0.229685	0.229685	0.229685	0.229685	0.229685	0.000000	0.030702	0.228662	0.140402	0.600233	0.411380	
5017000	-139.643631	969	1	1	'0 0 0 0 0 0 Z 0 	D	0.183699	0.183699	0.183699	0.183699	0.183699	0.183699	0.000000	0.183699	0.050761	0.897502	0.025784	0.025952	0.130952	
5018000	-138.287857	422	1	3	'0 0 0 0 Z Z 0 Z 	D	0.242321	0.242321	0.242321	0.242321	0.000000	0.000000	0.242321	0.000000	0.002122	0.155760	0.000000	0.842118	0.138206	
5019000	-136.547336	642	1	1	'0 0 0 0 0 0 0 Z 	D	0.194449	0.194449	0.194449	0.194449	0.194449	0.194449	0.194449	0.000000	0.055267	0.209404	0.275605	0.459724	0.268270	
5020000	-139.357330	596	2	1	'1 0 0 0 0 0 Z 0 	D	0.122743	0.173576	0.173576	0.173576	0.173576	0.173576	0.000000	0.173576	0.026150	0.935193	0.020678	0.017979	0.433302	
5021000	-137.446215	188	1	1	'0 0 0 0 0 0 0 Z 	D	0.281478	0.281478	0.281478	0.281478	0.281478	0.281478	0.281478	0.000000	0.066855	0.267427	0.120380	0.545338	0.433071	
5022000	-136.611177	863	1	1	'0 0 0 0 0 0 0 Z 	D	0.169679	0.169679	0.169679	0.169679	0.169679	0.169679	0.169679	0.000000	0.006726	0.223871	0.045894	0.723509	0.294974	
5023000	-137.808241	509	1	1	'0 0 0 0 0 0 0 Z 	D	0.147762	0.147762	0.147762	0.147762	0.147762	0.147762	0.147762	0.000000	0.006954	0.216042	0.074827	0.702177	0.323060	
5024000	-138.484955	563	1	1	'0 0 0 0 0 0 0 Z 	D	0.176452	0.176452	0.176452	0.176452	0.176452	0.176452	0.176452	0.000000	0.015793	0.208172	0.059317	0.716718	0.356588	
5025000	-136.788694	556	1	2	'Z 0 0 0 0 0 0 Z 	D	0.000000	0.193402	0.193402	0.193402	0.193402	0.193402	0.193402	0.000000	0.001406	0.133326	0.068899	0.796369	0.340212	
5026000	-138.671292	230	1	2	'0 0 0 0 0 0 Z Z 	D	0.217125	0.217125	0.217125	0.217125	0.217125	0.217125	0.000000	0.000000	0.069360	0.856088	0.074553	0.000000	0.070697	
5027000	-136.407143	590	1	1	'0 0 0 0 0 0 0 Z 	D	0.196473	0.196473	0.196473	0.196473	0.196473	0.196473	0.196473	0.000000	0.042830	0.204746	0.241018	0.511406	0.365312	
5028000	-137.291105	645	1	1	'0 0 0 0 0 0 0 Z 	D	0.233864	0.233864	0.233864	0.233864	0.233864	0.233864	0.233864	0.000000	0.042305	0.243628	0.101983	0.612084	0.448662	
5029000	-138.353280	306	1	1	'0 0 0 0 0 0 0 Z 	D	0.322152	0.322152	0.322152	0.322152	0.322152	0.322152	0.322152	0.000000	0.071037	0.285358	0.117864	0.525741	0.270218	
5030000	-138.674489	52	1	3	'0 0 0 0 Z 0 Z Z 	D	0.199522	0.199522	0.199522	0.199522	0.000000	0.199522	0.000000	0.000000	0.058154	0.941846	0.000000	0.000000	0.180946	
5031000	-136.537660	342	1	1	'0 0 0 0 0 0 0 Z 	D	0.187050	0.187050	0.187050	0.187050	0.187050	0.187050	0.187050	0.000000	0.010741	0.186413	0.060809	0.742036	0.285806	
5032000	-138.836703	330	1	3	'0 0 0 0 Z Z 0 Z 	D	0.217423	0.217423	0.217423	0.217423	0.000000	0.000000	0.217423	0.000000	0.001367	0.137895	0.000000	0.860738	0.285540	
5033000	-137.855575	590	1	2	'Z 0 0 0 0 0 0 Z 	D	0.000000	0.209709	0.209709	0.209709	0.209709	0.209709	0.209709	0.000000	0.013695	0.173867	0.223675	0.588763	0.424256	
5034000	-135.486332	255	1	1	'0 0 0 0 0 0 0 Z 	D	0.178950	0.178950	0.178950	0.178950	0.178950	0.178950	0.178950	0.000000	0.013845	0.251930	0.067045	0.667179	0.313937	
5035000	-136.842961	378	1	1	'0 0 0 0 0 0 0 Z 	D	0.154485	0.154485	0.154485	0.154485	0.154485	0.154485	0.154485	0.000000	0.005007	0.181041	0.033031	0.780921	0.374116	
5036000	-136.814485	245	1	1	'0 0 0 0 0 0 0 Z 	D	0.251885	0.251885	0.251885	0.251885	0.251885	0.251885	0.251885	0.000000	0.047334	0.261583	0.104373	0.586711	0.209728	
5037000	-136.114543	380	1	1	'0 0 0 0 0 0 0 Z 	D	0.215055	0.215055	0.215055	0.215055	0.215055	0.215055	0.215055	0.000000	0.037153	0.234144	0.097448	0.631255	0.247686	
5038000	-137.691243	608	1	3	'0 0 0 0 Z 0 Z Z 	D	0.186538	0.186538	0.186538	0.186538	0.000000	0.186538	0.000000	0.000000	0.067968	0.932032	0.000000	0.000000	0.329176	
5039000	-137.342442	628	1	3	'0 0 0 0 Z 0 Z Z 	D	0.176828	0.176828	0.176828	0.176828	0.000000	0.176828	0.000000	0.000000	0.060716	0.939284	0.000000	0.000000	0.480643	
5040000	-140.718182	1	2	3	'1 1 1 0 Z Z 0 Z 	D	0.186131	0.186131	0.186131	0.156016	0.000000	0.000000	0.156016	0.000000	0.000445	0.077789	0.000000	0.921767	0.412813	
5041000	-135.756179	186	1	1	'0 0 0 0 0 0 0 Z 	D	0.226690	0.226690	0.226690	0.226690	0.226690	0.226690	0.226690	0.000000	0.025492	0.234777	0.079158	0.660573	0.287315	
5042000	-139.372628	624	1	2	'Z 0 0 0 0 0 0 Z 	D	0.000000	0.230924	0.230924	0.230924	0.230924	0.230924	0.230924	0.000000	0.001745	0.147174	0.065742	0.785338	0.499684	
5043000	-137.050656	727	1	1	'0 0 0 0 0 0 0 Z 	D	0.308925	0.308925	0.308925	0.308925	0.308925	0.308925	0.308925	0.000000	0.067462	0.262656	0.123602	0.546280	0.301802	
5044000	-136.270634	729	1	1	'0 0 0 0 0 0 0 Z 	D	0.202979	0.202979	0.202979	0.202979	0.202979	0.202979	0.202979	0.000000	0.027314	0.213837	0.086908	0.671941	0.320585	
5045000	-135.682845	200	1	1	'0 0 0 0 0 0 0 Z 	D	0.237412	0.237412	0.237412	0.237412	0.237412	0.237412	0.237412	0.000000	0.048474	0.231769	0.122464	0.597294	0.486699	
5046000	-137.012584	661	1	1	'0 0 0 0 0 0 Z 0 	D	0.171955	0.171955	0.171955	0.171955	0.171955	0.171955	0.000000	0.171955	0.040509	0.916134	0.029272	0.014086	0.486676	
5047000	-140.407266	296	1	2	'Z Z 0 0 0 0 0 0 	D	0.000000	0.000000	0.122449	0.122449	0.122449	0.122449	0.122449	0.122449	0.000000	0.003728	0.008231	0.988041	0.027218	
5048000	-136.029493	281	1	1	'0 0 0 0 0 0 0 Z 	D	0.191638	0.191638	0.191638	0.191638	0.191638	0.191638	0.191638	0.000000	0.009805	0.182079	0.055042	0.753074	0.107185	
5049000	-136.083818	354	1	1	'0 0 0 0 0 0 0 Z 	D	0.252435	0.252435	0.252435	0.252435	0.252435	0.252435	0.252435	0.000000	0.041796	0.219724	0.109457	0.629023	0.254391	
5050000	-137.451212	574	1	3	'0 0 0 0 Z 0 Z Z 	D	0.220294	0.220294	0.220294	0.220294	0.000000	0.220294	0.000000	0.000000	0.109808	0.890191	0.000000	0.000000	0.453100	
5051000	-140.284425	866	1	1	'0 0 0 0 0 0 Z 0 	D	0.171913	0.171913	0.171913	0.171913	0.171913	0.171913	0.000000	0.171913	0.041539	0.900741	0.026023	0.031698	0.374468	
5052000	-137.836952	895	1	2	'0 0 0 0 0 0 Z Z 	D	0.213237	0.213237	0.213237	0.213237	0.213237	0.213237	0.000000	0.000000	0.079780	0.835586	0.084633	0.000001	0.345359	
5053000	-139.029749	622	1	3	'0 0 0 0 Z Z 0 Z 	D	0.249362	0.249362	0.249362	0.249362	0.000000	0.000000	0.249362	0.000000	0.001826	0.136412	0.000000	0.861761	0.077822	
5054000	-139.903172	398	1	3	'0 0 0 0 Z Z 0 Z 	D	0.249052	0.249052	0.249052	0.249052	0.000000	0.000000	0.249052	0.000000	0.004824	0.175821	0.000000	0.819355	0.385310	
5055000	-137.164873	536	1	2	'Z 0 0 0 0 0 0 Z 	D	0.000000	0.172278	0.172278	0.172278	0.172278	0.172278	0.172278	0.000000	0.002060	0.137308	0.069961	0.790672	0.082986	
5056000	-140.389984	769	2	4	'Z 0 1 0 Z 0 Z Z 	D	0.000000	0.154831	0.185480	0.154831	0.000000	0.154831	0.000000	0.000000	0.000000	0.999999	0.000000	0.000000	0.117784	
5057000	-137.103471	10	1	1	'0 0 0 0 0 0 0 Z 	D	0.245898	0.245898	0.245898	0.245898	0.245898	0.245898	0.245898	0.000000	0.031283	0.236944	0.099650	0.632123	0.428680	
5058000	-138.505808	464	1	3	'0 0 0 0 Z 0 Z Z 	D	0.150931	0.150931	0.150931	0.150931	0.000000	0.150931	0.000000	0.000000	0.024885	0.975114	0.000000	0.000001	0.104470	
5059000	-137.643241	797	1	1	'0 0 0 0 0 0 0 Z 	D	0.222210	0.222210	0.222210	0.222210	0.222210	0.222210	0.222210	0.000000	0.040674	0.262744	0.088265	0.608317	0.317841	
5060000	-136.846618	93	1	2	'Z 0 0 0 0 0 0 Z 	D	0.000000	0.184921	0.184921	0.184921	0.184921	0.184921	0.184921	0.000000	0.002459	0.188799	0.078898	0.729843	0.161574	
5061000	-136.190081	520	1	3	'0 0 0 0 Z 0 Z Z 	D	0.212143	0.212143	0.212143	0.212143	0.000000	0.212143	0.000000	0.000000	0.157140	0.842860	0.000000	0.000000	0.272923	
5062000	-134.926215	566	2	1	'0 0 0 Z 0 0 1 1 	D	0.843464	0.843464	0.843464	0.000000	0.843464	0.843464	0.058202	0.058202	0.258135	0.133985	0.406844	0.201036	0.381312	
5063000	-132.936000	144	2	2	'0 0 0 Z 0 0 1 Z 	D	0.453747	0.453747	0.453747	0.000000	0.453747	0.453747	0.186272	0.000000	0.006290	0.000139	0.162393	0.831178	0.137131	
5064000	-133.263614	380	2	2	'0 0 0 Z 0 0 1 Z 	D	0.391866	0.391866	0.391866	0.000000	0.391866	0.391866	0.106661	0.000000	0.019850	0.001295	0.204707	0.774148	0.433841	
5065000	-136.758041	41	1	3	'0 0 0 0 Z 0 Z Z 	D	0.183443	0.183443	0.183443	0.183443	0.000000	0.183443	0.000000	0.000000	0.112375	0.887624	0.000001	0.000000	0.496150	
5066000	-139.004049	973	1	1	'0 0 0 0 0 0 Z 0 	D	0.152355	0.152355	0.152355	0.152355	0.152355	0.152355	0.000000	0.152355	0.026023	0.927652	0.025975	0.020350	0.204243	
5067000	-140.299154	906	1	2	'0 0 0 0 0 Z 0 Z 	D	0.194842	0.194842	0.194842	0.194842	0.194842	0.000000	0.194842	0.000000	0.012797	0.229067	0.000344	0.757793	0.304271	
5068000	-137.589678	6	1	3	'0 0 0 0 Z 0 Z Z 	D	0.174945	0.174945	0.174945	0.174945	0.000000	0.174945	0.000000	0.000000	0.081888	0.918112	0.000001	0.000000	0.159999	
5069000	-138.310496	63	1	3	'0 0 0 0 Z 0 Z Z 	D	0.142195	0.142195	0.142195	0.142195	0.000000	0.142195	0.000000	0.000000	0.040365	0.959635	0.000000	0.000000	0.460201	
5070000	-137.943065	443	1	3	'0 0 0 0 Z 0 Z Z 	D	0.215414	0.215414	0.215414	0.215414	0.000000	0.215414	0.000000	0.000000	0.189101	0.810899	0.000001	0.000000	0.105750	
5071000	-135.984930	308	1	1	'0 0 0 0 0 0 0 Z 	D	0.247226	0.247226	0.247226	0.247226	0.247226	0.247226	0.247226	0.000000	0.046659	0.236496	0.111063	0.605783	0.221546	
5072000	-136.128754	890	1	1	'0 0 0 0 0 0 0 Z 	D	0.192813	0.192813	0.192813	0.192813	0.192813	0.192813	0.192813	0.000000	0.016990	0.196450	0.082703	0.703857	0.098575	
5073000	-136.639043	407	1	1	'0 0 0 0 0 0 0 Z 	D	0.250787	0.250787	0.250787	0.250787	0.250787	0.250787	0.250787	0.000000	0.042192	0.243933	0.102649	0.611226	0.337264	
5074000	-136.330782	97	1	1	'0 0 0 0 0 0 0 Z 	D	0.210775	0.210775	0.210775	0.210775	0.210775	0.210775	0.210775	0.000000	0.047289	0.232239	0.111871	0.608601	0.334817	
5075000	-137.446720	850	1	1	'0 0 0 0 0 0 0 Z 	D	0.292821	0.292821	0.292821	0.292821	0.292821	0.292821	0.292821	0.000000	0.069715	0.277108	0.122569	0.530608	0.304666	
5076000	-138.934960	209	1	2	'Z 0 0 0 0 0 0 Z 	D	0.000000	0.239749	0.239749	0.239749	0.239749	0.239749	0.239749	0.000000	0.005917	0.156565	0.149226	0.688292	0.161201	
5077000	-135.543545	756	1	1	'0 0 0 0 0 0 0 Z 	D	0.202876	0.202876	0.202876	0.202876	0.202876	0.202876	0.202876	0.000000	0.017766	0.239226	0.073165	0.669843	0.148558	
5078000	-136.557900	382	1	1	'0 0 0 0 0 0 0 Z 	D	0.234146	0.234146	0.234146	0.234146	0.234146	0.234146	0.234146	0.000000	0.033803	0.275003	0.103658	0.587536	0.347604	
5079000	-135.862649	422	1	1	'0 0 0 0 0 0 0 Z 	D	0.241813	0.241813	0.241813	0.241813	0.241813	0.241813	0.241813	0.000000	0.044571	0.257923	0.102738	0.594768	0.328315	
5080000	-138.768142	5	1	1	'0 0 0 0 0 0 0 Z 	D	0.349116	0.349116	0.349116	0.349116	0.349116	0.349116	0.349116	0.000000	0.107265	0.298844	0.143215	0.450676	0.449262	
5081000	-136.036259	920	1	1	'0 0 0 0 0 0 0 Z 	D	0.198525	0.198525	0.198525	0.198525	0.198525	0.198525	0.198525	0.000000	0.039135	0.228192	0.107323	0.625350	0.206393	
5082000	-137.451016	306	1	3	'0 0 0 0 Z 0 Z Z 	D	0.148281	0.148281	0.148281	0.148281	0.000000	0.148281	0.000000	0.000000	0.023421	0.976578	0.000000	0.000001	0.471745	
5083000	-136.787065	377	1	2	'Z 0 0 0 0 0 0 Z 	D	0.000000	0.175554	0.175554	0.175554	0.175554	0.175554	0.175554	0.000000	0.000440	0.120956	0.038878	0.839726	0.103622	
5084000	-139.519628	46	1	3	'0 0 0 0 Z Z 0 Z 	D	0.207562	0.207562	0.207562	0.207562	0.000000	0.000000	0.207562	0.000000	0.003365	0.138535	0.000000	0.858100	0.325144	
5085000	-138.528409	744	1	3	'0 0 0 0 Z Z 0 Z 	D	0.185923	0.185923	0.185923	0.185923	0.000000	0.000000	0.185923	0.000000	0.022430	0.233601	0.000000	0.743968	0.094932	
5086000	-137.425394	860	1	1	'0 0 0 0 0 0 0 Z 	D	0.184201	0.184201	0.184201	0.184201	0.184201	0.184201	0.184201	0.000000	0.031854	0.224008	0.093397	0.650742	0.173084	
5087000	-139.284414	740	1	2	'0 0 0 0 0 0 Z Z 	D	0.232220	0.232220	0.232220	0.232220	0.232220	0.232220	0.000000	0.000000	0.107799	0.823274	0.068927	0.000000	0.374032	
5088000	-137.316584	38	1	1	'0 0 0 0 0 0 0 Z 	D	0.239582	0.239582	0.239582	0.239582	0.239582	0.239582	0.239582	0.000000	0.045471	0.245872	0.174127	0.534530	0.206335	
5089000	-136.252749	810	1	1	'0 0 0 0 0 0 0 Z 	D	0.242027	0.242027	0.242027	0.242027	0.242027	0.242027	0.242027	0.000000	0.057205	0.245674	0.123188	0.573933	0.479911	
5090000	-137.647040	720	1	2	'Z 0 0 0 0 0 0 Z 	D	0.000000	0.211890	0.211890	0.211890	0.211890	0.211890	0.211890	0.000000	0.002544	0.130427	0.072713	0.794316	0.415758	
5091000	-136.406866	290	1	1	'0 0 0 0 0 0 0 Z 	D	0.184931	0.184931	0.184931	0.184931	0.184931	0.184931	0.184931	0.000000	0.030365	0.212937	0.206405	0.550293	0.057538	
5092000	-136.581482	646	1	3	'0 0 0 0 Z 0 Z Z 	D	0.197888	0.197888	0.197888	0.197888	0.000000	0.197888	0.000000	0.000000	0.070973	0.929027	0.000000	0.000000	0.127447	
5093000	-137.435099	895	1	3	'0 0 0 0 Z 0 Z Z 	D	0.146591	0.146591	0.146591	0.146591	0.000000	0.146591	0.000000	0.000000	0.043615	0.956383	0.000000	0.000002	0.192035	
5094000	-137.402690	39	1	3	'0 0 0 0 Z 0 Z Z 	D	0.206028	0.206028	0.206028	0.206028	0.000000	0.206028	0.000000	0.000000	0.127572	0.872428	0.000000	0.000000	0.494568	
5095000	-135.505043	206	1	1	'0 0 0 0 0 0 0 Z 	D	0.369156	0.369156	0.369156	0.369156	0.369156	0.369156	0.369156	0.000000	0.042336	0.287545	0.085822	0.584297	0.143100	
5096000	-136.234032	5	1	1	'0 0 0 0 0 0 0 Z 	D	0.195150	0.195150	0.195150	0.195150	0.195150	0.195150	0.195150	0.000000	0.024593	0.254539	0.070410	0.650457	0.157113	
5097000	-137.123375	573	1	1	'0 0 0 0 0 0 0 Z 	D	0.188727	0.188727	0.188727	0.188727	0.188727	0.188727	0.188727	0.000000	0.034062	0.269195	0.080572	0.616170	0.174966	
5098000	-137.307635	140	1	1	'0 0 0 0 0 0 0 Z 	D	0.218930	0.218930	0.218930	0.218930	0.218930	0.218930	0.218930	0.000000	0.027061	0.253368	0.086469	0.633103	0.377096	
5099000	-139.426434	534	1	2	'0 0 0 0 0 Z 0 Z 	D	0.204043	0.204043	0.204043	0.204043	0.204043	0.000000	0.204043	0.000000	0.001152	0.143644	0.000003	0.855201	0.252978	
