Options:
Model:                           Discrete: Dependent
Tree File Name:                  an.treeS_hh_new.nex
Data File Name:                  hh_alt_pol.bin3.txt
Log File Name:                   DEP_pol3_alt.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            3245969453
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      10100000
Burn in:                         100000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Zero Rates:                      Yes
Schedule File:                   DEP_pol3_alt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     8
Base frequency (PI's):           None
Pis used in ancestral state estimation:      Yes
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Restrictions:
    q12                          RJ MCMC
    q13                          RJ MCMC
    q21                          RJ MCMC
    q24                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q42                          RJ MCMC
    q43                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - Hyper Prior exp (0.00,0.50) 
Tree Information
     Trees:                      1000
     Taxa:                       120
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	Dep / InDep	q12	q13	q21	q24	q31	q34	q42	q43	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	RJRates - Mean	
224000	-111.669282	515	1	1	'0 0 0 0 0 Z 0 0 	D	0.092159	0.092159	0.092159	0.092159	0.092159	0.000000	0.092159	0.092159	0.033580	0.000802	0.945596	0.020021	0.073905	
225000	-111.933770	953	1	2	'0 0 Z Z 0 0 0 0 	D	0.073809	0.073809	0.000000	0.000000	0.073809	0.073809	0.073809	0.073809	0.006001	0.000000	0.988040	0.005960	0.164596	
226000	-110.461264	904	1	1	'0 0 0 Z 0 0 0 0 	D	0.087501	0.087501	0.087501	0.000000	0.087501	0.087501	0.087501	0.087501	0.002143	0.000000	0.996966	0.000891	0.064363	
227000	-115.585265	781	1	2	'0 0 0 0 Z Z 0 0 	D	0.198400	0.198400	0.198400	0.198400	0.000000	0.000000	0.198400	0.198400	0.888565	0.087986	0.000011	0.023438	0.266670	
228000	-112.312104	15	1	1	'0 0 0 0 0 Z 0 0 	D	0.154606	0.154606	0.154606	0.154606	0.154606	0.000000	0.154606	0.154606	0.098379	0.003039	0.876953	0.021629	0.090257	
229000	-110.429565	331	1	1	'0 0 0 0 0 Z 0 0 	D	0.115647	0.115647	0.115647	0.115647	0.115647	0.000000	0.115647	0.115647	0.037009	0.000171	0.959589	0.003232	0.156461	
230000	-108.523714	660	1	3	'0 0 0 0 Z Z Z 0 	D	0.093697	0.093697	0.093697	0.093697	0.000000	0.000000	0.000000	0.093697	0.985015	0.014983	0.000002	0.000000	0.044590	
231000	-107.761084	660	1	3	'0 0 0 0 Z Z Z 0 	D	0.108386	0.108386	0.108386	0.108386	0.000000	0.000000	0.000000	0.108386	0.979769	0.020229	0.000002	0.000000	0.082643	
232000	-114.186035	975	1	2	'0 0 0 0 Z Z 0 0 	D	0.100229	0.100229	0.100229	0.100229	0.000000	0.000000	0.100229	0.100229	0.987907	0.008850	0.000143	0.003101	0.446783	
233000	-114.902921	878	1	1	'0 0 0 0 0 0 Z 0 	D	0.058104	0.058104	0.058104	0.058104	0.058104	0.058104	0.000000	0.058104	0.013087	0.000177	0.972231	0.014505	0.156293	
234000	-112.716488	205	1	1	'0 0 0 0 0 Z 0 0 	D	0.090444	0.090444	0.090444	0.090444	0.090444	0.000000	0.090444	0.090444	0.033200	0.000791	0.945975	0.020034	0.296362	
235000	-114.243660	837	1	2	'0 0 Z 0 0 Z 0 0 	D	0.120264	0.120264	0.000000	0.120264	0.120264	0.000000	0.120264	0.120264	0.040044	0.000025	0.951807	0.008124	0.036499	
236000	-109.448902	670	1	3	'0 0 0 0 Z Z Z 0 	D	0.119555	0.119555	0.119555	0.119555	0.000000	0.000000	0.000000	0.119555	0.996136	0.003858	0.000005	0.000000	0.209411	
237000	-116.697485	953	1	4	'0 0 Z 0 Z Z Z 0 	D	0.164917	0.164917	0.000000	0.164917	0.000000	0.000000	0.000000	0.164917	0.999973	0.000000	0.000026	0.000001	0.273839	
238000	-112.404038	30	1	1	'0 0 0 0 0 Z 0 0 	D	0.083591	0.083591	0.083591	0.083591	0.083591	0.000000	0.083591	0.083591	0.011175	0.000025	0.986834	0.001965	0.071355	
239000	-111.628148	246	1	1	'0 0 0 Z 0 0 0 0 	D	0.092234	0.092234	0.092234	0.000000	0.092234	0.092234	0.092234	0.092234	0.019760	0.000128	0.960831	0.019281	0.076360	
240000	-115.910569	382	1	1	'0 0 Z 0 0 0 0 0 	D	0.107465	0.107465	0.000000	0.107465	0.107465	0.107465	0.107465	0.107465	0.017331	0.000001	0.979914	0.002754	0.318061	
241000	-110.648479	894	1	1	'0 0 0 0 0 Z 0 0 	D	0.103728	0.103728	0.103728	0.103728	0.103728	0.000000	0.103728	0.103728	0.238855	0.001721	0.754304	0.005120	0.141562	
242000	-110.700219	661	1	4	'0 0 0 0 Z Z Z Z 	D	0.136053	0.136053	0.136053	0.136053	0.000000	0.000000	0.000000	0.000000	0.990304	0.009695	0.000002	0.000000	0.145798	
243000	-116.048661	620	1	3	'0 0 Z 0 0 Z 0 Z 	D	0.120092	0.120092	0.000000	0.120092	0.120092	0.000000	0.120092	0.000000	0.035393	0.000000	0.964607	0.000000	0.247069	
244000	-113.117112	170	1	2	'0 0 Z 0 0 Z 0 0 	D	0.096489	0.096489	0.000000	0.096489	0.096489	0.000000	0.096489	0.096489	0.031440	0.000062	0.955475	0.013024	0.162608	
245000	-109.207780	206	1	1	'0 0 0 0 0 Z 0 0 	D	0.188274	0.188274	0.188274	0.188274	0.188274	0.000000	0.188274	0.188274	0.197998	0.001344	0.796638	0.004020	0.185130	
246000	-110.415360	495	1	1	'0 0 0 0 0 Z 0 0 	D	0.117005	0.117005	0.117005	0.117005	0.117005	0.000000	0.117005	0.117005	0.038941	0.000343	0.954348	0.006367	0.388469	
247000	-109.273320	180	1	1	'0 0 0 0 0 Z 0 0 	D	0.108003	0.108003	0.108003	0.108003	0.108003	0.000000	0.108003	0.108003	0.031362	0.000301	0.960798	0.007539	0.061366	
248000	-110.649567	770	1	1	'0 0 0 0 0 Z 0 0 	D	0.108407	0.108407	0.108407	0.108407	0.108407	0.000000	0.108407	0.108407	0.041910	0.000413	0.949491	0.008187	0.137151	
249000	-110.493151	281	1	1	'0 0 0 0 0 Z 0 0 	D	0.108527	0.108527	0.108527	0.108527	0.108527	0.000000	0.108527	0.108527	0.015958	0.000066	0.980744	0.003232	0.225903	
250000	-109.995877	362	1	1	'0 0 0 0 0 Z 0 0 	D	0.115558	0.115558	0.115558	0.115558	0.115558	0.000000	0.115558	0.115558	0.046650	0.001019	0.934882	0.017449	0.260774	
251000	-113.083669	9	1	3	'0 0 0 0 0 Z Z Z 	D	0.121327	0.121327	0.121327	0.121327	0.121327	0.000000	0.000000	0.000000	0.039111	0.000008	0.960881	0.000000	0.453140	
252000	-112.620293	124	1	0	'0 0 0 0 0 0 0 0 	I	0.087684	0.087684	0.087684	0.087684	0.087684	0.087684	0.087684	0.087684	0.007359	0.000041	0.987114	0.005486	0.127999	
253000	-112.149699	730	1	2	'0 0 Z Z 0 0 0 0 	D	0.086814	0.086814	0.000000	0.000000	0.086814	0.086814	0.086814	0.086814	0.043080	0.000000	0.942273	0.014647	0.142613	
254000	-112.964321	989	1	2	'0 0 0 0 Z Z 0 0 	D	0.151926	0.151926	0.151926	0.151926	0.000000	0.000000	0.151926	0.151926	0.979683	0.009492	0.000027	0.010799	0.499793	
255000	-110.824856	939	1	1	'0 0 0 0 0 Z 0 0 	D	0.127864	0.127864	0.127864	0.127864	0.127864	0.000000	0.127864	0.127864	0.067364	0.001566	0.914130	0.016941	0.092662	
256000	-112.712227	448	1	2	'0 0 Z Z 0 0 0 0 	D	0.093378	0.093378	0.000000	0.000000	0.093378	0.093378	0.093378	0.093378	0.006861	0.000000	0.986885	0.006254	0.444662	
257000	-112.919754	68	1	1	'0 0 Z 0 0 0 0 0 	D	0.090450	0.090450	0.000000	0.090450	0.090450	0.090450	0.090450	0.090450	0.011939	0.000035	0.977486	0.010540	0.043213	
258000	-112.428609	147	1	0	'0 0 0 0 0 0 0 0 	I	0.100442	0.100442	0.100442	0.100442	0.100442	0.100442	0.100442	0.100442	0.027467	0.000069	0.970013	0.002451	0.126074	
259000	-107.667060	523	2	1	'1 1 0 0 1 Z 0 0 	D	0.060403	0.060403	0.541336	0.541336	0.060403	0.000000	0.541336	0.541336	0.002552	0.152861	0.049290	0.795297	0.439810	
260000	-113.348336	816	1	0	'0 0 0 0 0 0 0 0 	I	0.087821	0.087821	0.087821	0.087821	0.087821	0.087821	0.087821	0.087821	0.026721	0.000698	0.947816	0.024765	0.191141	
261000	-110.179087	413	1	3	'0 0 0 0 Z Z Z 0 	D	0.140468	0.140468	0.140468	0.140468	0.000000	0.000000	0.000000	0.140468	0.983361	0.016635	0.000004	0.000000	0.225491	
262000	-114.696197	231	1	1	'0 0 0 0 0 0 Z 0 	D	0.108828	0.108828	0.108828	0.108828	0.108828	0.108828	0.000000	0.108828	0.055003	0.001231	0.919872	0.023894	0.333436	
263000	-113.716127	275	1	0	'0 0 0 0 0 0 0 0 	I	0.063344	0.063344	0.063344	0.063344	0.063344	0.063344	0.063344	0.063344	0.014320	0.000208	0.971396	0.014076	0.269163	
264000	-110.494122	741	1	2	'0 0 0 0 Z Z 0 0 	D	0.137785	0.137785	0.137785	0.137785	0.000000	0.000000	0.137785	0.137785	0.971148	0.016502	0.000004	0.012347	0.368384	
265000	-111.219817	593	1	1	'0 0 0 0 0 Z 0 0 	D	0.103985	0.103985	0.103985	0.103985	0.103985	0.000000	0.103985	0.103985	0.034776	0.000686	0.948366	0.016172	0.090224	
266000	-112.080199	810	1	1	'0 0 0 Z 0 0 0 0 	D	0.088249	0.088249	0.088249	0.000000	0.088249	0.088249	0.088249	0.088249	0.024805	0.000202	0.950559	0.024434	0.450116	
267000	-111.058851	710	1	1	'0 0 0 0 0 Z 0 0 	D	0.120803	0.120803	0.120803	0.120803	0.120803	0.000000	0.120803	0.120803	0.043747	0.000173	0.953173	0.002907	0.203349	
268000	-110.825649	763	1	1	'0 0 0 0 0 Z 0 0 	D	0.124335	0.124335	0.124335	0.124335	0.124335	0.000000	0.124335	0.124335	0.069736	0.000340	0.926302	0.003623	0.111478	
269000	-111.272998	299	1	0	'0 0 0 0 0 0 0 0 	I	0.076782	0.076782	0.076782	0.076782	0.076782	0.076782	0.076782	0.076782	0.008878	0.000075	0.982736	0.008311	0.323402	
270000	-112.132727	208	1	0	'0 0 0 0 0 0 0 0 	I	0.100100	0.100100	0.100100	0.100100	0.100100	0.100100	0.100100	0.100100	0.013252	0.000023	0.984999	0.001725	0.201753	
271000	-111.502108	647	1	2	'0 0 0 0 Z Z 0 0 	D	0.138319	0.138319	0.138319	0.138319	0.000000	0.000000	0.138319	0.138319	0.981816	0.009950	0.000026	0.008208	0.203318	
272000	-113.990789	302	1	2	'0 0 0 0 0 Z 0 Z 	D	0.141013	0.141013	0.141013	0.141013	0.141013	0.000000	0.141013	0.000000	0.051777	0.000018	0.948204	0.000000	0.266441	
273000	-109.382456	364	1	1	'0 0 0 0 0 Z 0 0 	D	0.123001	0.123001	0.123001	0.123001	0.123001	0.000000	0.123001	0.123001	0.125763	0.000684	0.869665	0.003888	0.058554	
274000	-110.148160	933	1	1	'0 0 0 0 0 Z 0 0 	D	0.128672	0.128672	0.128672	0.128672	0.128672	0.000000	0.128672	0.128672	0.049327	0.000409	0.944612	0.005653	0.154484	
275000	-110.674414	644	1	1	'0 0 0 0 0 Z 0 0 	D	0.129456	0.129456	0.129456	0.129456	0.129456	0.000000	0.129456	0.129456	0.072310	0.002667	0.897137	0.027886	0.334502	
276000	-113.864347	512	1	2	'0 0 0 0 Z Z 0 0 	D	0.108290	0.108290	0.108290	0.108290	0.000000	0.000000	0.108290	0.108290	0.989266	0.006988	0.000102	0.003644	0.307581	
277000	-113.362067	981	1	0	'0 0 0 0 0 0 0 0 	I	0.116515	0.116515	0.116515	0.116515	0.116515	0.116515	0.116515	0.116515	0.025607	0.000062	0.971976	0.002355	0.226104	
278000	-111.308562	394	1	3	'0 0 0 0 Z Z Z 0 	D	0.148029	0.148029	0.148029	0.148029	0.000000	0.000000	0.000000	0.148029	0.969396	0.030582	0.000021	0.000001	0.240945	
279000	-114.874182	457	1	3	'0 0 0 0 Z Z Z 0 	D	0.164559	0.164559	0.164559	0.164559	0.000000	0.000000	0.000000	0.164559	0.993657	0.006333	0.000010	0.000000	0.206305	
280000	-112.019852	907	1	2	'0 0 Z 0 0 Z 0 0 	D	0.092039	0.092039	0.000000	0.092039	0.092039	0.000000	0.092039	0.092039	0.015224	0.000000	0.983947	0.000829	0.102725	
281000	-110.585797	403	1	3	'0 0 0 0 Z Z Z 0 	D	0.132125	0.132125	0.132125	0.132125	0.000000	0.000000	0.000000	0.132125	0.983550	0.016441	0.000009	0.000000	0.124034	
282000	-112.443703	353	1	2	'0 0 Z Z 0 0 0 0 	D	0.082901	0.082901	0.000000	0.000000	0.082901	0.082901	0.082901	0.082901	0.010353	0.000000	0.979597	0.010050	0.443508	
283000	-108.576535	336	1	1	'0 0 0 0 0 Z 0 0 	D	0.124776	0.124776	0.124776	0.124776	0.124776	0.000000	0.124776	0.124776	0.487340	0.002543	0.507658	0.002459	0.197797	
284000	-109.944703	74	1	1	'0 0 0 0 0 Z 0 0 	D	0.109481	0.109481	0.109481	0.109481	0.109481	0.000000	0.109481	0.109481	0.045526	0.001105	0.933802	0.019567	0.260900	
285000	-114.096424	858	2	1	'1 1 0 Z 0 1 0 0 	D	0.138179	0.138179	0.214404	0.000000	0.214404	0.138179	0.214404	0.214404	0.020564	0.000216	0.931937	0.047283	0.275952	
286000	-113.815817	562	1	1	'0 0 Z 0 0 0 0 0 	D	0.077565	0.077565	0.000000	0.077565	0.077565	0.077565	0.077565	0.077565	0.006633	0.000011	0.987164	0.006192	0.471033	
287000	-114.463132	185	1	2	'0 0 0 Z 0 0 Z 0 	D	0.088381	0.088381	0.088381	0.000000	0.088381	0.088381	0.000000	0.088381	0.008995	0.000024	0.978848	0.012133	0.441951	
288000	-110.791474	771	2	2	'1 Z 0 0 Z 1 0 0 	D	0.164680	0.000000	0.744700	0.744700	0.000000	0.164680	0.744700	0.744700	0.000097	0.024398	0.689286	0.286220	0.334744	
289000	-111.679133	267	2	1	'0 Z 1 1 0 0 1 1 	D	0.106945	0.000000	0.444449	0.444449	0.106945	0.106945	0.444449	0.444449	0.000311	0.028403	0.728387	0.242899	0.098167	
290000	-112.845361	864	1	1	'0 0 0 Z 0 0 0 0 	D	0.116219	0.116219	0.116219	0.000000	0.116219	0.116219	0.116219	0.116219	0.018608	0.000105	0.965699	0.015588	0.167393	
291000	-113.071403	871	1	1	'0 0 0 0 0 Z 0 0 	D	0.190923	0.190923	0.190923	0.190923	0.190923	0.000000	0.190923	0.190923	0.153548	0.006442	0.817583	0.022427	0.121245	
292000	-111.433347	78	1	1	'0 0 0 0 0 Z 0 0 	D	0.109483	0.109483	0.109483	0.109483	0.109483	0.000000	0.109483	0.109483	0.035421	0.000186	0.960428	0.003965	0.391150	
293000	-110.863605	378	1	1	'0 0 0 Z 0 0 0 0 	D	0.095983	0.095983	0.095983	0.000000	0.095983	0.095983	0.095983	0.095983	0.004040	0.000003	0.992574	0.003383	0.457764	
294000	-109.830330	353	1	1	'0 0 0 0 0 Z 0 0 	D	0.125217	0.125217	0.125217	0.125217	0.125217	0.000000	0.125217	0.125217	0.074895	0.001745	0.905080	0.018281	0.179119	
295000	-113.839334	589	1	2	'0 0 0 0 0 Z 0 Z 	D	0.125744	0.125744	0.125744	0.125744	0.125744	0.000000	0.125744	0.000000	0.046690	0.000029	0.953280	0.000000	0.437481	
296000	-112.107965	575	1	1	'0 0 0 Z 0 0 0 0 	D	0.107948	0.107948	0.107948	0.000000	0.107948	0.107948	0.107948	0.107948	0.012375	0.000048	0.976176	0.011401	0.433105	
297000	-110.585010	176	1	1	'0 0 0 0 0 Z 0 0 	D	0.124376	0.124376	0.124376	0.124376	0.124376	0.000000	0.124376	0.124376	0.044286	0.000169	0.953054	0.002491	0.367193	
298000	-113.586473	910	1	2	'0 0 0 0 0 Z 0 Z 	D	0.102719	0.102719	0.102719	0.102719	0.102719	0.000000	0.102719	0.000000	0.068518	0.000499	0.930982	0.000002	0.050774	
299000	-112.616987	601	1	2	'0 0 Z 0 0 Z 0 0 	D	0.112624	0.112624	0.000000	0.112624	0.112624	0.000000	0.112624	0.112624	0.051947	0.000395	0.916772	0.030886	0.218548	
300000	-112.657802	891	1	1	'0 0 0 0 0 Z 0 0 	D	0.099053	0.099053	0.099053	0.099053	0.099053	0.000000	0.099053	0.099053	0.068874	0.003182	0.892097	0.035847	0.253560	
301000	-109.914229	74	1	1	'0 0 0 0 0 Z 0 0 	D	0.112696	0.112696	0.112696	0.112696	0.112696	0.000000	0.112696	0.112696	0.049410	0.001276	0.928692	0.020623	0.302574	
302000	-110.975604	477	1	1	'0 0 0 0 0 Z 0 0 	D	0.085256	0.085256	0.085256	0.085256	0.085256	0.000000	0.085256	0.085256	0.040178	0.000480	0.949155	0.010187	0.127270	
303000	-112.240459	472	1	1	'0 0 0 0 0 Z 0 0 	D	0.178046	0.178046	0.178046	0.178046	0.178046	0.000000	0.178046	0.178046	0.147385	0.010090	0.798482	0.044043	0.254756	
304000	-111.023958	164	1	1	'0 0 0 0 0 Z 0 0 	D	0.098864	0.098864	0.098864	0.098864	0.098864	0.000000	0.098864	0.098864	0.029661	0.000294	0.961753	0.008293	0.369918	
305000	-109.359132	364	1	1	'0 0 0 0 0 Z 0 0 	D	0.118794	0.118794	0.118794	0.118794	0.118794	0.000000	0.118794	0.118794	0.120553	0.000576	0.875403	0.003467	0.383447	
306000	-114.087838	808	1	2	'0 0 Z Z 0 0 0 0 	D	0.106961	0.106961	0.000000	0.000000	0.106961	0.106961	0.106961	0.106961	0.037020	0.000000	0.929783	0.033197	0.190920	
307000	-112.113588	63	1	1	'0 0 0 Z 0 0 0 0 	D	0.071387	0.071387	0.071387	0.000000	0.071387	0.071387	0.071387	0.071387	0.000523	0.000000	0.999167	0.000311	0.138744	
308000	-114.302587	603	1	2	'0 0 0 Z 0 0 Z 0 	D	0.095177	0.095177	0.095177	0.000000	0.095177	0.095177	0.000000	0.095177	0.024432	0.000202	0.943910	0.031456	0.077530	
309000	-111.203532	815	1	1	'0 0 0 0 0 Z 0 0 	D	0.095871	0.095871	0.095871	0.095871	0.095871	0.000000	0.095871	0.095871	0.041210	0.001275	0.932156	0.025358	0.171444	
310000	-108.476894	206	1	1	'0 0 0 0 0 Z 0 0 	D	0.165841	0.165841	0.165841	0.165841	0.165841	0.000000	0.165841	0.165841	0.152496	0.000604	0.844366	0.002534	0.167952	
311000	-109.133128	368	2	0	'0 0 1 1 0 0 1 1 	D	0.023789	0.023789	0.577556	0.577556	0.023789	0.023789	0.577556	0.577556	0.000344	0.078637	0.278524	0.642496	0.178562	
312000	-109.729681	496	2	2	'0 Z 1 1 Z 0 1 1 	D	0.169458	0.000000	1.079486	1.079486	0.000000	0.169458	1.079486	1.079486	0.000123	0.038288	0.630723	0.330866	0.468288	
313000	-108.506888	987	2	3	'0 Z 1 1 Z Z 1 1 	D	0.124066	0.000000	0.595621	0.595621	0.000000	0.000000	0.595621	0.595621	0.000349	0.089368	0.000001	0.910281	0.250978	
314000	-112.859027	893	2	2	'0 Z 1 1 0 Z 1 1 	D	0.210726	0.000000	0.845047	0.845047	0.210726	0.000000	0.845047	0.845047	0.004572	0.112632	0.466196	0.416600	0.467517	
315000	-116.761405	1000	1	4	'0 0 Z 0 0 Z Z Z 	D	0.112937	0.112937	0.000000	0.112937	0.112937	0.000000	0.000000	0.000000	0.124298	0.000000	0.875702	0.000000	0.189868	
316000	-112.762733	946	1	1	'0 0 0 0 0 Z 0 0 	D	0.182171	0.182171	0.182171	0.182171	0.182171	0.000000	0.182171	0.182171	0.156570	0.003577	0.827461	0.012392	0.078446	
317000	-111.710104	5	1	1	'0 0 0 Z 0 0 0 0 	D	0.080227	0.080227	0.080227	0.000000	0.080227	0.080227	0.080227	0.080227	0.008446	0.000022	0.983242	0.008290	0.111786	
318000	-110.566293	206	1	1	'0 0 Z 0 0 0 0 0 	D	0.081218	0.081218	0.000000	0.081218	0.081218	0.081218	0.081218	0.081218	0.001542	0.000000	0.998141	0.000317	0.467929	
319000	-112.421003	32	1	1	'0 0 0 Z 0 0 0 0 	D	0.110103	0.110103	0.110103	0.000000	0.110103	0.110103	0.110103	0.110103	0.007460	0.000008	0.986627	0.005905	0.163173	
320000	-115.687911	280	1	3	'0 0 Z Z 0 0 0 Z 	D	0.072959	0.072959	0.000000	0.000000	0.072959	0.072959	0.072959	0.000000	0.004848	0.000000	0.995152	0.000000	0.125271	
321000	-112.062728	868	1	1	'0 0 0 0 0 Z 0 0 	D	0.075215	0.075215	0.075215	0.075215	0.075215	0.000000	0.075215	0.075215	0.014700	0.000148	0.976304	0.008848	0.116624	
322000	-113.543117	957	1	3	'0 0 0 0 Z Z Z 0 	D	0.164599	0.164599	0.164599	0.164599	0.000000	0.000000	0.000000	0.164599	0.975532	0.024448	0.000020	0.000000	0.337001	
323000	-112.659237	743	1	0	'0 0 0 0 0 0 0 0 	I	0.085449	0.085449	0.085449	0.085449	0.085449	0.085449	0.085449	0.085449	0.040293	0.001307	0.928295	0.030105	0.300576	
324000	-111.066283	707	1	1	'0 0 0 Z 0 0 0 0 	D	0.077714	0.077714	0.077714	0.000000	0.077714	0.077714	0.077714	0.077714	0.002234	0.000001	0.995723	0.002041	0.115935	
325000	-109.535797	96	1	1	'0 0 0 0 0 Z 0 0 	D	0.136731	0.136731	0.136731	0.136731	0.136731	0.000000	0.136731	0.136731	0.071934	0.001436	0.912731	0.013898	0.129060	
326000	-111.609041	333	1	2	'0 0 Z 0 0 Z 0 0 	D	0.104586	0.104586	0.000000	0.104586	0.104586	0.000000	0.104586	0.104586	0.175143	0.000007	0.820442	0.004409	0.122655	
327000	-109.679571	453	1	1	'0 0 0 0 0 Z 0 0 	D	0.111084	0.111084	0.111084	0.111084	0.111084	0.000000	0.111084	0.111084	0.060740	0.001071	0.923850	0.014339	0.035625	
328000	-113.082816	914	1	1	'0 0 0 0 0 Z 0 0 	D	0.148104	0.148104	0.148104	0.148104	0.148104	0.000000	0.148104	0.148104	0.094108	0.002010	0.889596	0.014286	0.182400	
329000	-111.219664	2	1	1	'0 0 0 0 0 Z 0 0 	D	0.088317	0.088317	0.088317	0.088317	0.088317	0.000000	0.088317	0.088317	0.016624	0.000040	0.981392	0.001944	0.315707	
330000	-110.415915	741	1	2	'0 0 0 0 Z Z 0 0 	D	0.134030	0.134030	0.134030	0.134030	0.000000	0.000000	0.134030	0.134030	0.972767	0.015563	0.000004	0.011666	0.417908	
331000	-111.475880	699	1	2	'0 0 0 0 Z Z 0 0 	D	0.130693	0.130693	0.130693	0.130693	0.000000	0.000000	0.130693	0.130693	0.975804	0.017583	0.000025	0.006589	0.480919	
332000	-109.407638	44	1	1	'0 0 0 0 0 Z 0 0 	D	0.110858	0.110858	0.110858	0.110858	0.110858	0.000000	0.110858	0.110858	0.041343	0.000579	0.946513	0.011566	0.433984	
333000	-110.508085	991	1	1	'0 0 0 0 0 Z 0 0 	D	0.116216	0.116216	0.116216	0.116216	0.116216	0.000000	0.116216	0.116216	0.041069	0.000400	0.951160	0.007371	0.214895	
334000	-108.591766	411	1	2	'0 0 0 0 Z Z 0 0 	D	0.132681	0.132681	0.132681	0.132681	0.000000	0.000000	0.132681	0.132681	0.980020	0.006491	0.000004	0.013485	0.183135	
335000	-110.357487	989	1	1	'0 0 0 0 0 Z 0 0 	D	0.106194	0.106194	0.106194	0.106194	0.106194	0.000000	0.106194	0.106194	0.025776	0.000090	0.971640	0.002495	0.087619	
336000	-113.463504	727	1	2	'0 0 0 0 Z Z 0 0 	D	0.149726	0.149726	0.149726	0.149726	0.000000	0.000000	0.149726	0.149726	0.975849	0.012921	0.000021	0.011209	0.052018	
337000	-108.910905	536	2	1	'1 1 0 0 Z 1 0 0 	D	0.087533	0.087533	0.505633	0.505633	0.000000	0.087533	0.505633	0.505633	0.018353	0.137944	0.387395	0.456308	0.181262	
338000	-114.275323	657	1	2	'0 0 Z Z 0 0 0 0 	D	0.069777	0.069777	0.000000	0.000000	0.069777	0.069777	0.069777	0.069777	0.000479	0.000000	0.999179	0.000341	0.047319	
339000	-112.747387	9	1	1	'0 0 0 Z 0 0 0 0 	D	0.088657	0.088657	0.088657	0.000000	0.088657	0.088657	0.088657	0.088657	0.000988	0.000000	0.998366	0.000646	0.103740	
340000	-115.430458	36	1	2	'0 0 Z 0 0 Z 0 0 	D	0.172159	0.172159	0.000000	0.172159	0.172159	0.000000	0.172159	0.172159	0.105777	0.000011	0.887894	0.006318	0.227208	
341000	-111.517492	985	1	3	'0 0 0 0 Z Z Z 0 	D	0.120420	0.120420	0.120420	0.120420	0.000000	0.000000	0.000000	0.120420	0.977103	0.022836	0.000059	0.000001	0.464398	
342000	-108.543105	411	1	2	'0 0 0 0 Z Z 0 0 	D	0.130498	0.130498	0.130498	0.130498	0.000000	0.000000	0.130498	0.130498	0.980719	0.006237	0.000004	0.013040	0.342074	
343000	-114.622624	398	1	2	'0 0 0 0 Z Z 0 0 	D	0.170467	0.170467	0.170467	0.170467	0.000000	0.000000	0.170467	0.170467	0.961667	0.030077	0.000017	0.008240	0.478891	
344000	-113.496965	669	1	3	'0 0 0 0 0 Z Z Z 	D	0.097045	0.097045	0.097045	0.097045	0.097045	0.000000	0.000000	0.000000	0.033502	0.000288	0.966210	0.000000	0.332513	
345000	-111.207597	765	1	1	'0 0 0 0 0 Z 0 0 	D	0.129490	0.129490	0.129490	0.129490	0.129490	0.000000	0.129490	0.129490	0.071121	0.001882	0.906434	0.020562	0.286948	
346000	-115.564431	480	1	3	'0 0 0 0 Z Z Z 0 	D	0.097090	0.097090	0.097090	0.097090	0.000000	0.000000	0.000000	0.097090	0.978427	0.021384	0.000186	0.000003	0.095963	
347000	-110.382714	658	1	1	'0 0 0 0 0 Z 0 0 	D	0.136390	0.136390	0.136390	0.136390	0.136390	0.000000	0.136390	0.136390	0.074713	0.000773	0.917702	0.006812	0.256680	
348000	-113.122963	115	1	2	'0 0 0 0 Z Z 0 0 	D	0.138594	0.138594	0.138594	0.138594	0.000000	0.000000	0.138594	0.138594	0.966981	0.019505	0.000018	0.013496	0.223186	
349000	-112.171057	361	1	1	'0 0 0 0 0 Z 0 0 	D	0.096417	0.096417	0.096417	0.096417	0.096417	0.000000	0.096417	0.096417	0.030212	0.000366	0.959582	0.009840	0.211863	
350000	-114.060422	634	1	2	'0 0 0 0 0 Z 0 Z 	D	0.144336	0.144336	0.144336	0.144336	0.144336	0.000000	0.144336	0.000000	0.070349	0.000513	0.929136	0.000002	0.110679	
351000	-108.497739	660	1	2	'0 0 0 0 Z Z 0 0 	D	0.141521	0.141521	0.141521	0.141521	0.000000	0.000000	0.141521	0.141521	0.943279	0.032564	0.000001	0.024155	0.397627	
352000	-109.581227	699	1	1	'0 0 0 0 0 Z 0 0 	D	0.116956	0.116956	0.116956	0.116956	0.116956	0.000000	0.116956	0.116956	0.063754	0.001005	0.923635	0.011607	0.205612	
353000	-109.730050	730	1	2	'0 0 0 0 Z Z 0 0 	D	0.158929	0.158929	0.158929	0.158929	0.000000	0.000000	0.158929	0.158929	0.917576	0.047639	0.000001	0.034784	0.393828	
