Options:
Model:                           Discrete: Dependent
Tree File Name:                  an.treeS_hh_new.nex
Data File Name:                  hh_alt_pol.bin3.txt
Log File Name:                   DEP_pol3_alt.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            3245969453
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      10100000
Burn in:                         100000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Zero Rates:                      Yes
Schedule File:                   DEP_pol3_alt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     8
Base frequency (PI's):           None
Pis used in ancestral state estimation:      Yes
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Restrictions:
    q12                          RJ MCMC
    q13                          RJ MCMC
    q21                          RJ MCMC
    q24                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q42                          RJ MCMC
    q43                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - Hyper Prior exp (0.00,0.50) 
Tree Information
     Trees:                      1000
     Taxa:                       120
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	Dep / InDep	q12	q13	q21	q24	q31	q34	q42	q43	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	RJRates - Mean	
3856000	-111.899865	661	1	1	'0 0 0 0 0 0 0 Z 	D	0.073019	0.073019	0.073019	0.073019	0.073019	0.073019	0.073019	0.000000	0.034974	0.000093	0.964933	0.000000	0.437908	
3857000	-108.833128	394	1	1	'0 0 0 0 0 Z 0 0 	D	0.112387	0.112387	0.112387	0.112387	0.112387	0.000000	0.112387	0.112387	0.045898	0.000737	0.940713	0.012652	0.256389	
3858000	-111.363185	35	1	1	'0 0 0 0 0 Z 0 0 	D	0.129905	0.129905	0.129905	0.129905	0.129905	0.000000	0.129905	0.129905	0.075745	0.001724	0.906602	0.015929	0.331789	
3859000	-110.144512	71	1	1	'0 0 0 0 0 Z 0 0 	D	0.118900	0.118900	0.118900	0.118900	0.118900	0.000000	0.118900	0.118900	0.042646	0.000393	0.949996	0.006965	0.162509	
3860000	-109.663905	740	1	1	'0 0 0 0 0 Z 0 0 	D	0.113583	0.113583	0.113583	0.113583	0.113583	0.000000	0.113583	0.113583	0.054338	0.000465	0.939056	0.006141	0.245769	
3861000	-109.277487	621	1	1	'0 0 0 0 0 Z 0 0 	D	0.096104	0.096104	0.096104	0.096104	0.096104	0.000000	0.096104	0.096104	0.065491	0.000122	0.932845	0.001542	0.156769	
3862000	-115.568563	283	1	3	'0 0 0 0 0 Z Z Z 	D	0.177105	0.177105	0.177105	0.177105	0.177105	0.000000	0.000000	0.000000	0.122220	0.001395	0.876385	0.000000	0.384386	
3863000	-117.069832	702	1	3	'0 0 0 0 Z Z 0 Z 	D	0.150302	0.150302	0.150302	0.150302	0.000000	0.000000	0.150302	0.000000	0.984486	0.015360	0.000048	0.000106	0.122832	
3864000	-111.714772	979	1	1	'0 0 0 0 0 Z 0 0 	D	0.117528	0.117528	0.117528	0.117528	0.117528	0.000000	0.117528	0.117528	0.060868	0.000200	0.936563	0.002370	0.332810	
3865000	-111.198825	451	1	1	'0 0 0 0 0 Z 0 0 	D	0.106686	0.106686	0.106686	0.106686	0.106686	0.000000	0.106686	0.106686	0.042824	0.000890	0.939148	0.017139	0.453165	
3866000	-111.363680	135	1	2	'0 0 0 0 Z Z 0 0 	D	0.131611	0.131611	0.131611	0.131611	0.000000	0.000000	0.131611	0.131611	0.936730	0.045144	0.000011	0.018114	0.244991	
3867000	-109.267576	257	1	1	'0 0 0 0 0 Z 0 0 	D	0.135763	0.135763	0.135763	0.135763	0.135763	0.000000	0.135763	0.135763	0.082426	0.002888	0.888998	0.025689	0.115729	
3868000	-108.164039	660	1	3	'0 0 0 0 Z Z Z 0 	D	0.098946	0.098946	0.098946	0.098946	0.000000	0.000000	0.000000	0.098946	0.983237	0.016761	0.000002	0.000000	0.400390	
3869000	-114.454922	599	1	2	'0 0 Z 0 0 Z 0 0 	D	0.088991	0.088991	0.000000	0.088991	0.088991	0.000000	0.088991	0.088991	0.011528	0.000004	0.984961	0.003507	0.220323	
3870000	-110.773516	613	1	1	'0 0 0 0 0 Z 0 0 	D	0.159341	0.159341	0.159341	0.159341	0.159341	0.000000	0.159341	0.159341	0.094370	0.001381	0.894112	0.010138	0.070333	
3871000	-109.557831	753	1	1	'0 0 0 0 0 Z 0 0 	D	0.104164	0.104164	0.104164	0.104164	0.104164	0.000000	0.104164	0.104164	0.039628	0.000691	0.945399	0.014281	0.194031	
3872000	-114.631346	862	1	1	'0 0 0 Z 0 0 0 0 	D	0.070601	0.070601	0.070601	0.000000	0.070601	0.070601	0.070601	0.070601	0.000644	0.000000	0.999168	0.000188	0.185454	
3873000	-113.089784	418	1	1	'0 0 0 0 0 0 Z 0 	D	0.091310	0.091310	0.091310	0.091310	0.091310	0.091310	0.000000	0.091310	0.136646	0.000867	0.857584	0.004902	0.433313	
3874000	-111.685125	168	1	1	'0 0 0 0 0 Z 0 0 	D	0.126510	0.126510	0.126510	0.126510	0.126510	0.000000	0.126510	0.126510	0.068004	0.000387	0.927810	0.003799	0.286251	
3875000	-111.099731	730	1	2	'0 0 Z 0 0 Z 0 0 	D	0.127911	0.127911	0.000000	0.127911	0.127911	0.000000	0.127911	0.127911	0.365175	0.000071	0.624229	0.010524	0.166273	
3876000	-111.147606	671	1	1	'0 0 0 0 0 Z 0 0 	D	0.106239	0.106239	0.106239	0.106239	0.106239	0.000000	0.106239	0.106239	0.066986	0.003779	0.885874	0.043361	0.422320	
3877000	-111.995296	219	1	2	'0 0 0 0 Z Z 0 0 	D	0.114958	0.114958	0.114958	0.114958	0.000000	0.000000	0.114958	0.114958	0.990441	0.001590	0.000021	0.007949	0.078786	
3878000	-111.475005	317	1	1	'0 0 0 0 0 Z 0 0 	D	0.156834	0.156834	0.156834	0.156834	0.156834	0.000000	0.156834	0.156834	0.115539	0.003760	0.858797	0.021903	0.350203	
3879000	-114.807312	652	1	2	'0 0 Z Z 0 0 0 0 	D	0.109419	0.109419	0.000000	0.000000	0.109419	0.109419	0.109419	0.109419	0.008540	0.000000	0.983920	0.007540	0.032736	
3880000	-112.764091	213	1	1	'0 0 0 Z 0 0 0 0 	D	0.101456	0.101456	0.101456	0.000000	0.101456	0.101456	0.101456	0.101456	0.005366	0.000009	0.989967	0.004658	0.449957	
3881000	-112.878512	23	1	0	'0 0 0 0 0 0 0 0 	I	0.076575	0.076575	0.076575	0.076575	0.076575	0.076575	0.076575	0.076575	0.001387	0.000001	0.998063	0.000549	0.137268	
3882000	-111.362168	992	1	0	'0 0 0 0 0 0 0 0 	I	0.075557	0.075557	0.075557	0.075557	0.075557	0.075557	0.075557	0.075557	0.012419	0.000153	0.975447	0.011982	0.352932	
3883000	-113.374827	144	1	1	'0 0 0 Z 0 0 0 0 	D	0.059587	0.059587	0.059587	0.000000	0.059587	0.059587	0.059587	0.059587	0.000189	0.000000	0.999665	0.000146	0.077428	
3884000	-112.669256	23	1	2	'0 0 0 0 Z Z 0 0 	D	0.135018	0.135018	0.135018	0.135018	0.000000	0.000000	0.135018	0.135018	0.985879	0.003645	0.000035	0.010441	0.091208	
3885000	-107.423857	228	2	1	'1 1 0 0 1 Z 0 0 	D	0.058373	0.058373	0.367738	0.367738	0.058373	0.000000	0.367738	0.367738	0.001826	0.096429	0.063264	0.838480	0.314174	
3886000	-115.410398	747	1	1	'0 0 0 Z 0 0 0 0 	D	0.061983	0.061983	0.061983	0.000000	0.061983	0.061983	0.061983	0.061983	0.015578	0.000074	0.968914	0.015435	0.060862	
3887000	-112.557559	359	1	2	'0 0 Z Z 0 0 0 0 	D	0.071531	0.071531	0.000000	0.000000	0.071531	0.071531	0.071531	0.071531	0.001398	0.000000	0.997365	0.001237	0.362237	
3888000	-112.421924	456	1	2	'0 0 Z Z 0 0 0 0 	D	0.089973	0.089973	0.000000	0.000000	0.089973	0.089973	0.089973	0.089973	0.004575	0.000000	0.993277	0.002148	0.163876	
3889000	-113.060824	150	1	1	'0 0 0 Z 0 0 0 0 	D	0.078038	0.078038	0.078038	0.000000	0.078038	0.078038	0.078038	0.078038	0.001822	0.000001	0.996558	0.001619	0.247944	
3890000	-112.194052	739	1	1	'0 0 0 Z 0 0 0 0 	D	0.090236	0.090236	0.090236	0.000000	0.090236	0.090236	0.090236	0.090236	0.034602	0.000412	0.930770	0.034216	0.409854	
3891000	-115.780777	605	1	1	'0 0 Z 0 0 0 0 0 	D	0.059475	0.059475	0.000000	0.059475	0.059475	0.059475	0.059475	0.059475	0.027689	0.000003	0.968752	0.003556	0.466281	
3892000	-112.187278	469	1	2	'0 0 Z Z 0 0 0 0 	D	0.084306	0.084306	0.000000	0.000000	0.084306	0.084306	0.084306	0.084306	0.002664	0.000000	0.995028	0.002309	0.497143	
3893000	-113.593424	516	1	2	'0 0 0 Z 0 0 Z 0 	D	0.098837	0.098837	0.098837	0.000000	0.098837	0.098837	0.000000	0.098837	0.009833	0.000002	0.988627	0.001537	0.022542	
3894000	-113.817486	225	1	2	'0 0 Z Z 0 0 0 0 	D	0.087355	0.087355	0.000000	0.000000	0.087355	0.087355	0.087355	0.087355	0.008818	0.000000	0.982792	0.008390	0.131033	
3895000	-107.627587	661	1	3	'0 0 0 0 Z Z Z 0 	D	0.113630	0.113630	0.113630	0.113630	0.000000	0.000000	0.000000	0.113630	0.985914	0.014084	0.000002	0.000000	0.422022	
3896000	-111.091352	61	1	1	'0 0 0 0 0 Z 0 0 	D	0.143156	0.143156	0.143156	0.143156	0.143156	0.000000	0.143156	0.143156	0.092758	0.001142	0.897595	0.008505	0.302369	
3897000	-113.280434	675	1	0	'0 0 0 0 0 0 0 0 	I	0.083363	0.083363	0.083363	0.083363	0.083363	0.083363	0.083363	0.083363	0.018993	0.000345	0.963160	0.017501	0.186620	
3898000	-113.703572	78	1	0	'0 0 0 0 0 0 0 0 	I	0.079916	0.079916	0.079916	0.079916	0.079916	0.079916	0.079916	0.079916	0.003469	0.000007	0.994412	0.002112	0.111310	
3899000	-113.192244	897	1	0	'0 0 0 0 0 0 0 0 	I	0.088010	0.088010	0.088010	0.088010	0.088010	0.088010	0.088010	0.088010	0.017839	0.000286	0.966383	0.015492	0.123192	
3900000	-112.082944	560	1	2	'0 0 0 0 0 Z 0 Z 	D	0.119420	0.119420	0.119420	0.119420	0.119420	0.000000	0.119420	0.000000	0.042610	0.000008	0.957381	0.000000	0.124025	
3901000	-111.077662	433	1	1	'0 0 0 0 0 Z 0 0 	D	0.085965	0.085965	0.085965	0.085965	0.085965	0.000000	0.085965	0.085965	0.014530	0.000021	0.984292	0.001157	0.157702	
3902000	-112.310986	554	1	1	'0 0 0 0 0 Z 0 0 	D	0.091979	0.091979	0.091979	0.091979	0.091979	0.000000	0.091979	0.091979	0.025173	0.000121	0.970680	0.004026	0.187422	
3903000	-112.199608	81	1	1	'0 0 0 Z 0 0 0 0 	D	0.065795	0.065795	0.065795	0.000000	0.065795	0.065795	0.065795	0.065795	0.005696	0.000010	0.988647	0.005647	0.209689	
3904000	-112.664061	992	1	2	'0 0 Z Z 0 0 0 0 	D	0.099844	0.099844	0.000000	0.000000	0.099844	0.099844	0.099844	0.099844	0.019523	0.000000	0.961545	0.018932	0.093969	
3905000	-109.588278	380	1	1	'0 0 0 0 0 Z 0 0 	D	0.089088	0.089088	0.089088	0.089088	0.089088	0.000000	0.089088	0.089088	0.024069	0.000369	0.962553	0.013009	0.060323	
3906000	-112.326375	959	1	1	'0 0 0 0 0 Z 0 0 	D	0.107717	0.107717	0.107717	0.107717	0.107717	0.000000	0.107717	0.107717	0.031142	0.000096	0.966503	0.002259	0.332301	
3907000	-109.335229	621	1	1	'0 0 0 0 0 Z 0 0 	D	0.139409	0.139409	0.139409	0.139409	0.139409	0.000000	0.139409	0.139409	0.110076	0.000744	0.884309	0.004871	0.338949	
3908000	-112.148519	379	1	1	'0 0 0 0 0 Z 0 0 	D	0.078808	0.078808	0.078808	0.078808	0.078808	0.000000	0.078808	0.078808	0.008927	0.000008	0.990380	0.000685	0.270458	
3909000	-109.954307	353	1	1	'0 0 0 0 0 Z 0 0 	D	0.106108	0.106108	0.106108	0.106108	0.106108	0.000000	0.106108	0.106108	0.050513	0.000839	0.934952	0.013695	0.255848	
3910000	-117.035295	562	1	2	'0 0 0 0 Z Z 0 0 	D	0.193924	0.193924	0.193924	0.193924	0.000000	0.000000	0.193924	0.193924	0.946767	0.039022	0.000011	0.014200	0.292471	
3911000	-111.151312	577	1	3	'0 0 0 0 Z Z Z 0 	D	0.127809	0.127809	0.127809	0.127809	0.000000	0.000000	0.000000	0.127809	0.995470	0.004522	0.000009	0.000000	0.408936	
3912000	-111.194323	920	1	1	'0 0 0 Z 0 0 0 0 	D	0.077300	0.077300	0.077300	0.000000	0.077300	0.077300	0.077300	0.077300	0.016948	0.000089	0.966186	0.016777	0.100216	
3913000	-109.600249	942	1	1	'0 0 0 0 0 Z 0 0 	D	0.137479	0.137479	0.137479	0.137479	0.137479	0.000000	0.137479	0.137479	0.074107	0.000935	0.916201	0.008758	0.124079	
3914000	-108.988164	661	1	1	'0 0 0 0 0 Z 0 0 	D	0.155421	0.155421	0.155421	0.155421	0.155421	0.000000	0.155421	0.155421	0.335461	0.009768	0.637953	0.016818	0.136212	
3915000	-107.994050	661	1	2	'0 0 0 0 Z Z 0 0 	D	0.135283	0.135283	0.135283	0.135283	0.000000	0.000000	0.135283	0.135283	0.964806	0.019139	0.000001	0.016053	0.334021	
3916000	-113.272596	96	1	3	'0 0 0 Z 0 0 Z Z 	D	0.072217	0.072217	0.072217	0.000000	0.072217	0.072217	0.000000	0.000000	0.004841	0.000006	0.995154	0.000000	0.191691	
3917000	-115.113345	729	1	2	'0 0 0 0 0 0 Z Z 	D	0.092524	0.092524	0.092524	0.092524	0.092524	0.092524	0.000000	0.000000	0.025756	0.000120	0.974124	0.000000	0.486388	
3918000	-108.029012	601	2	0	'0 0 1 0 0 0 1 1 	D	0.059197	0.059197	0.383474	0.059197	0.059197	0.059197	0.383474	0.383474	0.010404	0.003169	0.811630	0.174798	0.180233	
3919000	-110.641376	421	1	1	'0 0 0 0 0 Z 0 0 	D	0.077970	0.077970	0.077970	0.077970	0.077970	0.000000	0.077970	0.077970	0.009283	0.000004	0.990372	0.000341	0.287213	
3920000	-111.264919	605	1	3	'0 0 0 0 Z Z Z 0 	D	0.097852	0.097852	0.097852	0.097852	0.000000	0.000000	0.000000	0.097852	0.989715	0.010283	0.000002	0.000000	0.455275	
3921000	-113.163618	265	1	4	'0 0 Z 0 Z Z Z 0 	D	0.114692	0.114692	0.000000	0.114692	0.000000	0.000000	0.000000	0.114692	0.999980	0.000000	0.000020	0.000000	0.292132	
3922000	-111.060230	588	1	1	'0 0 0 0 0 Z 0 0 	D	0.084087	0.084087	0.084087	0.084087	0.084087	0.000000	0.084087	0.084087	0.041419	0.000062	0.957250	0.001269	0.314109	
3923000	-114.105797	655	1	1	'0 0 Z 0 0 0 0 0 	D	0.075993	0.075993	0.000000	0.075993	0.075993	0.075993	0.075993	0.075993	0.006724	0.000009	0.987651	0.005616	0.259890	
3924000	-110.644688	552	1	1	'0 0 0 0 0 Z 0 0 	D	0.129918	0.129918	0.129918	0.129918	0.129918	0.000000	0.129918	0.129918	0.058630	0.000485	0.935342	0.005542	0.348908	
3925000	-109.213193	661	1	1	'0 0 0 0 0 Z 0 0 	D	0.080843	0.080843	0.080843	0.080843	0.080843	0.000000	0.080843	0.080843	0.346173	0.002412	0.647130	0.004286	0.084534	
3926000	-109.172414	102	2	1	'1 1 0 0 1 Z 0 0 	D	0.142800	0.142800	0.232672	0.232672	0.142800	0.000000	0.232672	0.232672	0.117598	0.012570	0.818793	0.051039	0.174730	
3927000	-109.208351	258	2	2	'1 Z 0 0 1 Z 0 0 	D	0.049784	0.000000	0.571979	0.571979	0.049784	0.000000	0.571979	0.571979	0.000000	0.033559	0.010181	0.956259	0.491826	
3928000	-112.821798	197	1	0	'0 0 0 0 0 0 0 0 	I	0.087972	0.087972	0.087972	0.087972	0.087972	0.087972	0.087972	0.087972	0.002898	0.000004	0.995676	0.001422	0.048852	
3929000	-111.668009	904	1	1	'0 0 0 Z 0 0 0 0 	D	0.112994	0.112994	0.112994	0.000000	0.112994	0.112994	0.112994	0.112994	0.006428	0.000003	0.990806	0.002763	0.225292	
3930000	-110.739985	182	1	0	'0 0 0 0 0 0 0 0 	I	0.096534	0.096534	0.096534	0.096534	0.096534	0.096534	0.096534	0.096534	0.006669	0.000021	0.990262	0.003049	0.416202	
3931000	-111.785924	68	1	1	'0 0 0 0 0 Z 0 0 	D	0.168412	0.168412	0.168412	0.168412	0.168412	0.000000	0.168412	0.168412	0.119480	0.005140	0.846758	0.028621	0.296371	
3932000	-110.148089	594	2	1	'0 1 1 1 0 Z 0 0 	D	0.092916	0.210311	0.210311	0.210311	0.092916	0.000000	0.092916	0.092916	0.346425	0.002921	0.649699	0.000955	0.184980	
3933000	-112.357418	377	1	3	'0 0 0 0 0 Z Z Z 	D	0.117478	0.117478	0.117478	0.117478	0.117478	0.000000	0.000000	0.000000	0.032783	0.000093	0.967124	0.000000	0.236924	
3934000	-112.257278	470	1	3	'0 0 0 0 0 Z Z Z 	D	0.108717	0.108717	0.108717	0.108717	0.108717	0.000000	0.000000	0.000000	0.025410	0.000002	0.974588	0.000000	0.112406	
3935000	-113.520228	827	1	2	'0 0 Z 0 0 Z 0 0 	D	0.097732	0.097732	0.000000	0.097732	0.097732	0.000000	0.097732	0.097732	0.022795	0.000025	0.968748	0.008432	0.066548	
3936000	-113.242502	668	1	1	'0 0 0 Z 0 0 0 0 	D	0.115609	0.115609	0.115609	0.000000	0.115609	0.115609	0.115609	0.115609	0.006963	0.000013	0.987151	0.005873	0.263875	
3937000	-110.740835	975	1	1	'0 0 0 Z 0 0 0 0 	D	0.070028	0.070028	0.070028	0.000000	0.070028	0.070028	0.070028	0.070028	0.004645	0.000006	0.990743	0.004606	0.209903	
3938000	-111.760262	635	1	1	'0 0 0 0 0 Z 0 0 	D	0.081420	0.081420	0.081420	0.081420	0.081420	0.000000	0.081420	0.081420	0.029355	0.000014	0.970221	0.000410	0.025534	
3939000	-112.934780	202	1	2	'0 0 Z 0 0 Z 0 0 	D	0.141644	0.141644	0.000000	0.141644	0.141644	0.000000	0.141644	0.141644	0.048818	0.000008	0.946039	0.005135	0.149896	
3940000	-110.367970	499	1	1	'0 0 0 0 0 Z 0 0 	D	0.084963	0.084963	0.084963	0.084963	0.084963	0.000000	0.084963	0.084963	0.011036	0.000032	0.986637	0.002295	0.060658	
3941000	-109.783989	868	1	1	'0 0 0 0 0 Z 0 0 	D	0.117146	0.117146	0.117146	0.117146	0.117146	0.000000	0.117146	0.117146	0.053044	0.001324	0.925734	0.019897	0.236618	
3942000	-112.514813	672	1	0	'0 0 0 0 0 0 0 0 	I	0.069800	0.069800	0.069800	0.069800	0.069800	0.069800	0.069800	0.069800	0.000393	0.000000	0.999429	0.000179	0.184651	
3943000	-114.358933	46	1	2	'0 0 0 Z 0 0 Z 0 	D	0.118053	0.118053	0.118053	0.000000	0.118053	0.118053	0.000000	0.118053	0.033018	0.000321	0.934038	0.032623	0.286937	
3944000	-111.410023	568	1	2	'0 0 Z Z 0 0 0 0 	D	0.079034	0.079034	0.000000	0.000000	0.079034	0.079034	0.079034	0.079034	0.006081	0.000000	0.988021	0.005898	0.283122	
3945000	-112.635105	483	1	1	'0 0 0 Z 0 0 0 0 	D	0.099866	0.099866	0.099866	0.000000	0.099866	0.099866	0.099866	0.099866	0.026248	0.000227	0.948477	0.025047	0.134100	
3946000	-113.118456	587	1	0	'0 0 0 0 0 0 0 0 	I	0.114479	0.114479	0.114479	0.114479	0.114479	0.114479	0.114479	0.114479	0.020532	0.000073	0.975930	0.003466	0.054348	
3947000	-112.582284	202	1	2	'0 0 0 0 Z Z 0 0 	D	0.157887	0.157887	0.157887	0.157887	0.000000	0.000000	0.157887	0.157887	0.975193	0.010042	0.000023	0.014743	0.348855	
3948000	-112.986615	738	1	1	'0 0 0 0 0 Z 0 0 	D	0.086810	0.086810	0.086810	0.086810	0.086810	0.000000	0.086810	0.086810	0.070888	0.000110	0.927737	0.001265	0.043272	
3949000	-110.045014	730	1	4	'0 0 Z 0 Z Z Z 0 	D	0.103406	0.103406	0.000000	0.103406	0.000000	0.000000	0.000000	0.103406	0.999998	0.000000	0.000002	0.000000	0.338925	
3950000	-113.237773	88	1	3	'0 0 0 0 0 Z Z Z 	D	0.139625	0.139625	0.139625	0.139625	0.139625	0.000000	0.000000	0.000000	0.056117	0.000261	0.943622	0.000000	0.057292	
3951000	-112.294000	379	1	1	'0 0 Z 0 0 0 0 0 	D	0.086314	0.086314	0.000000	0.086314	0.086314	0.086314	0.086314	0.086314	0.002814	0.000000	0.995746	0.001440	0.434035	
3952000	-112.257993	977	1	1	'0 0 0 0 0 Z 0 0 	D	0.070704	0.070704	0.070704	0.070704	0.070704	0.000000	0.070704	0.070704	0.007757	0.000031	0.988632	0.003580	0.192587	
3953000	-113.902223	987	1	1	'0 0 0 0 0 0 Z 0 	D	0.108394	0.108394	0.108394	0.108394	0.108394	0.108394	0.000000	0.108394	0.064023	0.000593	0.925785	0.009599	0.226517	
3954000	-111.079086	458	1	1	'0 0 0 Z 0 0 0 0 	D	0.094022	0.094022	0.094022	0.000000	0.094022	0.094022	0.094022	0.094022	0.014862	0.000071	0.970414	0.014653	0.072777	
3955000	-110.029099	132	1	1	'0 0 0 0 0 Z 0 0 	D	0.112679	0.112679	0.112679	0.112679	0.112679	0.000000	0.112679	0.112679	0.043610	0.000730	0.941919	0.013741	0.405480	
3956000	-111.077155	223	1	0	'0 0 0 0 0 0 0 0 	I	0.098533	0.098533	0.098533	0.098533	0.098533	0.098533	0.098533	0.098533	0.012907	0.000038	0.984124	0.002930	0.149386	
3957000	-115.257961	743	1	3	'0 0 0 0 0 Z Z Z 	D	0.169759	0.169759	0.169759	0.169759	0.169759	0.000000	0.000000	0.000000	0.170438	0.007112	0.822450	0.000000	0.363900	
3958000	-110.426092	353	1	1	'0 0 0 0 0 Z 0 0 	D	0.095154	0.095154	0.095154	0.095154	0.095154	0.000000	0.095154	0.095154	0.038658	0.000517	0.949519	0.011305	0.121877	
3959000	-110.906559	588	1	1	'0 0 0 0 0 Z 0 0 	D	0.158567	0.158567	0.158567	0.158567	0.158567	0.000000	0.158567	0.158567	0.134454	0.001549	0.856566	0.007431	0.115745	
3960000	-114.106212	136	1	1	'0 0 0 Z 0 0 0 0 	D	0.078164	0.078164	0.078164	0.000000	0.078164	0.078164	0.078164	0.078164	0.011115	0.000038	0.977912	0.010936	0.227814	
3961000	-112.068383	37	1	1	'0 0 0 0 0 0 Z 0 	D	0.088935	0.088935	0.088935	0.088935	0.088935	0.088935	0.000000	0.088935	0.026813	0.000026	0.972114	0.001047	0.294546	
3962000	-111.578735	569	1	1	'0 0 0 0 0 Z 0 0 	D	0.106544	0.106544	0.106544	0.106544	0.106544	0.000000	0.106544	0.106544	0.066421	0.002102	0.906661	0.024815	0.112513	
3963000	-111.181688	680	1	1	'0 0 0 0 0 Z 0 0 	D	0.140335	0.140335	0.140335	0.140335	0.140335	0.000000	0.140335	0.140335	0.071281	0.001663	0.909779	0.017277	0.391808	
3964000	-109.961733	865	1	1	'0 0 0 0 0 Z 0 0 	D	0.123953	0.123953	0.123953	0.123953	0.123953	0.000000	0.123953	0.123953	0.047802	0.000514	0.943166	0.008518	0.020670	
3965000	-111.981975	871	1	2	'0 0 Z 0 0 Z 0 0 	D	0.104310	0.104310	0.000000	0.104310	0.104310	0.000000	0.104310	0.104310	0.022796	0.000002	0.974466	0.002736	0.115798	
3966000	-109.173775	206	1	1	'0 0 0 Z 0 0 0 0 	D	0.102603	0.102603	0.102603	0.000000	0.102603	0.102603	0.102603	0.102603	0.001754	0.000000	0.997548	0.000698	0.063648	
3967000	-111.605603	586	1	1	'0 0 0 Z 0 0 0 0 	D	0.083915	0.083915	0.083915	0.000000	0.083915	0.083915	0.083915	0.083915	0.001416	0.000000	0.997359	0.001225	0.058527	
3968000	-111.571319	562	1	1	'0 0 0 0 0 Z 0 0 	D	0.118434	0.118434	0.118434	0.118434	0.118434	0.000000	0.118434	0.118434	0.041736	0.000623	0.945608	0.012034	0.410443	
3969000	-109.522952	206	1	0	'0 0 0 0 0 0 0 0 	I	0.104123	0.104123	0.104123	0.104123	0.104123	0.104123	0.104123	0.104123	0.007973	0.000006	0.991252	0.000768	0.362949	
3970000	-114.114802	473	1	2	'0 0 0 0 Z Z 0 0 	D	0.160525	0.160525	0.160525	0.160525	0.000000	0.000000	0.160525	0.160525	0.976364	0.014916	0.000018	0.008702	0.310298	
3971000	-110.936572	529	1	1	'0 0 0 0 0 Z 0 0 	D	0.101502	0.101502	0.101502	0.101502	0.101502	0.000000	0.101502	0.101502	0.051249	0.001764	0.919242	0.027744	0.219577	
3972000	-111.409362	414	1	1	'0 0 0 0 0 Z 0 0 	D	0.095690	0.095690	0.095690	0.095690	0.095690	0.000000	0.095690	0.095690	0.023744	0.000326	0.964172	0.011758	0.185085	
3973000	-114.627196	57	1	1	'0 0 0 Z 0 0 0 0 	D	0.063438	0.063438	0.063438	0.000000	0.063438	0.063438	0.063438	0.063438	0.001092	0.000000	0.997931	0.000977	0.021188	
3974000	-116.009286	502	1	3	'0 0 Z Z 0 0 Z 0 	D	0.106638	0.106638	0.000000	0.000000	0.106638	0.106638	0.000000	0.106638	0.011136	0.000000	0.981222	0.007642	0.039213	
3975000	-116.245517	308	1	2	'0 0 0 0 Z Z 0 0 	D	0.206259	0.206259	0.206259	0.206259	0.000000	0.000000	0.206259	0.206259	0.914549	0.063828	0.000009	0.021614	0.427612	
3976000	-111.082570	977	1	1	'0 0 0 Z 0 0 0 0 	D	0.100480	0.100480	0.100480	0.000000	0.100480	0.100480	0.100480	0.100480	0.009340	0.000027	0.981831	0.008802	0.236509	
3977000	-109.685785	950	1	1	'0 0 0 0 0 Z 0 0 	D	0.113914	0.113914	0.113914	0.113914	0.113914	0.000000	0.113914	0.113914	0.058918	0.001248	0.922729	0.017105	0.413869	
3978000	-110.656330	872	1	1	'0 0 0 0 0 Z 0 0 	D	0.133157	0.133157	0.133157	0.133157	0.133157	0.000000	0.133157	0.133157	0.053600	0.000208	0.943913	0.002280	0.155216	
3979000	-107.790104	661	1	3	'0 0 0 0 Z Z Z 0 	D	0.136170	0.136170	0.136170	0.136170	0.000000	0.000000	0.000000	0.136170	0.979186	0.020813	0.000002	0.000000	0.260758	
3980000	-110.560998	456	1	3	'0 0 0 0 Z Z Z 0 	D	0.127695	0.127695	0.127695	0.127695	0.000000	0.000000	0.000000	0.127695	0.994115	0.005876	0.000008	0.000000	0.375067	
3981000	-112.441150	263	1	1	'0 0 0 Z 0 0 0 0 	D	0.111793	0.111793	0.111793	0.000000	0.111793	0.111793	0.111793	0.111793	0.013477	0.000049	0.976621	0.009854	0.444628	
3982000	-109.674673	707	1	1	'0 0 0 0 0 Z 0 0 	D	0.128671	0.128671	0.128671	0.128671	0.128671	0.000000	0.128671	0.128671	0.048973	0.000359	0.945253	0.005416	0.491557	
3983000	-109.136964	411	1	1	'0 0 0 0 0 Z 0 0 	D	0.092468	0.092468	0.092468	0.092468	0.092468	0.000000	0.092468	0.092468	0.149918	0.000453	0.847181	0.002448	0.406394	
3984000	-110.946338	778	1	1	'0 0 0 0 0 Z 0 0 	D	0.137803	0.137803	0.137803	0.137803	0.137803	0.000000	0.137803	0.137803	0.066334	0.000295	0.930810	0.002560	0.478248	
